"location","year","sha_hce_MLLNCU","sha_hce_PPPPER","sha_hce_VRPPPR","multiplier","multiplier_type","sha_hce_adj"
"AUS",1971,2022.8,212.852,905.13,0.109038362872044,"GDP_PPP_Current",220.56280041757
"AUS",1971,2022.8,212.852,905.13,0.443018719847189,"AIC_PPP_Constant",896.138266506895
"AUS",1971,2022.8,212.852,905.13,0.104180968782973,"AIC_PPP_Current",210.737263654197
"AUS",1971,2022.8,212.852,905.13,0.482991913654348,"GDP_PPP_Constant",976.996042940014
"AUS",1972,2262,226.903,930.188,0.436201969928439,"GDP_PPP_Constant",986.68885597813
"AUS",1972,2262,226.903,930.188,0.0995207961754489,"AIC_PPP_Current",225.116040948865
"AUS",1972,2262,226.903,930.188,0.104450831953043,"GDP_PPP_Current",236.267781877784
"AUS",1972,2262,226.903,930.188,0.407984476510503,"AIC_PPP_Constant",922.860885866758
"AUS",1973,2719,251.575,977.671,0.356669701833492,"AIC_PPP_Constant",969.784919285264
"AUS",1973,2719,251.575,977.671,0.0917785273665625,"AIC_PPP_Current",249.545815909684
"AUS",1973,2719,251.575,977.671,0.095904105256172,"GDP_PPP_Current",260.763262191532
"AUS",1973,2719,251.575,977.671,0.369166227800637,"GDP_PPP_Constant",1003.76297338993
"AUS",1974,3637.9,307.633,1085.45,0.0875410389550162,"GDP_PPP_Current",318.465545614454
"AUS",1974,3637.9,307.633,1085.45,0.0838945915125704,"AIC_PPP_Current",305.20013446358
"AUS",1974,3637.9,307.633,1085.45,0.296012639316834,"AIC_PPP_Constant",1076.86438057071
"AUS",1974,3637.9,307.633,1085.45,0.311920117118003,"GDP_PPP_Constant",1134.73419406358
"AUS",1975,4794,375.201,1221.523,0.0831468864406372,"GDP_PPP_Current",398.606173596415
"AUS",1975,4794,375.201,1221.523,0.25341816875571,"AIC_PPP_Constant",1214.88670101487
"AUS",1975,4794,375.201,1221.523,0.0778394114562397,"AIC_PPP_Current",373.162138521213
"AUS",1975,4794,375.201,1221.523,0.270888419468006,"GDP_PPP_Constant",1298.63908292962
"AUS",1976,5550,406.946,1255.359,0.0767859840643671,"GDP_PPP_Current",426.162211557237
"AUS",1976,5550,406.946,1255.359,0.0729233679870832,"AIC_PPP_Current",404.724692328312
"AUS",1976,5550,406.946,1255.359,0.224956008449203,"AIC_PPP_Constant",1248.50584689308
"AUS",1976,5550,406.946,1255.359,0.240694173335138,"GDP_PPP_Constant",1335.85266201001
"AUS",1977,6375,451.146,1306.594,0.219708467117804,"GDP_PPP_Constant",1400.641477876
"AUS",1977,6375,451.146,1306.594,0.203674275389083,"AIC_PPP_Constant",1298.4235056054
"AUS",1977,6375,451.146,1306.594,0.0734589138867709,"GDP_PPP_Current",468.300576028164
"AUS",1977,6375,451.146,1306.594,0.0703255539641367,"AIC_PPP_Current",448.325406521371
"AUS",1978,7041.9,484.292,1312.445,0.0719375028122813,"GDP_PPP_Current",506.576701053803
"AUS",1978,7041.9,484.292,1312.445,0.0684318671873009,"AIC_PPP_Current",481.890365546254
"AUS",1978,7041.9,484.292,1312.445,0.200154717726226,"GDP_PPP_Constant",1409.46950675631
"AUS",1978,7041.9,484.292,1312.445,0.185452107307565,"AIC_PPP_Constant",1305.93519444914
"AUS",1979,7834.4,527.962,1313.735,0.0701592418541332,"GDP_PPP_Current",549.655564382021
"AUS",1979,7834.4,527.962,1313.735,0.0669899001246441,"AIC_PPP_Current",524.825673536512
"AUS",1979,7834.4,527.962,1313.735,0.179792661972564,"GDP_PPP_Constant",1408.56763095786
"AUS",1979,7834.4,527.962,1313.735,0.166691793445322,"AIC_PPP_Constant",1305.93018656803
"AUS",1980,8869.63,593.672,1334.668,0.161884393695405,"GDP_PPP_Constant",1435.85467485257
"AUS",1980,8869.63,593.672,1334.668,0.068685869307165,"GDP_PPP_Current",609.21824698291
"AUS",1980,8869.63,593.672,1334.668,0.0664267065228269,"AIC_PPP_Current",589.180308976061
"AUS",1980,8869.63,593.672,1334.668,0.149337822848908,"AIC_PPP_Constant",1324.57123367536
"AUS",1981,10254.6,669.693,1381.15,0.134685521996689,"AIC_PPP_Constant",1381.14615386725
"AUS",1981,10254.6,669.693,1381.15,0.143790133302964,"GDP_PPP_Constant",1474.51030096857
"AUS",1981,10254.6,669.693,1381.15,0.0653064582140517,"AIC_PPP_Current",669.691606401814
"AUS",1981,10254.6,669.693,1381.15,0.0679009319078666,"GDP_PPP_Current",696.296896342409
"AUS",1982,11549.57,707.083,1380.412,0.119520962907027,"AIC_PPP_Constant",1380.41572756212
"AUS",1982,11549.57,707.083,1380.412,0.128288655778005,"GDP_PPP_Constant",1481.67881011397
"AUS",1982,11549.57,707.083,1380.412,0.0612217981434445,"AIC_PPP_Current",707.085443183582
"AUS",1982,11549.57,707.083,1380.412,0.063222942238458,"GDP_PPP_Current",730.197796989027
"AUS",1983,12914.51,759.057,1421.527,0.0587753647899548,"AIC_PPP_Current",759.055036333519
"AUS",1983,12914.51,759.057,1421.527,0.117319402637573,"GDP_PPP_Constant",1515.12259855696
"AUS",1983,12914.51,759.057,1421.527,0.0597184054354245,"GDP_PPP_Current",771.233944179844
"AUS",1983,12914.51,759.057,1421.527,0.110071820107227,"AIC_PPP_Constant",1421.52362149299
"AUS",1984,14154.04,805.618,1451.347,0.102539299919724,"AIC_PPP_Constant",1451.34535263578
"AUS",1984,14154.04,805.618,1451.347,0.0577040221174348,"GDP_PPP_Current",816.745037211056
"AUS",1984,14154.04,805.618,1451.347,0.110791752916293,"GDP_PPP_Constant",1568.15090244732
"AUS",1984,14154.04,805.618,1451.347,0.0569179036693684,"AIC_PPP_Current",805.618285252387
"AUS",1985,15808.74,857.16,1491.365,0.0556998130778276,"GDP_PPP_Current",880.543862995976
"AUS",1985,15808.74,857.16,1491.365,0.1026951824302,"GDP_PPP_Constant",1623.48143829159
"AUS",1985,15808.74,857.16,1491.365,0.0542206526813162,"AIC_PPP_Current",857.16020086923
"AUS",1985,15808.74,857.16,1491.365,0.0943380468575657,"AIC_PPP_Constant",1491.36565487907
"AUS",1986,17925.35,905.239,1542.287,0.0860391407791322,"AIC_PPP_Constant",1542.28171216522
"AUS",1986,17925.35,905.239,1542.287,0.0522263648190798,"GDP_PPP_Current",936.175868609691
"AUS",1986,17925.35,905.239,1542.287,0.0945547798366153,"GDP_PPP_Constant",1694.92752274427
"AUS",1986,17925.35,905.239,1542.287,0.0505003271755812,"AIC_PPP_Current",905.236039736804
"AUS",1987,19794.82,952.146,1573.229,0.0495163377236857,"GDP_PPP_Current",980.166992299568
"AUS",1987,19794.82,952.146,1573.229,0.0794766646880781,"AIC_PPP_Constant",1573.22627170086
"AUS",1987,19794.82,952.146,1573.229,0.0868615947198449,"GDP_PPP_Constant",1719.40963239228
"AUS",1987,19794.82,952.146,1573.229,0.0481007015171271,"AIC_PPP_Current",952.144728405258
"AUS",1988,22298.79,1027.395,1634.979,0.0460739255068963,"AIC_PPP_Current",1027.39278935393
"AUS",1988,22298.79,1027.395,1634.979,0.0733212590775228,"AIC_PPP_Constant",1634.97535870528
"AUS",1988,22298.79,1027.395,1634.979,0.0782209210477626,"GDP_PPP_Constant",1744.23189205064
"AUS",1988,22298.79,1027.395,1634.979,0.0464552436426266,"GDP_PPP_Current",1035.89572238577
"AUS",1989,24714.42,1096.768,1671.374,0.0724882443271297,"GDP_PPP_Constant",1791.5049153633
"AUS",1989,24714.42,1096.768,1671.374,0.0676275273529412,"AIC_PPP_Constant",1671.37511456208
"AUS",1989,24714.42,1096.768,1671.374,0.0443776761726509,"AIC_PPP_Current",1096.76852755489
"AUS",1989,24714.42,1096.768,1671.374,0.0440511400612105,"GDP_PPP_Current",1088.69837695158
"AUS",1990,26858.88,1165.605,1700.241,0.0433974244142628,"AIC_PPP_Current",1165.60621465175
"AUS",1990,26858.88,1165.605,1700.241,0.0429107038383682,"GDP_PPP_Current",1152.53344511027
"AUS",1990,26858.88,1165.605,1700.241,0.0633028526125469,"AIC_PPP_Constant",1700.24372197808
"AUS",1990,26858.88,1165.605,1700.241,0.0693174679026137,"GDP_PPP_Constant",1861.78955230015
"AUS",1991,28624.64,1233.791,1739.821,0.0607806523863821,"AIC_PPP_Constant",1739.82429352533
"AUS",1991,28624.64,1233.791,1739.821,0.0431025128787262,"AIC_PPP_Current",1233.7939142489
"AUS",1991,28624.64,1233.791,1739.821,0.0674274711019262,"GDP_PPP_Constant",1930.08708640304
"AUS",1991,28624.64,1233.791,1739.821,0.0429238079458754,"GDP_PPP_Current",1228.67854987982
"AUS",1992,30330.48,1304.931,1790.708,0.0430982878549696,"GDP_PPP_Current",1307.1917578194
"AUS",1992,30330.48,1304.931,1790.708,0.0660860011119055,"GDP_PPP_Constant",2004.42013500463
"AUS",1992,30330.48,1304.931,1790.708,0.0430238167129571,"AIC_PPP_Current",1304.93301233601
"AUS",1992,30330.48,1304.931,1790.708,0.0590399912260901,"AIC_PPP_Constant",1790.7112730831
"AUS",1993,31936.13,1372.481,1837.436,0.057534731721923,"AIC_PPP_Constant",1837.43667178646
"AUS",1993,31936.13,1372.481,1837.436,0.0648368835520115,"GDP_PPP_Constant",2070.6391419119
"AUS",1993,31936.13,1372.481,1837.436,0.0429758483858056,"AIC_PPP_Current",1372.48228090938
"AUS",1993,31936.13,1372.481,1837.436,0.043227791445251,"GDP_PPP_Current",1380.52836720842
"AUS",1994,34069.79,1453.483,1906.244,0.0627928116736458,"GDP_PPP_Constant",2139.33790723066
"AUS",1994,34069.79,1453.483,1906.244,0.0559510349690658,"AIC_PPP_Constant",1906.24001167873
"AUS",1994,34069.79,1453.483,1906.244,0.0426618657045986,"AIC_PPP_Current",1453.48080556388
"AUS",1994,34069.79,1453.483,1906.244,0.0431990176780901,"GDP_PPP_Current",1471.78146049882
"AUS",1995,36586.62,1536.271,1973.028,0.0424052990434023,"GDP_PPP_Current",1551.46656208732
"AUS",1995,36586.62,1536.271,1973.028,0.0419899020804971,"AIC_PPP_Current",1536.26859125636
"AUS",1995,36586.62,1536.271,1973.028,0.0604673580844543,"GDP_PPP_Constant",2212.29625263986
"AUS",1995,36586.62,1536.271,1973.028,0.0539275247039892,"AIC_PPP_Constant",1973.02585388547
"AUS",1996,39280.16,1642.047,2063.928,0.0590099973383325,"GDP_PPP_Constant",2317.92213704928
"AUS",1996,39280.16,1642.047,2063.928,0.0418033960648872,"AIC_PPP_Current",1642.04408597214
"AUS",1996,39280.16,1642.047,2063.928,0.0525436663087349,"AIC_PPP_Constant",2063.92361959372
"AUS",1996,39280.16,1642.047,2063.928,0.0418423263225948,"GDP_PPP_Current",1643.57327272374
"AUS",1997,41686.3,1726.862,2132.496,0.0414252466127442,"AIC_PPP_Current",1726.86525787284
"AUS",1997,41686.3,1726.862,2132.496,0.0511558891177369,"AIC_PPP_Constant",2132.49974052871
"AUS",1997,41686.3,1726.862,2132.496,0.0415130167115289,"GDP_PPP_Current",1730.52406854181
"AUS",1997,41686.3,1726.862,2132.496,0.0576413803709252,"GDP_PPP_Constant",2402.8558745565
"AUS",1998,44923.127,1838.553,2249.165,0.0500669100227446,"AIC_PPP_Constant",2249.16215744933
"AUS",1998,44923.127,1838.553,2249.165,0.0568665336447679,"GDP_PPP_Constant",2554.62251297368
"AUS",1998,44923.127,1838.553,2249.165,0.0413727390141919,"GDP_PPP_Current",1858.5928090724
"AUS",1998,44923.127,1838.553,2249.165,0.0409266202494221,"AIC_PPP_Current",1838.55175914556
"AUS",1999,48467.575,1956.897,2353.284,0.0403753071862702,"AIC_PPP_Current",1956.89322919859
"AUS",1999,48467.575,1956.897,2353.284,0.0548332066250327,"GDP_PPP_Constant",2657.63255458927
"AUS",1999,48467.575,1956.897,2353.284,0.0485536831766506,"AIC_PPP_Constant",2353.27928089055
"AUS",1999,48467.575,1956.897,2353.284,0.0409859372374875,"GDP_PPP_Current",1986.48898700322
"AUS",2000,53682.574,2153.657,2465.457,0.0459265754463767,"AIC_PPP_Constant",2465.4567849667
"AUS",2000,53682.574,2153.657,2465.457,0.0401183626142054,"AIC_PPP_Current",2153.65696979591
"AUS",2000,53682.574,2153.657,2465.457,0.0518150333912003,"GDP_PPP_Constant",2781.56436433558
"AUS",2000,53682.574,2153.657,2465.457,0.0400819086369219,"GDP_PPP_Current",2151.7000264628
"AUS",2001,58049.003,2289.436,2567.218,0.0394397147259766,"AIC_PPP_Current",2289.43611844736
"AUS",2001,58049.003,2289.436,2567.218,0.0390500077851861,"GDP_PPP_Current",2266.81401907229
"AUS",2001,58049.003,2289.436,2567.218,0.0442250025714071,"AIC_PPP_Constant",2567.21730694262
"AUS",2001,58049.003,2289.436,2567.218,0.0497315045535119,"GDP_PPP_Constant",2886.86425702133
"AUS",2002,63222.29,2481.046,2681.534,0.0476843393502797,"GDP_PPP_Constant",3014.71313086179
"AUS",2002,63222.29,2481.046,2681.534,0.0392432383698218,"AIC_PPP_Current",2481.047396756
"AUS",2002,63222.29,2481.046,2681.534,0.0383801474518078,"GDP_PPP_Current",2426.48081244096
"AUS",2002,63222.29,2481.046,2681.534,0.0424143886165484,"AIC_PPP_Constant",2681.53477728812
"AUS",2003,68060.817,2577.015,2806.853,0.0374013049025654,"GDP_PPP_Current",2545.56336853471
"AUS",2003,68060.817,2577.015,2806.853,0.0378634701250189,"AIC_PPP_Current",2577.01871116388
"AUS",2003,68060.817,2577.015,2806.853,0.0456282904038028,"GDP_PPP_Constant",3105.49872319608
"AUS",2003,68060.817,2577.015,2806.853,0.0412404285490737,"AIC_PPP_Constant",2806.85726048008
"AUS",2004,74799.592,2816.897,2989.015,0.0399603379686955,"AIC_PPP_Constant",2989.01697624053
"AUS",2004,74799.592,2816.897,2989.015,0.0434915556863778,"GDP_PPP_Constant",3253.15062078634
"AUS",2004,74799.592,2816.897,2989.015,0.037659306634257,"AIC_PPP_Current",2816.90077124532
"AUS",2004,74799.592,2816.897,2989.015,0.0367386057172222,"GDP_PPP_Current",2748.03271829709
"AUS",2005,79615.63,2872.44,3044.625,0.0360789290640482,"AIC_PPP_Current",2872.44666715951
"AUS",2005,79615.63,2872.44,3044.625,0.0382416187122155,"AIC_PPP_Constant",3044.63056599282
"AUS",2005,79615.63,2872.44,3044.625,0.0356982507702498,"GDP_PPP_Current",2842.13872497142
"AUS",2005,79615.63,2872.44,3044.625,0.0408834588500948,"GDP_PPP_Constant",3254.96233292938
"AUS",2006,86812.696,2994.996,3158.996,0.034499468433733,"AIC_PPP_Current",2994.99186529926
"AUS",2006,86812.696,2994.996,3158.996,0.0384103202937991,"GDP_PPP_Constant",3334.50345892821
"AUS",2006,86812.696,2994.996,3158.996,0.0363885677407283,"AIC_PPP_Constant",3158.98966915125
"AUS",2006,86812.696,2994.996,3158.996,0.0348452185933464,"GDP_PPP_Current",3025.00736879773
"AUS",2007,94980.374,3197.64,3283.977,0.0360828474127101,"GDP_PPP_Constant",3427.16234224414
"AUS",2007,94980.374,3197.64,3283.977,0.0336468352128958,"GDP_PPP_Current",3195.78899243721
"AUS",2007,94980.374,3197.64,3283.977,0.034575349130534,"AIC_PPP_Constant",3283.9795915987
"AUS",2007,94980.374,3197.64,3283.977,0.0336663492894097,"AIC_PPP_Current",3197.64244672276
"AUS",2008,104035.743,3350.144,3414.5,0.0328204440763478,"AIC_PPP_Constant",3414.49928507279
"AUS",2008,104035.743,3350.144,3414.5,0.0336821891226803,"GDP_PPP_Constant",3504.15157124457
"AUS",2008,104035.743,3350.144,3414.5,0.0322018635410844,"AIC_PPP_Current",3350.14479948133
"AUS",2008,104035.743,3350.144,3414.5,0.0318176346412516,"GDP_PPP_Current",3310.17126040515
"AUS",2009,111424.818,3421.858,3486.687,0.0319806981058414,"GDP_PPP_Current",3563.44346595632
"AUS",2009,111424.818,3421.858,3486.687,0.030709946965271,"AIC_PPP_Current",3421.85025139498
"AUS",2009,111424.818,3421.858,3486.687,0.0312917590381341,"AIC_PPP_Constant",3486.67855572395
"AUS",2009,111424.818,3421.858,3486.687,0.0326144202016429,"GDP_PPP_Constant",3634.05583514359
"AUS",2010,119433.16,3595.357,3595.357,0.0301034277027446,"AIC_PPP_Current",3595.34749737033
"AUS",2010,119433.16,3595.357,3595.357,0.0302212842353147,"GDP_PPP_Constant",3609.42347548182
"AUS",2010,119433.16,3595.357,3595.357,0.0302212842353147,"GDP_PPP_Current",3609.42347548182
"AUS",2010,119433.16,3595.357,3595.357,0.0301034277027446,"AIC_PPP_Constant",3595.34749737033
"AUS",2011,128076.772,3809.112,3708.35,0.0292562536869989,"GDP_PPP_Constant",3747.04653304392
"AUS",2011,128076.772,3809.112,3708.35,0.0297408731478668,"AIC_PPP_Current",3809.11502924026
"AUS",2011,128076.772,3809.112,3708.35,0.0296235771518775,"GDP_PPP_Current",3794.09213670543
"AUS",2011,128076.772,3809.112,3708.35,0.0289541416448071,"AIC_PPP_Constant",3708.35299789767
"AUS",2012,133284.574,3854.19,3704.166,0.028794250697289,"GDP_PPP_Constant",3837.82943783737
"AUS",2012,133284.574,3854.19,3704.166,0.0277913592899232,"AIC_PPP_Constant",3704.15948383836
"AUS",2012,133284.574,3854.19,3704.166,0.0289169456261356,"AIC_PPP_Current",3854.18277916064
"AUS",2012,133284.574,3854.19,3704.166,0.0285614661360002,"GDP_PPP_Current",3806.80284675221
"AUS",2013,140007.629,4091.385,3741.063,0.02790000159459,"GDP_PPP_Constant",3906.21307235477
"AUS",2013,140007.629,4091.385,3741.063,0.0298782093923792,"GDP_PPP_Current",4183.17725579255
"AUS",2013,140007.629,4091.385,3741.063,0.0267204473380127,"AIC_PPP_Constant",3741.06647761452
"AUS",2013,140007.629,4091.385,3741.063,0.0292226340052653,"AIC_PPP_Current",4091.39170021196
"AUS",2014,146812.925,4190.681,3810.855,0.0285443482353872,"AIC_PPP_Current",4190.67925665578
"AUS",2014,146812.925,4190.681,3810.855,0.0259571927351476,"AIC_PPP_Constant",3810.85139023577
"AUS",2014,146812.925,4190.681,3810.855,0.0293270549460968,"GDP_PPP_Current",4305.59071827218
"AUS",2014,146812.925,4190.681,3810.855,0.0276811635233367,"GDP_PPP_Constant",4063.95258426437
"AUS",2015,154842.168,4381.229,3909.451,0.027421829991151,"GDP_PPP_Constant",4246.05560635724
"AUS",2015,154842.168,4381.229,3909.451,0.0282948037062316,"AIC_PPP_Current",4381.22874900733
"AUS",2015,154842.168,4381.229,3909.451,0.0284846257359368,"GDP_PPP_Current",4410.62120362105
"AUS",2015,154842.168,4381.229,3909.451,0.0252479601921368,"AIC_PPP_Constant",3909.44889372815
"AUS",2016,162266.256,4565.873,3991.873,0.028138159177217,"AIC_PPP_Current",4565.87374041905
"AUS",2016,162266.256,4565.873,3991.873,0.0284852732307856,"GDP_PPP_Current",4622.19863829661
"AUS",2016,162266.256,4565.873,3991.873,0.02460075928416,"AIC_PPP_Constant",3991.87310379788
"AUS",2016,162266.256,4565.873,3991.873,0.0260293938913422,"GDP_PPP_Constant",4223.69229269737
"AUS",2017,170096.801,4790.513,4056.232,0.0281621598097256,"AIC_PPP_Current",4790.2932928851
"AUS",2017,170096.801,4790.513,4056.232,0.0238455113968236,"AIC_PPP_Constant",4056.04520680873
"AUS",2017,170096.801,4790.513,4056.232,0.0251354809590431,"GDP_PPP_Constant",4275.46490272965
"AUS",2017,170096.801,4790.513,4056.232,0.0281401467557877,"GDP_PPP_Current",4786.54894283001
"AUS",2018,179363.583,5005.316,4116.171,0.027927364033011,"GDP_PPP_Current",5009.15207670618
"AUS",2018,179363.583,5005.316,4116.171,0.0242123974375242,"GDP_PPP_Constant",4342.82235741436
"AUT",1970,1405.42,173.209,854.414,0.604149841439277,"GDP_PPP_Constant",849.084270155589
"AUT",1970,1405.42,173.209,854.414,0.131633963471655,"GDP_PPP_Current",185.001004942333
"AUT",1970,1405.42,173.209,854.414,0.123252781751137,"AIC_PPP_Current",173.221924528683
"AUT",1970,1405.42,173.209,854.414,0.60798709183463,"AIC_PPP_Constant",854.477218606226
"AUT",1971,1546.7,189.072,891.679,0.566267524217793,"GDP_PPP_Constant",875.84597970766
"AUT",1971,1546.7,189.072,891.679,0.576500529605736,"AIC_PPP_Constant",891.673369141192
"AUT",1971,1546.7,189.072,891.679,0.129634379696987,"GDP_PPP_Current",200.505495077329
"AUT",1971,1546.7,189.072,891.679,0.12224174006418,"AIC_PPP_Current",189.071299357267
"AUT",1972,1765.95,209.017,950.523,0.118370070189942,"AIC_PPP_Current",209.035625451927
"AUT",1972,1765.95,209.017,950.523,0.53829870429246,"AIC_PPP_Constant",950.60859684527
"AUT",1972,1765.95,209.017,950.523,0.523271574985345,"GDP_PPP_Constant",924.071437845371
"AUT",1972,1765.95,209.017,950.523,0.124969710690552,"GDP_PPP_Current",220.69026059398
"AUT",1973,2040,237.597,1024.55,0.116478012537803,"AIC_PPP_Current",237.615145577119
"AUT",1973,2040,237.597,1024.55,0.48161072331265,"GDP_PPP_Constant",982.485875557807
"AUT",1973,2040,237.597,1024.55,0.502269770537998,"AIC_PPP_Constant",1024.63033189752
"AUT",1973,2040,237.597,1024.55,0.12132307562139,"GDP_PPP_Current",247.499074267635
"AUT",1974,2431.05,282.873,1107.902,0.439072944635379,"GDP_PPP_Constant",1067.40828205584
"AUT",1974,2431.05,282.873,1107.902,0.455760768089985,"AIC_PPP_Constant",1107.97721526516
"AUT",1974,2431.05,282.873,1107.902,0.116366277181602,"AIC_PPP_Current",282.892238142335
"AUT",1974,2431.05,282.873,1107.902,0.120560548391549,"GDP_PPP_Current",293.088721167275
"AUT",1975,3299.06,386.66,1397.301,0.413532902255092,"GDP_PPP_Constant",1364.26985651368
"AUT",1975,3299.06,386.66,1397.301,0.124065268624079,"GDP_PPP_Current",409.298765106953
"AUT",1975,3299.06,386.66,1397.301,0.423566441897213,"AIC_PPP_Constant",1397.37110580542
"AUT",1975,3299.06,386.66,1397.301,0.11720881288032,"AIC_PPP_Current",386.678906220948
"AUT",1976,3774.92,439.028,1503.335,0.392178027469777,"GDP_PPP_Constant",1480.44067945621
"AUT",1976,3774.92,439.028,1503.335,0.398242867440677,"AIC_PPP_Constant",1503.33496515916
"AUT",1976,3774.92,439.028,1503.335,0.124133730987046,"GDP_PPP_Current",468.59490377762
"AUT",1976,3774.92,439.028,1503.335,0.116301279681203,"AIC_PPP_Current",439.028026694165
"AUT",1977,4136.54,485.661,1561.311,0.125282901746602,"GDP_PPP_Current",518.237734390889
"AUT",1977,4136.54,485.661,1561.311,0.372654271263242,"GDP_PPP_Constant",1541.49929925125
"AUT",1977,4136.54,485.661,1561.311,0.377443710242751,"AIC_PPP_Constant",1561.31100516755
"AUT",1977,4136.54,485.661,1561.311,0.117407547683934,"AIC_PPP_Current",485.661017296502
"AUT",1978,4550.19,545.348,1640.271,0.351868562301578,"GDP_PPP_Constant",1601.06881349902
"AUT",1978,4550.19,545.348,1640.271,0.126615608212142,"GDP_PPP_Current",576.125074330806
"AUT",1978,4550.19,545.348,1640.271,0.119851695442715,"AIC_PPP_Current",545.347986086487
"AUT",1978,4550.19,545.348,1640.271,0.360484093683533,"AIC_PPP_Constant",1640.27111823788
"AUT",1979,4973.29,623.974,1723.558,0.131926388177103,"GDP_PPP_Current",656.108187057305
"AUT",1979,4973.29,623.974,1723.558,0.338540085245648,"GDP_PPP_Constant",1683.65802055133
"AUT",1979,4973.29,623.974,1723.558,0.346562965150124,"AIC_PPP_Constant",1723.55812895146
"AUT",1979,4973.29,623.974,1723.558,0.125465086735339,"AIC_PPP_Current",623.974261209994
"AUT",1980,5417.91,710.128,1772.043,0.136240139420227,"GDP_PPP_Current",738.136813766242
"AUT",1980,5417.91,710.128,1772.043,0.320645680331238,"GDP_PPP_Constant",1737.22943792342
"AUT",1980,5417.91,710.128,1772.043,0.131070508593256,"AIC_PPP_Current",710.128219212488
"AUT",1980,5417.91,710.128,1772.043,0.327071341642759,"AIC_PPP_Constant",1772.04309259972
"AUT",1981,4952.8,659.026,1508.7,0.139389283434011,"GDP_PPP_Current",690.367242991967
"AUT",1981,4952.8,659.026,1508.7,0.133061262341467,"AIC_PPP_Current",659.025820124818
"AUT",1981,4952.8,659.026,1508.7,0.30461569086402,"AIC_PPP_Constant",1508.70059371132
"AUT",1981,4952.8,659.026,1508.7,0.299699216842331,"GDP_PPP_Constant",1484.3502811767
"AUT",1982,5300.97,703.342,1524.194,0.140377342914488,"GDP_PPP_Current",744.136083469411
"AUT",1982,5300.97,703.342,1524.194,0.132681814822276,"AIC_PPP_Current",703.342319918443
"AUT",1982,5300.97,703.342,1524.194,0.287531243369305,"AIC_PPP_Constant",1524.19449516338
"AUT",1982,5300.97,703.342,1524.194,0.284261339690734,"GDP_PPP_Constant",1506.86083386039
"AUT",1983,5490.94,735.6,1529.148,0.278485704255575,"AIC_PPP_Constant",1529.1482929251
"AUT",1983,5490.94,735.6,1529.148,0.141207694324943,"GDP_PPP_Current",775.362977076605
"AUT",1983,5490.94,735.6,1529.148,0.133966150032198,"AIC_PPP_Current",735.600091857796
"AUT",1983,5490.94,735.6,1529.148,0.275165187968292,"GDP_PPP_Constant",1510.91553722261
"AUT",1984,5811.72,769.493,1538.925,0.132403646811346,"AIC_PPP_Current",769.492922246435
"AUT",1984,5811.72,769.493,1538.925,0.262204006202448,"GDP_PPP_Constant",1523.85626692689
"AUT",1984,5811.72,769.493,1538.925,0.264796946878591,"AIC_PPP_Constant",1538.92571211324
"AUT",1984,5811.72,769.493,1538.925,0.139410763162566,"GDP_PPP_Current",810.216320487146
"AUT",1985,6267.89,828.079,1599.068,0.13211446680948,"AIC_PPP_Current",828.078945370474
"AUT",1985,6267.89,828.079,1599.068,0.139615268468713,"GDP_PPP_Current",875.093145082361
"AUT",1985,6267.89,828.079,1599.068,0.255120706387403,"AIC_PPP_Constant",1599.06852435854
"AUT",1985,6267.89,828.079,1599.068,0.254538983842992,"GDP_PPP_Constant",1595.42235143965
"AUT",1986,6719.26,888.416,1677.962,0.132219336650438,"AIC_PPP_Current",888.416099981819
"AUT",1986,6719.26,888.416,1677.962,0.247085749975251,"GDP_PPP_Constant",1660.2333963787
"AUT",1986,6719.26,888.416,1677.962,0.249724233731812,"AIC_PPP_Constant",1677.96205474482
"AUT",1986,6719.26,888.416,1677.962,0.13825652669452,"GDP_PPP_Current",928.981549557421
"AUT",1987,7306.96,981.697,1795.819,0.134350941402994,"AIC_PPP_Current",981.696954794021
"AUT",1987,7306.96,981.697,1795.819,0.241055046505357,"GDP_PPP_Constant",1761.37958261278
"AUT",1987,7306.96,981.697,1795.819,0.245768379337302,"AIC_PPP_Constant",1795.81971708249
"AUT",1987,7306.96,981.697,1795.819,0.13821700277098,"GDP_PPP_Current",1009.94611056744
"AUT",1988,7653.39,1050.034,1849.981,0.137198579699841,"AIC_PPP_Current",1050.03423788897
"AUT",1988,7653.39,1050.034,1849.981,0.140741171984982,"GDP_PPP_Current",1077.14707825814
"AUT",1988,7653.39,1050.034,1849.981,0.237093943880402,"GDP_PPP_Constant",1814.57241915483
"AUT",1988,7653.39,1050.034,1849.981,0.241720525496624,"AIC_PPP_Constant",1849.9814526306
"AUT",1989,8369.88,1161.541,1959.587,0.23412376142152,"AIC_PPP_Constant",1959.58778824675
"AUT",1989,8369.88,1161.541,1959.587,0.138776278606824,"AIC_PPP_Current",1161.54079878569
"AUT",1989,8369.88,1161.541,1959.587,0.141408855358077,"GDP_PPP_Current",1183.57515028446
"AUT",1989,8369.88,1161.541,1959.587,0.229232053800726,"GDP_PPP_Constant",1918.64478246562
"AUT",1990,10615.936,1480.721,2391.17,0.141348610716459,"GDP_PPP_Current",1500.54780505484
"AUT",1990,10615.936,1480.721,2391.17,0.139480892987982,"AIC_PPP_Current",1480.72023318326
"AUT",1990,10615.936,1480.721,2391.17,0.225243530530313,"AIC_PPP_Constant",2391.17090452385
