"location","year","multiplier_type","sna1_aic","sna1_changes_in_inventories","sna1_domestic_demand","sna1_exports","sna1_final_consumption","sna1_gdp","sna1_gov_consumption_all","sna1_gov_consumption_col","sna1_gov_consumption_ind","sna1_gross_capital_formation","sna1_gross_fixed_capital_formation","sna1_hh_consumption","sna1_imports","sna1_net_exports"
"ESP",2005,"AIC_CURRENT_PER_CAPITA",19501.541762,107.448805676248,29982.7825095533,7146.19393869821,21575.553592495,28608.4990196694,4958.31660669557,2074.01183049502,2884.30477620055,8407.22891705825,8299.780111382,16617.2369857995,8520.47742858208,-1374.28348988387
"ESP",2005,"CURRENT_LCU_MILLIONS",632151,3483,971905,231647,699381,927357,160726,67230,93496,272524,269041,538655,276195,-44548
"ESP",2005,"GDP_CONSTANT_PER_CAPITA",24166.853175967,133.153549724501,37155.4983476862,8855.76236951808,26737.0263450678,35452.448008,6144.48390267589,2570.17316910083,3574.31073357506,10418.4720026184,10285.3184528939,20592.5424423919,10558.8127092043,-1703.05033968621
"ESP",2005,"GDP_CURRENT_PER_CAPITA",18814.7175641241,103.664569502926,28926.8198170374,6894.51235476437,20815.6848359248,27600.937175,4783.689807042,2000.96727180067,2782.72253524134,8111.13498111267,8007.47041160974,16031.9950288828,8220.3949968018,-1325.88264203742
"ESP",2006,"AIC_CONSTANT_PER_CAPITA",24683.176251,195.906860483605,38484.4355262095,9190.61071942506,27355.2863413733,36411.0002612911,6321.07033066031,2672.1100903733,3648.96024028701,11129.1491848362,10933.2423243526,21034.216010713,11264.0459843435,-2073.4352649184
"ESP",2006,"AIC_CURRENT_PER_CAPITA",20733.211712,164.556553538172,32325.9025203205,7719.86862106924,22977.7131350791,30584.2720315402,5309.53099711843,2244.50142307907,3065.02957403936,9348.18938524145,9183.63283170327,17668.1821379606,9461.49910984957,-1741.63048878032
"ESP",2006,"CURRENT_LCU_MILLIONS",680496,5401,1060986,253378,754164,1003823,174267,73668,100599,306822,301421,579897,310541,-57163
"ESP",2006,"GDP_CONSTANT_PER_CAPITA",24625.7720116035,195.451251197171,38394.9344941089,9169.23664614643,27291.6677296544,36326.321298,6306.36978196213,2665.89571805096,3640.47406391117,11103.2667644544,10907.8155132573,20985.2979476923,11237.8498422553,-2068.61319610885
"ESP",2006,"GDP_CURRENT_PER_CAPITA",20817.5056893667,165.225582851728,32457.3283183713,7751.25490312999,23071.1324691336,30708.61697,5331.1176905799,2253.62677976691,3077.49091081299,9386.1958492377,9220.97026638598,17740.0147785537,9499.96625150128,-1748.71134837129
"ESP",2007,"AIC_CONSTANT_PER_CAPITA",25113.148779,214.792389356075,39173.7863873943,9623.16733050309,27899.8372789962,37033.9197909014,6557.09033303409,2786.68849999623,3770.40183303786,11273.9491083981,11059.156719042,21342.7469459621,11763.033926996,-2139.86659649288
"ESP",2007,"AIC_CURRENT_PER_CAPITA",21265.443537,181.883023440233,33171.7838285671,8148.75598893598,23625.1702074138,31359.7763943387,5552.44726462762,2359.72667041384,3192.72059421378,9546.6136211533,9364.73059771307,18072.7229427862,9960.76342316438,-1812.0074342284
"ESP",2007,"CURRENT_LCU_MILLIONS",729336,6238,1137685,279476,810267,1075539,190431,80931,109500,327418,321180,619836,341622,-62146
"ESP",2007,"GDP_CONSTANT_PER_CAPITA",25027.3409240104,214.058476043931,39039.9354469446,9590.28641405158,27804.5077282283,36907.380453,6534.68574086597,2777.16680421792,3757.51893664804,11235.4277187162,11021.3692426723,21269.8219873623,11722.8414079961,-2132.55499394456
"ESP",2007,"GDP_CURRENT_PER_CAPITA",21990.6353218606,188.085578029559,34303.0043027507,8426.64395726019,24430.8331281303,32429.203993,5741.79620226787,2440.19780626968,3301.59839599819,9872.17117462042,9684.08559659086,18689.0369258624,10300.4442670109,-1873.80030975072
"ESP",2008,"AIC_CONSTANT_PER_CAPITA",24784.164137,224.30913397534,38009.0159430541,9299.0494695627,27682.7169881074,36290.4900583454,6830.99484262901,2898.55285110741,3932.4419915216,10326.2989549467,10101.9898209714,20851.7221454784,11017.5753542714,-1718.52588470871
"ESP",2008,"AIC_CURRENT_PER_CAPITA",21755.646533,196.899528501974,33364.4786789384,8162.74586604539,24300.0087691979,31855.9492204154,5996.27683400953,2544.36223619787,3451.91459781166,9064.46990974057,8867.57038123859,18303.7319351883,9671.27532456839,-1508.529458523
"ESP",2008,"CURRENT_LCU_MILLIONS",757748,6858,1162083,284308,846368,1109541,208850,88620,120230,315715,308857,637518,336850,-52542
"ESP",2008,"GDP_CONSTANT_PER_CAPITA",25015.8839308205,226.406314497124,38364.3816228874,9385.99102683705,27941.5368311902,36629.788363,6894.86129815171,2925.65290036967,3969.20839778205,10422.8447916972,10196.4384772001,21046.6755330385,11120.5842867245,-1734.59325988742
"ESP",2008,"GDP_CURRENT_PER_CAPITA",22702.4012522461,205.468134245031,34816.4225499954,8517.96942416685,25357.4881663311,33242.245427,6257.22074031419,2655.08691408496,3602.13382622923,9458.93438366433,9253.4662494193,19100.2674260169,10092.1465471623,-1574.1771229954
"ESP",2009,"AIC_CONSTANT_PER_CAPITA",24057.033829,66.305165369055,35179.3094854935,8042.85243515516,27052.1813261309,34875.3754785706,7198.17094086438,2995.14749713092,4203.02344373346,8127.12815936256,8060.8229939935,19854.0103852665,8346.78644207805,-303.934006922884
"ESP",2009,"AIC_CURRENT_PER_CAPITA",20826.426875,57.4010781133282,30455.0977365059,6962.78183328046,23419.3575235674,30191.9788742638,6231.53219134387,2592.93064856738,3638.60154277649,7035.74021293852,6978.3391348252,17187.8253322235,7225.90069552252,-263.118862242059
"ESP",2009,"CURRENT_LCU_MILLIONS",737619,2033,1078642,246604,829454,1069323,220705,91835,128870,249188,247155,608749,255923,-9319
"ESP",2009,"GDP_CONSTANT_PER_CAPITA",24114.783406842,66.4643327600155,35263.7583949477,8062.15952579973,27117.120838724,34959.094786,7215.45035012258,3002.33743188196,4213.11291824062,8146.63755622367,8080.17322346366,19901.6704886014,8366.82313474738,-304.663608947656
"ESP",2009,"GDP_CURRENT_PER_CAPITA",22156.4312383932,61.0667901825379,32400.0023099228,7407.43469069089,24914.9500167569,32120.080314,6629.48643740139,2758.51877836368,3870.96765903771,7485.05229316589,7423.98550298336,18285.4635793555,7687.3566866137,-279.921995922809
"ESP",2010,"AIC_CONSTANT_PER_CAPITA",24032.628328,176.596309555205,34701.3509435909,8914.22307014238,27040.4013022212,34349.3110837088,7087.25979876029,3007.7729742212,4079.48682453909,7660.94964136973,7484.35333181452,19953.1415034609,9266.2629300245,-352.039859882125
"ESP",2010,"AIC_CURRENT_PER_CAPITA",21001.017817,154.319460725166,30323.9279322292,7789.73298158404,23629.3734408215,30016.2963544935,6193.2331027673,2628.35562382149,3564.8774789458,6694.55449140775,6540.23503068258,17436.1403380542,8097.36455931976,-307.631577735716
"ESP",2010,"CURRENT_LCU_MILLIONS",750525,5515,1083703,278386,844456,1072709,221331,93931,127400,239247,233732,623125,289380,-10994
"ESP",2010,"GDP_CONSTANT_PER_CAPITA",24396.5717614765,179.270634908288,35226.8585425234,9049.21758287919,27449.8936123506,34869.487489,7194.58728828402,3053.32185087406,4141.26543740996,7776.96493017285,7597.69429526456,20255.3063240666,9406.58863640262,-357.371053523431
"ESP",2010,"GDP_CURRENT_PER_CAPITA",22188.6106689884,163.046118169909,32038.7248230435,8230.23692708038,24965.597962881,31713.696895,6543.4560980352,2776.98729389261,3766.4688041426,7073.12686016251,6910.0807419926,18422.1418648458,8555.2648551239,-325.027928043514
"ESP",2011,"AIC_CONSTANT_PER_CAPITA",23412.315623,183.33581470873,33234.127755212,9842.92770622323,26378.2705529564,33326.3595799732,6889.12832925844,2965.95492995641,3923.17339930203,6855.85720225559,6672.52138754686,19489.142223698,9750.69588146203,92.2318247611931
"ESP",2011,"AIC_CURRENT_PER_CAPITA",20952.3632,164.072560749674,29742.1889647828,8808.72270701542,23606.6826585258,29824.7299112707,6165.28160692617,2654.31945852583,3510.96214840033,6135.50630625697,5971.43374550729,17441.4010515997,8726.18176052754,82.5409464878745
"ESP",2011,"CURRENT_LCU_MILLIONS",747311,5852,1060819,314182,841983,1063763,219898,94672,125226,218836,212984,622085,311238,2944
"ESP",2011,"GDP_CONSTANT_PER_CAPITA",24206.5559403429,189.555306108015,34361.5636141828,10176.8395734156,27273.1280421641,34456.924315,7122.83539004446,3066.57210182125,4056.26328822321,7088.43557201871,6898.8802659107,20150.2926521197,10081.4788725985,95.3607008171557
"ESP",2011,"GDP_CURRENT_PER_CAPITA",22390.8591778962,175.337052323662,31784.1552475966,9413.49039185797,25227.4123934782,31872.363088,6588.56239437264,2836.55321558198,3752.00917879066,6556.74285411842,6381.40580179475,18638.8499991055,9325.28255145455,88.2078404034282
"ESP",2012,"AIC_CONSTANT_PER_CAPITA",22567.586765,-29.2884524337644,31197.9174154826,10020.3272363977,25325.0883826405,31855.7953755296,6363.81224600387,2757.50161764052,3606.31062836335,5872.82903284207,5902.11748527583,18961.2761366367,9362.44927635064,657.877960047025
"ESP",2012,"AIC_CURRENT_PER_CAPITA",21115.711244,-27.404193049748,29190.8134626591,9375.67400083336,23695.8102381584,29806.3671407196,5954.39925398017,2580.09899415845,3374.30025982172,5495.00322450064,5522.40741755038,17741.4109841783,8760.12032277288,615.55367806048
"ESP",2012,"CURRENT_LCU_MILLIONS",730461,-948,1009805,324335,819715,1031099,205982,89254,116728,190090,191038,613733,303041,21294
"ESP",2012,"GDP_CONSTANT_PER_CAPITA",23672.6253606105,-30.7225831931599,32725.5465415283,10510.9799788539,26565.1500866889,33415.637983,6675.42102457117,2892.52472607837,3782.8962984928,6160.39645483942,6191.11903803258,19889.7290621177,9820.88853738225,690.091441471674
"ESP",2012,"GDP_CURRENT_PER_CAPITA",22474.6664089651,-29.1678594143957,31069.462316407,9979.06928604223,25220.8142192736,31724.631513,6337.60972351905,2746.14781030852,3591.46191321053,5848.64809713342,5877.81595654781,18883.2044957546,9323.90008944925,655.169196592977
"ESP",2013,"AIC_CONSTANT_PER_CAPITA",22000.125848,-48.5533243190421,30123.3428461926,10335.4969798711,24725.3194601907,31355.2451660038,6233.632243523,2725.19361219069,3508.4386313323,5398.02338600186,5446.5767103209,18491.6872166677,9103.59466005989,1231.90231981124
"ESP",2013,"AIC_CURRENT_PER_CAPITA",21402.430914,-47.2342375022279,29304.9580088189,10054.70430496,24053.5870217042,30503.3922575464,6064.27819354553,2651.15610770416,3413.12208584137,5251.37098711478,5298.60522461701,17989.3088281586,8856.2700562326,1198.43424872741
"ESP",2013,"CURRENT_LCU_MILLIONS",715918,-1580,980260,336333,804600,1020348,202852,88682,114170,175660,177240,601748,296245,40088
"ESP",2013,"GDP_CONSTANT_PER_CAPITA",23195.1296401969,-51.1906459001047,31759.5838924282,10896.9009541265,26068.3504374837,33058.400736,6572.23095071395,2873.22079728676,3699.01015342718,5691.23345494455,5742.42410084465,19496.1194867697,9598.08411055475,1298.81684357177
"ESP",2013,"GDP_CURRENT_PER_CAPITA",22770.1168718149,-50.2526611392192,31177.6415242601,10697.2330879348,25590.6906029214,32452.659676,6451.80558064107,2820.57373110648,3631.23184953459,5586.95092133876,5637.20358247798,19138.8850222803,9422.21493619493,1275.01815173988
"ESP",2014,"AIC_CONSTANT_PER_CAPITA",22357.902466,38.8170844918227,30763.4929697689,10629.8832652793,25080.0504807471,31747.5152891527,6234.04837609638,2722.14801474707,3511.90036134932,5683.44248902181,5644.62540452998,18846.0021046507,9645.86094589547,984.022319383828
"ESP",2014,"AIC_CURRENT_PER_CAPITA",22154.677111,38.4642510456659,30483.863796624,10533.261419671,24852.0817716913,31458.9417042729,6177.3831009774,2697.40466069135,3479.97844028605,5631.78202493265,5593.31777388699,18674.6986707139,9558.18351202209,975.077907648925
"ESP",2014,"CURRENT_LCU_MILLIONS",726888,1262,1000166,345593,815389,1032158,202678,88501,114177,184777,183515,612711,313601,31992
"ESP",2014,"GDP_CONSTANT_PER_CAPITA",23673.4440050673,41.1010861843846,32573.6204157616,11255.3468127734,26555.7635204431,33615.542721,6600.86049578343,2882.31951537577,3718.54098040767,6017.85689531856,5976.75580913418,19954.9030246596,10213.424507535,1041.92230523838
"ESP",2014,"GDP_CURRENT_PER_CAPITA",23623.3085891428,41.014042657876,32504.6362828504,11231.5103361833,26499.5239530609,33544.352014,6586.88125024802,2876.21536391813,3710.66588632988,6005.11232978951,5964.09828713163,19912.6427028129,10191.7946050337,1039.71573114958
"ESP",2015,"AIC_CONSTANT_PER_CAPITA",23050.161696,325.169618848076,32112.0980484101,11136.78283623,25820.7113454385,33119.0481639412,6451.45129417766,2770.54964943854,3680.90164473911,6291.38670297153,5966.21708412346,19369.2600512609,10129.8327206989,1006.95011553114
"ESP",2015,"AIC_CURRENT_PER_CAPITA",23050.161696,325.169618848076,32112.0980484101,11136.78283623,25820.7113454385,33119.0481639412,6451.45129417766,2770.54964943854,3680.90164473911,6291.38670297153,5966.21708412346,19369.2600512609,10129.8327206989,1006.95011553114
"ESP",2015,"CURRENT_LCU_MILLIONS",749980,10580,1044827,362356,840125,1077590,209910,90145,119765,204702,194122,630215,329593,32763
"ESP",2015,"GDP_CONSTANT_PER_CAPITA",24316.5186447264,343.034170592823,33876.3103362937,11748.628536799,27239.2800160014,34938.581464,6805.88872865212,2922.76137127505,3883.12735737707,6637.03032029225,6293.99614969943,20433.3912873493,10686.3574090927,1062.2711277063
"ESP",2015,"GDP_CURRENT_PER_CAPITA",24316.5186447264,343.034170592823,33876.3103362937,11748.628536799,27239.2800160014,34938.581464,6805.88872865212,2922.76137127505,3883.12735737707,6637.03032029225,6293.99614969943,20433.3912873493,10686.3574090927,1062.2711277063
"ESP",2016,"AIC_CONSTANT_PER_CAPITA",23637.701024,270.835052964589,32786.707778657,11569.5068980357,26382.7494887148,34148.3943167396,6508.0737347993,2745.04846471479,3763.02527008452,6403.95828994219,6133.1232369776,19874.6757539155,10207.820359953,1361.68653808266
"ESP",2016,"AIC_CURRENT_PER_CAPITA",24364.034395,279.157204801817,33794.1695432628,11925.0118152662,27193.4320230666,35197.6976450596,6708.05219842882,2829.3976280666,3878.65457036222,6600.7375201962,6321.58031539438,20485.3798246378,10521.4837134694,1403.52810179678
"ESP",2016,"CURRENT_LCU_MILLIONS",771006,8834,1069425,377370,860543,1113840,212278,89537,122741,208882,200048,648265,332955,44415
"ESP",2016,"GDP_CONSTANT_PER_CAPITA",24896.4728366495,285.257755502501,34532.6890625156,12185.6145793501,27787.7025915088,35966.889109,6854.64634622594,2891.22975485935,3963.4165913666,6744.98647100673,6459.72871550423,20933.0562452829,10751.4145328657,1434.20004648445
"ESP",2016,"GDP_CURRENT_PER_CAPITA",25826.0885644254,295.909067345953,35822.1139174152,12640.6163396357,28825.274682034,37309.865924,7110.59372855605,2999.18611760862,4111.40761094743,6996.83923538117,6700.93016803522,21714.6809534779,11152.8643330509,1487.75200658484
"ESP",2017,"AIC_CONSTANT_PER_CAPITA",24264.028802,268.171959310873,33782.8517530976,12325.4160496046,26975.8434828623,35036.8941572247,6523.57767925783,2711.81468086228,3811.76299839555,6807.00827023533,6538.83631092445,20452.2658036044,11071.3736454775,1254.04240412706
"ESP",2017,"AIC_CURRENT_PER_CAPITA",25762.838809,284.737172758807,35869.6476716866,13086.7676399086,28642.1646238942,37201.1533577709,6926.54470451571,2879.32581489418,4047.21888962152,7227.48304779245,6942.74587503364,21715.6199193785,11755.2619538243,1331.50568608431
"ESP",2017,"CURRENT_LCU_MILLIONS",804633,8893,1120292,408730,894561,1161878,216332,89928,126404,225731,216838,678229,367144,41586
"ESP",2017,"GDP_CONSTANT_PER_CAPITA",25582.6499366411,282.745681430602,35618.7703745926,12995.2369696537,28441.8373469291,36940.963325,6878.09948895142,2859.187410288,4018.91207866342,7176.93302766347,6894.18734623287,21563.7378579777,11673.0440192463,1322.1929504074
"ESP",2017,"GDP_CURRENT_PER_CAPITA",27442.6992450185,303.303399669103,38208.5204342852,13940.0875460196,30509.7708884957,39626.846666,7378.1885817178,3067.07164347724,4311.11693824056,7698.74954578953,7395.44614612042,23131.5823067779,12521.7613143049,1418.32623171475
"ESP",2018,"AIC_CONSTANT_PER_CAPITA",24624.931075,336.323690116804,34611.0073251131,12493.2487687295,27362.2478380545,35576.4175972363,6623.46080055019,2737.31676305449,3886.1440374957,7248.7594870586,6912.43579694179,20738.7870375043,11527.8384966063,965.410272123228
"ESP",2018,"AIC_CURRENT_PER_CAPITA",26438.05919,361.087127481727,37159.4079796572,13413.123854726,29376.9239682606,38195.9011921373,7111.14472378643,2938.86477826065,4172.27994552578,7782.48401139654,7421.39688391481,22265.7792444742,12376.6306422459,1036.49321248011
"ESP",2018,"CURRENT_LCU_MILLIONS",832122,11365,1169570,422170,924621,1202193,223819,92499,131320,244949,233584,700802,389547,32623
"ESP",2018,"GDP_CONSTANT_PER_CAPITA",26060.7461826808,355.933841871946,36629.0843324392,13221.6973183528,28957.6687026379,37650.785144,7009.65741785631,2896.92251995716,4112.73489789916,7671.41562980125,7315.48178792931,21948.0112847816,12199.996506792,1021.7008115608
"ESP",2018,"GDP_CURRENT_PER_CAPITA",28062.0863063615,383.267851194654,39442.0220608651,14237.0601617991,31181.4785604446,40542.184587,7547.96543656281,3119.39225408309,4428.57318247972,8260.54350042054,7877.27564922588,23633.5131238818,13136.8976356642,1100.16252613491
"EST",1993,"AIC_CONSTANT_PER_CAPITA",6673.525715,-29.2552842322929,9740.64348335934,5987.44811160266,7314.9391100991,9322.67426323449,1922.46213780239,678.044990632099,1253.29260862685,2425.70437326025,2274.47860174853,5428.89369990183,6349.04620753052,-363.259166613885
"EST",1993,"AIC_CURRENT_PER_CAPITA",3968.597635,-17.3974682609776,5792.54450230856,3560.60251060133,4350.0319459709,5543.98748322614,1143.24556752826,403.21830785755,745.305299622941,1442.51255633766,1352.58194622201,3228.44259814121,3775.63687318635,-216.022164457328
"EST",1993,"CURRENT_LCU_MILLIONS",1083.9498,-4.7518,1582.1275,972.5134,1188.1316,1514.2387,312.2566,110.1317,203.5665,393.9959,369.433,881.79,1031.2461,-59.0025
"EST",1993,"GDP_CONSTANT_PER_CAPITA",7955.6992966472,-34.876054147349,11612.0973858348,7137.80672532988,8720.34639837039,11113.824423,2291.82164431733,808.316665798139,1494.08566787035,2891.75098746444,2711.47045578888,6471.93816797653,7568.87807206585,-433.051556216373
"EST",1993,"GDP_CURRENT_PER_CAPITA",4100.63207171501,-17.9762784940551,5985.26128058908,3679.06303245095,4494.75662468692,5728.43482,1181.28111519988,416.633299007477,770.101455461104,1490.50465590216,1397.58207266599,3335.85222721345,3901.25154457431,-223.20917796319
"EST",1994,"AIC_CONSTANT_PER_CAPITA",6720.400116,-7.11664416788907,10129.7894961017,6458.25027549625,7623.71056058911,9332.37451933288,2174.54686147823,912.95064189603,1261.85014510695,2506.07893551262,2528.51769707734,5467.29155896664,7388.09189973616,-928.64646947327
"EST",1994,"AIC_CURRENT_PER_CAPITA",4080.397658,-4.32098352690909,6150.46256509625,3921.22921910157,4628.85694002593,5666.29939809744,1320.31066121526,554.312480918086,766.152355212143,1521.60562507032,1535.22967550731,3319.55289681306,4485.79732819769,-563.842451899139
"EST",1994,"CURRENT_LCU_MILLIONS",1497.9772,-1.5863,2257.9301,1439.544,1699.3251,2080.1863,484.7065,203.4967,281.2664,558.605,563.6066,1218.6593,1646.8057,-206.9953
"EST",1994,"GDP_CONSTANT_PER_CAPITA",8054.60978475806,-8.5295206773252,12140.8696185494,7740.41499963401,9137.25561239848,11185.142822,2606.26244353775,1094.19990570349,1512.36687551965,3003.61400615094,3030.50756387629,6552.7199760226,8854.85927610603,-1113.01184609414
"EST",1994,"GDP_CURRENT_PER_CAPITA",4240.26644319581,-4.49027839598727,6391.43588708276,4074.86183147772,4810.21419926175,5888.303349,1372.04004623628,576.030281576438,796.169980102827,1581.22168782101,1595.37952456398,3449.61200709763,4661.54955374059,-585.933634029442
"EST",1995,"AIC_CONSTANT_PER_CAPITA",7292.335088,-9.73832261835319,11122.3667056923,6864.42837285557,8371.32623751894,10404.3137405572,2559.41565677658,1078.99114951894,1480.42450725764,2751.04046817335,2760.77879079171,5811.91058074236,7623.22803190063,-758.79929505005
"EST",1995,"AIC_CURRENT_PER_CAPITA",4521.58116,-6.03820525932854,6896.37587195164,4256.25943272249,5190.60500415931,6451.15020419813,1586.95472364311,669.023844159307,917.930879483802,1705.77086779233,1711.80907305166,3603.6502805162,4726.74991363833,-470.490255222291
"EST",1995,"CURRENT_LCU_MILLIONS",2003.4162,-2.6754,3055.6371,1885.8578,2299.8464,2858.3671,703.1458,296.4302,406.7156,755.7907,758.4661,1596.7006,2094.3221,-208.4642
"EST",1995,"GDP_CONSTANT_PER_CAPITA",8358.02788457395,-11.1614689960025,12747.7755680216,7867.58741330997,9594.70146115272,11924.787234,2933.44548343028,1236.67357657876,1696.77190685152,3153.07410686889,3164.23557586489,6661.25597772243,8737.27711250387,-869.689282005108
"EST",1995,"GDP_CURRENT_PER_CAPITA",4492.2584138172,-5.99904710779844,6851.65242851035,4228.65731509648,5156.94359508883,6409.314078,1576.66321964963,664.685181271627,911.978038378002,1694.70883342153,1700.70788052933,3580.2803754392,4696.09663482221,-467.439095495819
"EST",1996,"AIC_CONSTANT_PER_CAPITA",7918.118721,50.6052745161066,12058.8932814459,6847.38503172765,8987.92143281739,11160.4113728888,2527.15439470983,1069.80271181739,1457.35168289244,3070.97184862856,3020.36627046683,6460.76703810756,8011.60513288306,-1164.22010115541
"EST",1996,"AIC_CURRENT_PER_CAPITA",5015.462449,32.0541864803986,7638.29497392939,4337.24268485551,5693.09251720399,7069.18222982231,1600.73982420558,677.630068203986,923.109756001598,1945.20245672541,1913.14807791104,4092.3526929984,5074.67823052746,-737.435545671953
"EST",1996,"CURRENT_LCU_MILLIONS",2607.6842,16.6659,3971.3708,2255.0581,2960.0037,3675.4726,832.271,352.3195,479.9515,1011.3671,994.7011,2127.7327,2638.4722,-383.4141
"EST",1996,"GDP_CONSTANT_PER_CAPITA",9020.68617024787,57.651863536518,13738.0475950601,7800.85695030688,10239.4547777191,12714.455551,2879.05088338472,1218.7686074712,1660.28227591352,3498.59281734103,3440.94060787742,7360.40389433435,9127.19020390716,-1326.33325360028
"EST",1996,"GDP_CURRENT_PER_CAPITA",4841.9710348582,30.9453901932769,7374.07634800319,4187.21178052249,5496.16099160822,6824.649959,1545.36813742725,654.189956750025,891.178180677225,1877.91535639497,1846.96978052081,3950.79285418097,4899.13846495622,-711.92668443373
"EST",1997,"AIC_CONSTANT_PER_CAPITA",8851.97415,272.675627979941,13970.5678154207,9022.49025613527,10032.0772112324,12802.5613197755,2615.93080438219,1180.10306123242,1435.82774314977,3938.49060418831,3665.81497620837,7416.14640685023,10341.156347747,-1318.66609161169
"EST",1997,"AIC_CURRENT_PER_CAPITA",5706.812764,175.792284050857,9006.73831377723,5816.74343872529,6467.61787917045,8253.73177932152,1686.4743447301,760.805115170453,925.66922955965,2539.12043460677,2363.32815055592,4781.14353444035,6666.87927910883,-850.135840383535
"EST",1997,"CURRENT_LCU_MILLIONS",3157.759,97.2714,4983.7116,3218.5871,3578.7364,4567.0494,933.1793,420.9774,512.2019,1404.9752,1307.7038,2645.5571,3688.994,-470.4069
"EST",1997,"GDP_CONSTANT_PER_CAPITA",10073.6947731957,310.309429491431,15898.7400545878,10267.74495658,11416.6718129298,14569.529109,2976.97304856528,1342.97703973404,1633.99600883124,4482.06824165797,4171.75881216654,8439.6987643645,11768.4090445631,-1500.66408798303
"EST",1997,"GDP_CURRENT_PER_CAPITA",5482.75835559708,168.89052682951,8653.1259721803,5588.37305688686,6213.69360346354,7929.683126,1620.26190230009,730.935247866457,889.326654433635,2439.43236871676,2270.54184188725,4593.43170116345,6405.13182837813,-816.758771491276
"EST",1998,"AIC_CONSTANT_PER_CAPITA",9197.191484,38.5643005608746,14685.3518265822,9869.89207509194,10446.4271070378,13384.6405465632,2774.29072175603,1249.23562303776,1525.05509871827,4238.92471954443,4200.36041898356,7672.13638528173,11152.5876372871,-1282.6952993953
"EST",1998,"AIC_CURRENT_PER_CAPITA",5984.173155,25.0919481843135,9555.05692419738,6421.86729516965,6796.99109976687,8708.74622839023,1805.09844664859,812.817944766871,992.280501881715,2758.06582443051,2732.97387624619,4991.89265311829,7256.45602398749,-834.588557826531
"EST",1998,"CURRENT_LCU_MILLIONS",3499.6944,14.6744,5588.0367,3755.6689,3975.0507,5093.093,1055.6668,475.3563,580.3105,1612.986,1598.3116,2919.3839,4243.7573,-488.0883
"EST",1998,"GDP_CONSTANT_PER_CAPITA",10541.6234185317,44.2015733410614,16832.0349743494,11312.6583933989,11973.4704690132,15341.187631,3179.83246224197,1431.84705048149,1747.98541176048,4858.56450533618,4814.36293199512,8793.63800677124,12782.8565077696,-1470.19781315515
"EST",1998,"GDP_CURRENT_PER_CAPITA",5769.41085942026,24.1914387483309,9212.14138577898,6191.39686483681,6553.05808282177,8396.203412,1740.31638301031,783.647223401516,956.669159608793,2659.08330295721,2634.89186420888,4812.74169981146,6996.03355406232,-804.636524370806
"EST",1999,"AIC_CONSTANT_PER_CAPITA",9344.578343,-0.16285667256955,14255.8416988772,9567.72820293378,10708.4771415855,13706.5940203534,3032.00145099138,1363.89879858553,1668.10290568217,3547.3645572917,3547.52766724059,7676.47569059414,10168.1230076972,-600.394804763391
"EST",1999,"AIC_CURRENT_PER_CAPITA",6184.76313,-0.107787629041298,9435.31113871817,6332.45615321885,7087.46742471673,9071.78839144333,2006.74766649533,902.704294716732,1104.04353941099,2347.84371400143,2347.95166926287,5080.71975822141,6729.8309213084,-397.374768089541
"EST",1999,"CURRENT_LCU_MILLIONS",3689.4797,-0.0643,5628.5727,3777.585,4227.982,5411.7156,1197.1121,538.5023,658.6099,1400.5907,1400.6551,3030.8699,4014.6363,-237.0513
"EST",1999,"GDP_CONSTANT_PER_CAPITA",10521.7637547501,-0.183372579453529,16051.7246444901,10773.0249697505,12057.4800190216,15433.285363,3413.95853300203,1535.71626427151,1878.24255391338,3994.24462546848,3994.42828323079,8643.52148601957,11449.0546485034,-676.029678752912
"EST",1999,"GDP_CURRENT_PER_CAPITA",5786.06979726637,-0.10083922889296,8827.07512964173,5924.24196699239,6630.58234297532,8486.98644,1877.38508650749,844.512545708945,1032.87269762472,2196.49278666641,2196.59378272148,4753.19725646783,6296.00044755341,-371.758480561021
"EST",2000,"AIC_CONSTANT_PER_CAPITA",9690.692216,266.219005604774,15263.9884112824,9171.15242691276,11026.2833321451,14901.2166004914,2943.70675673923,1335.59135727392,1608.1153994653,4237.7050791373,3971.48607353253,8082.57681653469,9653.43950002269,-482.287073109924
"EST",2000,"AIC_CURRENT_PER_CAPITA",6823.540169,187.453696599315,10747.8842317961,6457.71484494551,7763.97449786339,10492.4444790996,2072.76228082063,940.434498650251,1132.32778217037,2983.90973393275,2796.45603733343,5691.21238682962,6797.30928701452,-339.594442069009
"EST",2000,"CURRENT_LCU_MILLIONS",4018.8858,110.4053,6330.2213,3803.4243,4572.7769,6179.774,1220.8025,553.8912,666.9113,1757.4444,1647.0391,3351.9745,4003.4365,-200.0122
"EST",2000,"GDP_CONSTANT_PER_CAPITA",10876.7868691302,298.802946160446,17132.228020644,10293.6578799952,12375.8479878632,16725.054665,3304.0024679978,1499.06138937483,1804.94107862297,4756.38003278083,4457.57708662038,9071.84579050723,10834.9745978342,-541.31671783902
"EST",2000,"GDP_CURRENT_PER_CAPITA",6118.41134677736,168.082666161939,9637.22279183243,5790.389563627,6961.66337228129,9408.179591,1858.56783195337,843.252177745416,1015.31565420795,2675.55941955114,2507.4767533892,5103.09569256941,6094.89110332586,-304.501539698864
