"location","year","multiplier_type","sna1_aic","sna1_changes_in_inventories","sna1_domestic_demand","sna1_exports","sna1_final_consumption","sna1_gdp","sna1_gov_consumption_all","sna1_gov_consumption_col","sna1_gov_consumption_ind","sna1_gross_capital_formation","sna1_gross_fixed_capital_formation","sna1_hh_consumption","sna1_imports","sna1_net_exports"
"ARG",2014,"CURRENT_LCU_MILLIONS",NA,58746.3329,4560579.4278,659639.3146,3770097.187,4579086.425,NA,NA,776149.459,790482.2408,731735.9079,NA,641132.3171,18506.9975
"ARG",2014,"GDP_CONSTANT_PER_CAPITA",NA,259.437049756495,20140.5468821799,2913.11592120196,16649.5991018793,20222.277954,NA,NA,3427.65098471465,3490.9477803006,3231.51073054411,NA,2831.38484805695,81.7310731450069
"ARG",2014,"GDP_CURRENT_PER_CAPITA",NA,256.692133781876,19927.4543075983,2882.2943464287,16473.4417234761,20008.320642,NA,NA,3391.38548619703,3454.01258412218,3197.32045034031,NA,2801.42801071618,80.8663357125199
"ARG",2015,"CURRENT_LCU_MILLIONS",NA,89672.5408,6018517.2433,637469.2178,5002040.261,5954510.896,NA,NA,1077669.995,1016476.9823,926804.4415,NA,701475.5647,-64006.3469
"ARG",2015,"GDP_CONSTANT_PER_CAPITA",NA,309.502347513004,20772.7493693236,2200.20775162845,17264.4065766681,20551.833194,NA,NA,3719.54881975227,3508.34279265547,3198.84044514247,NA,2421.12392557143,-220.916173942979
"ARG",2015,"GDP_CURRENT_PER_CAPITA",NA,309.502347513004,20772.7493693236,2200.20775162845,17264.4065766681,20551.833194,NA,NA,3719.54881975227,3508.34279265547,3198.84044514247,NA,2421.12392557143,-220.916173942979
"ARG",2016,"CURRENT_LCU_MILLIONS",NA,279005.7914,8313707.5264,1030749.378,6860348.955,8228159.557,NA,NA,1452646.862,1453358.5714,1174352.78,NA,1116297.348,-85547.97
"ARG",2016,"GDP_CONSTANT_PER_CAPITA",NA,675.21137377451,20119.6894583889,2494.47762372362,16602.4712936409,19912.65805,NA,NA,3515.49578372032,3517.21816474793,2842.00679097342,NA,2701.50903356453,-207.031409840909
"ARG",2016,"GDP_CURRENT_PER_CAPITA",NA,682.594981799896,20339.7033774714,2521.75537068857,16784.0235379399,20130.408028,NA,NA,3553.93862382946,3555.67983953148,2873.08485773158,NA,2731.0507216279,-209.295350939328
"ARG",2017,"CURRENT_LCU_MILLIONS",NA,125078.5557,10666170.7197,1196762.816,8939555.237,10644778.799,NA,NA,1880516.572,1726615.4827,1601536.927,NA,1488205.078,-291442.262
"ARG",2017,"GDP_CONSTANT_PER_CAPITA",NA,237.743568617621,20273.7669634465,2274.75174359336,16991.895629146,20233.106184,NA,NA,3574.399449768,3281.87133430047,3044.12776568285,NA,2828.7117971461,-553.960053552743
"ARG",2017,"GDP_CURRENT_PER_CAPITA",NA,244.911747429475,20885.0389638999,2343.33752004765,17504.2163069683,20843.152226,NA,NA,3682.17075374021,3380.82265693162,3135.91090950215,NA,2913.99995903853,-570.662438990882
"ARG",2018,"CURRENT_LCU_MILLIONS",NA,268494.9494,14191547.8954,2097782.175,11826478.714,14566558.892,NA,NA,2356174.107,2365069.1814,2096574.232,NA,2383768.235,-285986.06
"AUS",1970,"AIC_CONSTANT_PER_CAPITA",13656.624863,325.052258315668,22448.5408856199,2825.79501564711,15273.0261270944,22323.9467491275,3108.2083916965,1616.40126409444,1491.80712760206,7175.51475852542,6850.46250020975,12164.2639836802,2887.26145631668,-61.4664406695726
"AUS",1970,"AIC_CURRENT_PER_CAPITA",2735.758405,65.1159753359419,4496.99578218697,566.076357988606,3059.56339989883,4472.03650714338,622.650714754075,323.804994898832,298.845719855243,1437.43238228814,1372.31640695219,2436.80175503345,578.389600343443,-12.3132423548374
"AUS",1970,"CURRENT_LCU_MILLIONS",24662,587,40539,5103,27581,40314,5613,2919,2694,12958,12371,21967,5214,-111
"AUS",1970,"GDP_CONSTANT_PER_CAPITA",13693.9823544842,325.941433869202,22509.9485308749,2833.52493532289,15314.8052598747,22385.013569,3116.71084890601,1620.82290539046,1495.88794351555,7195.1432710002,6869.201837131,12197.5391444715,2895.15951651451,-61.6345811916208
"AUS",1970,"GDP_CURRENT_PER_CAPITA",2837.82583947919,67.5453640326934,4664.77259373314,587.195898907724,3173.71155943052,4638.882122,645.880968169519,335.885719951332,309.995248218187,1491.06103430262,1423.51567026993,2527.71552249774,599.968531629409,-12.7726327216848
"AUS",1971,"AIC_CONSTANT_PER_CAPITA",13645.775051,78.4439679118792,21983.6737668994,2831.92653778075,15254.3728740031,22085.452332861,3186.91031662248,1608.59782300309,1578.80897442896,6729.30089289627,6650.85692498439,12067.4625573806,2643.76031095416,188.166226826596
