"location","year","multiplier_type","sna2_cfc","sna2_consumption","sna2_gdi","sna2_gdp","sna2_gndi","sna2_gni_mkt","sna2_net_primary","sna2_net_secondary","sna2_nndi","sna2_nni_mkt","sna2_saving_net"
"CZE",1997,"CURRENT_LCU_MILLIONS",430043,1407053,1958725,1958725,1934875,1933595,NA,1280,1504832,1503552,97779
"CZE",1997,"GDP_CONSTANT_PER_CAPITA",4287.19353476353,14027.2217538005,19526.961621,19526.961621,19289.1957096746,19276.4351073058,NA,12.7606023688267,15002.0021749111,14989.2415725422,974.780421110548
"CZE",1997,"GDP_CURRENT_PER_CAPITA",3234.2971316904,10582.261499516,14731.314425,14731.314425,14551.9416957827,14542.3149832712,NA,9.62671251145516,11317.6445640923,11308.0178515808,735.383064576229
"CZE",1998,"AIC_CONSTANT_PER_CAPITA",4677.02966123516,14822.1131372866,21192.6049052099,21192.6049052099,20910.4270448193,20909.0546132228,NA,1.37243159642738,16233.3973835841,16232.0249519877,1411.28424629747
"CZE",1998,"AIC_CURRENT_PER_CAPITA",3493.35201264482,11070.8852648403,15829.1125695469,15829.1125695469,15618.3491859641,15617.3240937524,NA,1.02509221169463,12124.9971733192,12123.9720811076,1054.11190847894
"CZE",1998,"CURRENT_LCU_MILLIONS",473690,1501185,2146389,2146389,2117810,2117671,NA,139,1644120,1643981,142935
"CZE",1998,"GDP_CONSTANT_PER_CAPITA",4298.89982078098,13623.7706674388,19479.219083,19479.219083,19219.8548194983,19218.5933466467,NA,1.26147285162988,14920.9549987174,14919.6935258657,1297.18433127854
"CZE",1998,"GDP_CURRENT_PER_CAPITA",3289.53457394375,10424.961386953,14905.572895,14905.572895,14707.1063692369,14706.1410853892,NA,0.965283847618023,11417.5717952931,11416.6065114455,992.610408340159
"CZE",1999,"AIC_CONSTANT_PER_CAPITA",4877.32646556044,15402.9627957988,21615.692041944,21615.692041944,21244.476384671,21240.0133140577,NA,4.46307061328027,16367.1499191106,16362.6868484973,964.18712331179
"CZE",1999,"AIC_CURRENT_PER_CAPITA",3705.68457884724,11702.8298400752,16423.1238623349,16423.1238623349,16141.0824311744,16137.6914890133,NA,3.39094216118637,12435.3978523272,12432.006910166,732.56801225198
"CZE",1999,"CURRENT_LCU_MILLIONS",505975,1597907,2242417,2242417,2203907,2203444,NA,463,1697932,1697469,100025
"CZE",1999,"GDP_CONSTANT_PER_CAPITA",4463.5051528033,14096.0840519798,19781.688491,19781.688491,19441.9689723786,19437.884575154,NA,4.08439722466116,14978.4638195753,14974.3794223507,882.379767595534
"CZE",1999,"GDP_CURRENT_PER_CAPITA",3458.06603979015,10920.8319214249,15325.709916,15325.709916,15062.5148506463,15059.350495537,NA,3.16435510928966,11604.4488108562,11601.2844557469,683.616889431314
"CZE",2000,"AIC_CONSTANT_PER_CAPITA",5048.75841108102,15591.0986564209,22133.6652658003,22133.6652658003,21733.5762754224,21728.7670215739,NA,4.80925384853143,16684.8178643414,16680.0086104929,1093.71920792056
"CZE",2000,"AIC_CURRENT_PER_CAPITA",4083.99436775923,12611.805500586,17904.1572052646,17904.1572052646,17580.5209663589,17576.6307097787,NA,3.89025658019578,13496.5265985997,13492.6363420195,884.721098013732
"CZE",2000,"CURRENT_LCU_MILLIONS",542747,1676060,2379393,2379393,2336383,2335866,NA,517,1793636,1793119,117576
"CZE",2000,"GDP_CONSTANT_PER_CAPITA",4709.50050402245,14543.4344450948,20646.364757,20646.364757,20273.1602682087,20268.6741784457,NA,4.48608976296434,15563.6597641863,15559.1736744233,1020.22531909148
"CZE",2000,"GDP_CURRENT_PER_CAPITA",3686.90325795604,11385.546257335,16163.316985,16163.316985,15871.1482413226,15867.6362385213,NA,3.51200280123754,12184.2449833665,12180.7329805653,798.698726031538
"CZE",2001,"AIC_CONSTANT_PER_CAPITA",5177.41019595266,16151.8474584284,23171.7690819025,23171.7690819025,22530.1561146702,22541.0549189227,NA,-10.8988042525016,17352.7459187175,17363.64472297,1200.8984602891
"CZE",2001,"AIC_CURRENT_PER_CAPITA",4397.87191038823,13719.9398057792,19682.9048698836,19682.9048698836,19137.8965473563,19147.154369948,NA,-9.25782259175953,14740.024636968,14749.2824595598,1020.08483118887
"CZE",2001,"CURRENT_LCU_MILLIONS",573853,1790236,2568309,2568309,2497194,2498402,NA,-1208,1923341,1924549,133105
"CZE",2001,"GDP_CONSTANT_PER_CAPITA",4769.7610689626,14880.113856781,21347.314175,21347.314175,20756.2193154815,20766.2599903082,NA,-10.0406748266661,15986.4582465189,15996.4989213456,1106.34438973791
"CZE",2001,"GDP_CURRENT_PER_CAPITA",3919.39612697573,12227.2499137802,17541.461572,17541.461572,17055.7485835345,17063.9991817215,NA,-8.25059818696894,13136.3524565588,13144.6030547458,909.10254277856
"CZE",2002,"AIC_CONSTANT_PER_CAPITA",5221.78589451052,16975.7419530623,23858.3977599992,23858.3977599992,23038.6079799988,23031.543817932,NA,7.06416206679164,17816.8220854882,17809.7579234215,841.080132425963
"CZE",2002,"AIC_CURRENT_PER_CAPITA",4474.1506078671,14545.2202967828,20442.4438299652,20442.4438299652,19740.0284079985,19733.9756655759,NA,6.05274242255584,15265.8778001314,15259.8250577088,720.657503348538
"CZE",2002,"CURRENT_LCU_MILLIONS",586920,1908045,2681644,2681644,2589501,2588707,NA,794,2002581,2001787,94536
"CZE",2002,"GDP_CONSTANT_PER_CAPITA",4760.3067269681,15475.4982772062,21749.894317,21749.894317,21002.5540615256,20996.1141999751,NA,6.43986155048843,16242.2473345575,16235.807473007,766.749057351353
"CZE",2002,"GDP_CURRENT_PER_CAPITA",3979.4944938575,12937.1201723103,18182.35455,18182.35455,17557.5972387012,17552.2136793947,NA,5.383559306418,13578.1027448437,13572.7191855372,640.982572533416
"CZE",2003,"AIC_CONSTANT_PER_CAPITA",5389.69313478537,17938.6328092882,24859.0175466493,24859.0175466493,24061.6645822809,24036.1809186537,NA,25.4836636271854,18671.9714474955,18646.4877838684,733.338638207371
"CZE",2003,"AIC_CURRENT_PER_CAPITA",4607.11458037454,15333.9595967457,21249.5107474269,21249.5107474269,20567.93271024,20546.1492514564,NA,21.7834587836589,15960.8181298655,15939.0346710818,626.858533119759
"CZE",2003,"CURRENT_LCU_MILLIONS",609320,2028013,2810382,2810382,2720239,2717358,NA,2881,2110919,2108038,82906
"CZE",2003,"GDP_CONSTANT_PER_CAPITA",4885.08562096926,16259.1366530538,22531.603587,22531.603587,21808.9024231928,21785.8046557241,NA,23.097767468674,16923.8168022235,16900.7190347548,664.680149169694
"CZE",2003,"GDP_CURRENT_PER_CAPITA",4208.61753913124,14007.6332327614,19411.512796,19411.512796,18788.888541372,18768.9892649159,NA,19.8992764561102,14580.2710022408,14560.3717257847,572.637769479443
"CZE",2004,"AIC_CONSTANT_PER_CAPITA",5474.44073291334,18263.7771169424,26151.4447118395,26151.4447118395,24907.9538672563,24949.0796340401,-1202.36507779944,-41.1257667837254,19433.513134343,19474.6389011267,1169.73601740064
"CZE",2004,"AIC_CURRENT_PER_CAPITA",4795.73030126326,15999.4698286974,22909.2398557463,22909.2398557463,21819.9145687161,21855.9416435443,-1053.29821220202,-36.0270748282334,17024.1842674528,17060.2113422811,1024.71443875545
"CZE",2004,"CURRENT_LCU_MILLIONS",641080,2138765,3062444,3062444,2916826,2921642,-140802,-4816,2275746,2280562,136981
"CZE",2004,"GDP_CONSTANT_PER_CAPITA",4945.54843631931,16499.2916662577,23624.922218,23624.922218,22501.5665179315,22538.7190749747,-1086.20314302526,-37.1525570432922,17556.0180816121,17593.1706386554,1056.72641535449
"CZE",2004,"GDP_CURRENT_PER_CAPITA",4349.8240918721,14511.8417730281,20779.142527,20779.142527,19791.1025248002,19823.7798081759,-955.362718824133,-32.6772833756412,15441.2784329281,15473.9557163038,929.436659900062
"CZE",2005,"AIC_CONSTANT_PER_CAPITA",5600.08161858241,18759.6294725644,27375.6678949762,27375.6678949762,25999.0493598019,26140.3493613536,-1235.31853362259,-141.300001551683,20398.9677412195,20540.2677427712,1639.3382686551
"CZE",2005,"AIC_CURRENT_PER_CAPITA",4872.82636542765,16323.4080010972,23820.52358794,23820.52358794,22622.6797795435,22745.6298398983,-1074.89374804172,-122.95006035471,17749.8534141159,17872.8034744706,1426.44541301868
"CZE",2005,"CURRENT_LCU_MILLIONS",667888,2237348,3264931,3264931,3100750,3117602,-147329,-16852,2432862,2449714,195514
"CZE",2005,"GDP_CONSTANT_PER_CAPITA",5134.89550699531,17201.3094901914,25101.633092,25101.633092,23839.3671443651,23968.9296744358,-1132.70341756419,-129.562530070738,18704.4716373698,18834.0341674405,1503.16214717839
"CZE",2005,"GDP_CURRENT_PER_CAPITA",4481.45045614543,15012.3437090591,21907.305595,21907.305595,20805.6702649141,20918.7452162337,-988.560378766276,-113.074951319627,16324.2198087687,16437.2947600883,1311.87609970956
"CZE",2006,"AIC_CONSTANT_PER_CAPITA",5745.66178531832,19273.0222738212,28673.3179640814,28673.3179640814,26789.7979134415,26936.2581836391,-1737.05978044231,-146.460270197578,21044.1361281232,21190.5963983208,1771.113854302
"CZE",2006,"AIC_CURRENT_PER_CAPITA",5028.07938036532,16865.9920324483,25092.2738247929,25092.2738247929,23443.9887911478,23572.1574672966,-1520.11635749632,-128.168676148831,18415.9094107825,18544.0780869313,1549.91737833414
"CZE",2006,"CURRENT_LCU_MILLIONS",703907,2361158,3512798,3512798,3282046,3299989,-212809,-17943,2578139,2596082,216981
"CZE",2006,"GDP_CONSTANT_PER_CAPITA",5357.64158157997,17971.4625390573,26736.930635,26736.930635,24980.6098280855,25117.1792369681,-1619.75139803191,-136.56940888255,19622.9682465056,19759.5376553881,1651.50570744829
"CZE",2006,"GDP_CURRENT_PER_CAPITA",4751.54376531003,15938.391824221,23712.242435,23712.242435,22154.6102095316,22275.7298315568,-1436.51260344316,-121.119622025293,17403.0664442215,17524.1860662468,1464.67462000056
"CZE",2007,"AIC_CONSTANT_PER_CAPITA",6009.78078751482,19791.2822534505,30223.6843828286,30223.6843828286,28066.6763048646,28292.6780378985,-1931.00634493008,-226.001733033896,22056.8955173498,22282.8972503837,2265.61326389936
"CZE",2007,"AIC_CURRENT_PER_CAPITA",5473.68141667224,18025.811208935,27527.59632986,27527.59632986,25563.0030361259,25768.8444020562,-1758.7519278038,-205.841365930238,20089.3216194537,20295.1629853839,2063.5104105187
"CZE",2007,"CURRENT_LCU_MILLIONS",763582,2514612,3840117,3840117,3566055,3594770,-245347,-28715,2802473,2831188,287861
"CZE",2007,"GDP_CONSTANT_PER_CAPITA",5583.84442829351,18388.5976954931,28081.615222,28081.615222,26077.482631516,26287.4667494738,-1794.14847252624,-209.984117957794,20493.6382032225,20703.6223211802,2105.04050772936
"CZE",2007,"GDP_CURRENT_PER_CAPITA",5182.75564528769,17067.7406469877,26064.506576,26064.506576,24204.3312737288,24399.2321859484,-1665.27439005162,-194.90091221956,19021.5756284411,19216.4765406607,1953.83498145341
"CZE",2008,"AIC_CONSTANT_PER_CAPITA",6046.19931849113,20021.3084159324,29983.5648646936,29983.5648646936,27851.5748365398,28038.1023561976,-1945.46250849596,-186.527519657788,21805.3755180487,21991.9030377065,1784.06710211634
"CZE",2008,"AIC_CURRENT_PER_CAPITA",5755.06676323894,19057.255732324,28539.8162558888,28539.8162558888,26510.4843889985,26688.0303599904,-1851.78589589842,-177.545970991877,20755.4176257596,20932.9635967514,1698.16189343557
"CZE",2008,"CURRENT_LCU_MILLIONS",811465,2687075,4024117,4024117,3737981,3763015,-261102,-25034,2926516,2951550,239441
"CZE",2008,"GDP_CONSTANT_PER_CAPITA",5754.90491397301,19056.7197866994,28539.013633,28539.013633,26509.7388368417,26687.279814723,-1851.73381827704,-177.54097788124,20754.8339228687,20932.3749007499,1698.11413616929
"CZE",2008,"GDP_CURRENT_PER_CAPITA",5590.64149346643,18512.7799610042,27724.418767,27724.418767,25753.0659737501,25925.5393634187,-1798.87940358127,-172.47338966861,20162.4244802837,20334.8978699523,1649.64451927945
"CZE",2009,"AIC_CONSTANT_PER_CAPITA",6145.65348714426,19993.756745189,28722.1226686657,28722.1226686657,26493.5324985912,26697.8110398524,-2024.31162881329,-204.278541261197,20347.879011447,20552.1575527082,354.122266258008
"CZE",2009,"AIC_CURRENT_PER_CAPITA",5998.35125137611,19514.5359306521,28033.6958164275,28033.6958164275,25858.5216606711,26057.9039470571,-1975.79186937039,-199.382286386077,19860.1704092949,20059.552695681,345.634478642875
"CZE",2009,"CURRENT_LCU_MILLIONS",840987,2735997,3930409,3930409,3625443,3653397,-277012,-27954,2784456,2812410,48459
"CZE",2009,"GDP_CONSTANT_PER_CAPITA",5778.96334786047,18800.7976138231,27008.371774,27008.371774,24912.7539626145,25104.8439014912,-1903.52787250876,-192.089938876691,19133.7906147541,19325.8805536308,332.993000931014
"CZE",2009,"GDP_CURRENT_PER_CAPITA",5878.63587416452,19125.0639020657,27474.197993,27474.197993,25342.4360656451,25537.8390709548,-1936.35892204524,-195.403005309707,19463.8001914805,19659.2031967902,338.736289414864
"CZE",2010,"AIC_CONSTANT_PER_CAPITA",6168.61052817317,20074.9198666633,28766.6717444579,28766.6717444579,26422.1794016887,26642.8045365326,-2123.86720792534,-220.625134843894,20253.5688735155,20474.1940083594,178.649006852206
"CZE",2010,"AIC_CURRENT_PER_CAPITA",6168.61052817317,20074.9198666633,28766.6717444579,28766.6717444579,26422.1794016887,26642.8045365326,-2123.86720792534,-220.625134843894,20253.5688735155,20474.1940083594,178.649006852206
"CZE",2010,"CURRENT_LCU_MILLIONS",849695,2765219,3962464,3962464,3639522,3669912,-292552,-30390,2789827,2820217,24608
"CZE",2010,"GDP_CONSTANT_PER_CAPITA",5908.72932373112,19229.1711635804,27554.742856,27554.742856,25309.0230797693,25520.353361986,-2034.38949401396,-211.330282216782,19400.2937560381,19611.6240382549,171.122592457735
"CZE",2010,"GDP_CURRENT_PER_CAPITA",5908.72932373112,19229.1711635804,27554.742856,27554.742856,25309.0230797693,25520.353361986,-2034.38949401396,-211.330282216782,19400.2937560381,19611.6240382549,171.122592457735
"CZE",2011,"AIC_CONSTANT_PER_CAPITA",6144.81108018256,19856.3913922449,28688.7647571912,28688.7647571912,26262.8806659993,26516.187831554,-2172.57692563714,-253.307165554705,20118.0695858168,20371.3767513715,261.678193571829
"CZE",2011,"AIC_CURRENT_PER_CAPITA",6268.22919975631,20255.2056853409,29264.9766786032,29264.9766786032,26790.3688676856,27048.763690719,-2216.21298788423,-258.39482303341,20522.1396679293,20780.5344909627,266.933982588394
"CZE",2011,"CURRENT_LCU_MILLIONS",863985,2791888,4033755,4033755,3692666,3728282,-305473,-35616,2828681,2864297,36793
"CZE",2011,"GDP_CONSTANT_PER_CAPITA",6018.61684037326,19448.6063221422,28099.591744,28099.591744,25723.5273453518,25971.6324135957,-2127.95933040428,-248.105068243933,19704.9105049785,19953.0155732225,256.304182836338
"CZE",2011,"GDP_CURRENT_PER_CAPITA",6167.74025940782,19930.484924342,28795.816027,28795.816027,26360.8798216942,26615.1321953801,-2180.68383161986,-254.252373685966,20193.1395622864,20447.3919359723,262.654637944399
"CZE",2012,"AIC_CONSTANT_PER_CAPITA",6119.95797190654,19494.6613926773,28248.355519825,28248.355519825,26259.0645980278,26497.963196513,-1750.39232331203,-238.898598485187,20139.1066261212,20378.0052246064,644.445233443905
"CZE",2012,"AIC_CURRENT_PER_CAPITA",6444.74405642248,20529.2428018564,29747.4953546759,29747.4953546759,27652.6327913054,27904.209735092,-1843.28561958383,-251.576943786662,21207.8887348829,21459.4656786696,678.645933026488
"CZE",2012,"CURRENT_LCU_MILLIONS",879573,2801813,4059912,4059912,3774007,3808342,-251570,-34335,2894434,2928769,92621
"CZE",2012,"GDP_CONSTANT_PER_CAPITA",6031.78772010573,19213.8017508866,27841.381382,27841.381382,25880.7501801363,26116.2069658378,-1725.17441616216,-235.456785701505,19848.9624600306,20084.4192457321,635.160709143997
"CZE",2012,"GDP_CURRENT_PER_CAPITA",6293.93411221942,20048.8491765434,29051.390424,29051.390424,27005.5485980753,27251.2385268737,-1800.15189712626,-245.689928798467,20711.6144858559,20957.3044146543,662.765309312444
"CZE",2013,"AIC_CONSTANT_PER_CAPITA",6262.19379150581,19703.2005625653,28321.7181105621,28321.7181105621,26381.913786974,26631.2656645013,-1690.4524460608,-249.351877527298,20119.7199954682,20369.0718729955,416.51943290292
"CZE",2013,"AIC_CURRENT_PER_CAPITA",6937.31929264759,21827.3975447702,31375.0752517169,31375.0752517169,29226.1411231944,29502.3755624694,-1872.69968924756,-276.234439275005,22288.8218305468,22565.0562698218,461.424285776574
"CZE",2013,"CURRENT_LCU_MILLIONS",906134,2851036,4098128,4098128,3817440,3853521,-244607,-36081,2911306,2947387,60270
"CZE",2013,"GDP_CONSTANT_PER_CAPITA",6125.37694346909,19272.7236583114,27702.943232,27702.943232,25805.5198889752,26049.4239092385,-1653.51932276147,-243.904020263348,19680.1429455061,19924.0469657694,407.4192871947
"CZE",2013,"GDP_CURRENT_PER_CAPITA",6742.95205567499,21215.8456221744,30496.020039,30496.020039,28407.2939492569,28675.788954544,-1820.23108445604,-268.495005287087,21664.3418935819,21932.836898869,448.496271407465
"CZE",2014,"AIC_CONSTANT_PER_CAPITA",6431.70929029265,20022.604546527,29551.3953817682,29551.3953817682,27309.9692803659,27561.0177174952,-1990.37766427301,-251.048437129322,20878.2599900732,21129.3084272026,855.655443546209
"CZE",2014,"AIC_CURRENT_PER_CAPITA",7293.84092165468,22706.5132778914,33512.580746281,33512.580746281,30970.7050669887,31255.40502487,-2257.17572141097,-284.699957881334,23676.864145334,23961.5641032154,970.350867442573
"CZE",2014,"CURRENT_LCU_MILLIONS",938874,2922816,4313789,4313789,3986595,4023242,-290547,-36647,3047721,3084368,124905
"CZE",2014,"GDP_CONSTANT_PER_CAPITA",6184.83278721155,19254.0513719482,28417.086472,28417.086472,26261.6958881955,26503.108012882,-1913.978459118,-241.412124686531,20076.8631009839,20318.2752256704,822.811729035695
"CZE",2014,"GDP_CURRENT_PER_CAPITA",7022.32121405847,21861.2431504009,32265.045158,32265.045158,29817.7930588763,30091.89480792,-2173.15035008004,-274.101749043643,22795.4718448178,23069.5735938615,934.228694416901
"CZE",2015,"AIC_CONSTANT_PER_CAPITA",6595.12296773044,20663.3961270891,31286.6160303198,31286.6160303198,28927.7484029488,29178.7203018774,-2107.89572844237,-250.971898928598,22332.6254352184,22583.597334147,1669.22930812929
"CZE",2015,"AIC_CURRENT_PER_CAPITA",7410.77660113413,23218.947283904,35155.9968086464,35155.9968086464,32505.3955835249,32787.406500565,-2368.59030808139,-282.010917040156,25094.6189823907,25376.6298994309,1875.67169848674
"CZE",2015,"CURRENT_LCU_MILLIONS",968777,3035307,4595783,4595783,4249282,4286148,-309635,-36866,3280505,3317371,245198
"CZE",2015,"GDP_CONSTANT_PER_CAPITA",6297.40550481548,19730.6077772335,29874.273608,29874.273608,27621.8901339662,27861.5326433781,-2012.74096462193,-239.642509411895,21324.4846291507,21564.1271385626,1593.87685191716
"CZE",2015,"GDP_CURRENT_PER_CAPITA",7104.14867006732,22258.2412539687,33701.384,33701.384,31160.4539218427,31430.7963689391,-2270.58763106091,-270.342447096393,24056.3052517754,24326.6476988718,1798.06399780668
"CZE",2016,"AIC_CONSTANT_PER_CAPITA",6729.28316157312,21326.7937489384,32165.3430217021,32165.3430217021,29714.0662004311,30080.2310809221,-2085.11194078003,-366.164880490929,22984.7628005545,23350.947919349,1657.5710316457
"CZE",2016,"AIC_CURRENT_PER_CAPITA",7689.84298373718,24371.049833716,36756.7289733596,36756.7289733596,33955.548905193,34373.981354761,-2382.74761859859,-418.43244956806,26265.6827942708,26684.1383710238,1894.178125916
"CZE",2016,"CURRENT_LCU_MILLIONS",997507,3161351,4767990,4767990,4404628,4458906,-309084,-54278,3407118,3461399,245708
"CZE",2016,"GDP_CONSTANT_PER_CAPITA",6389.58826911871,20250.2150502871,30541.633263,30541.633263,28214.0971428088,28561.7779832152,-1979.85527978479,-347.680840406359,21824.4896570182,22172.1897140965,1573.89667884899
"CZE",2016,"GDP_CURRENT_PER_CAPITA",7371.27776493492,23361.436394386,35234.017075,35234.017075,32548.8807990418,32949.9789512604,-2284.03812373963,-401.098152218618,25177.580865006,25578.7011863255,1815.70847830304
"CZE",2017,"AIC_CONSTANT_PER_CAPITA",6727.42128827733,22036.3218918121,33085.6985622981,33085.6985622981,30695.8536288616,31051.9895172921,-2033.70904500598,-356.13588843053,23968.4257854132,24324.5682290148,1931.54014889012
"CZE",2017,"AIC_CURRENT_PER_CAPITA",8018.58471935982,26265.6531263298,39435.6865064004,39435.6865064004,36587.1694827548,37011.6569156975,-2424.02959070289,-424.487432942665,28568.5769501197,28993.0721963377,2302.2518821155
"CZE",2017,"CURRENT_LCU_MILLIONS",1026277,3361670,5047267,5047267,4682693,4737022,-310245,-54329,3656415,3710745,294659
"CZE",2017,"GDP_CONSTANT_PER_CAPITA",6465.59530744284,21178.6854593559,31798.029022,31798.029022,29501.1949863394,29843.4703442185,-1954.55867778154,-342.275357879074,23035.5933788476,23377.8750367756,1856.36611528447
"CZE",2017,"GDP_CURRENT_PER_CAPITA",7734.22899592184,25334.2183335694,38037.214886,38037.214886,35289.7122118105,35699.1464358255,-2338.06845017453,-409.434224014995,27555.4756796884,27964.9174399036,2220.60923289651
"CZE",2018,"AIC_CONSTANT_PER_CAPITA",6758.16628066822,22799.3650951696,33802.268537269,33802.268537269,31564.1489297373,31919.4105412915,-1882.85799597752,-355.261611554133,24805.9763056781,25161.2442606232,2005.96418462909
"CZE",2018,"AIC_CURRENT_PER_CAPITA",8158.87207085487,27524.7893264044,40808.1679625366,40808.1679625366,38106.1729540153,38535.0665206988,-2273.10144183783,-428.893566683493,29947.2932250305,30376.1944498439,2421.72276937335
"CZE",2018,"CURRENT_LCU_MILLIONS",1065387,3594192,5328738,5328738,4975911,5031916,-296822,-56005,3910523,3966529,316229
"CZE",2018,"GDP_CONSTANT_PER_CAPITA",6522.7622738688,22005.2056038238,32624.850119,32624.850119,30464.6898722518,30807.5768242683,-1817.27329473166,-342.886952016518,23941.9214759484,24284.8145503995,1936.09138379129
"CZE",2018,"GDP_CURRENT_PER_CAPITA",7945.48050948129,26804.8910708818,39740.849024,39740.849024,37109.5234571227,37527.1995090489,-2213.64951495114,-417.676051926201,29164.0354898063,29581.7189995676,2358.3837197495
"DEU",1970,"AIC_CONSTANT_PER_CAPITA",2518.17497428445,14088.7697798189,19803.210051257,19803.210051257,19712.1105608225,19904.0415344934,105.560432967963,-135.977826360736,17684.2235159851,17286.6464239693,3485.36776001442
"DEU",1970,"AIC_CURRENT_PER_CAPITA",520.96051837941,2914.68737588746,4096.89186781421,4096.89186781421,4078.04518787913,4117.75190427402,21.8383624811343,-28.131118620589,3658.51552974106,3576.26470520842,721.053546136502
"DEU",1970,"CURRENT_LCU_MILLIONS",51359.707,287349.0108,403898.4885,403898.4885,402040.4591,405955.0078,2152.9691,-2773.3503,360680.472,352571.6459,71086.1909
"DEU",1970,"GDP_CONSTANT_PER_CAPITA",2360.75283429727,13208.0191126989,18565.22471,18565.22471,18479.8202474656,18659.7527758681,98.9613882528467,-127.47725724417,16578.7052980983,16205.9824903456,3267.48216547598
"DEU",1970,"GDP_CURRENT_PER_CAPITA",515.279825534007,2882.90484508398,4052.218263,4052.218263,4033.57709230428,4072.85083604235,21.6002311350434,-27.8243693782888,3618.62209777955,3537.2681582391,713.190985393065
"DEU",1971,"AIC_CONSTANT_PER_CAPITA",2675.98888312372,14801.6819455184,20441.7093214664,20441.7093214664,20325.1402865238,20517.4181246122,94.4376608738521,-121.712304563135,18174.7826806559,17749.882450271,3279.74042917128
"DEU",1971,"AIC_CURRENT_PER_CAPITA",579.056117950212,3202.92978067254,4423.37295143678,4423.37295143678,4398.14862660019,4439.75554776249,20.4353260354644,-26.3372748039344,3932.83364143289,3840.88965785564,709.701663103838
"DEU",1971,"CURRENT_LCU_MILLIONS",58685.9436,324609.2229,448298.2003,448298.2003,445741.7757,449958.537,2071.0711,-2669.2194,398583.2221,389264.9207,71926.5551
"DEU",1971,"GDP_CONSTANT_PER_CAPITA",2486.12939633444,13751.5132562846,18991.384746,18991.384746,18883.0862002547,19061.7220640095,87.7373767507883,-113.076904085192,16885.2949200686,16490.5410554575,3047.04520438484
"DEU",1971,"GDP_CURRENT_PER_CAPITA",570.153236786593,3153.68532520649,4355.364407,4355.364407,4330.52790151198,4371.49512392453,20.1211366614231,-25.9323440545918,3872.36704854047,3781.83668677658,698.790130745623
"DEU",1972,"AIC_CONSTANT_PER_CAPITA",2800.07082210281,15481.2801284228,21096.8213294481,21096.8213294481,20953.7211742545,21155.3737099174,79.7351809451504,-133.517630338496,18691.0870272643,18266.3781502286,3129.70663323765
"DEU",1972,"AIC_CURRENT_PER_CAPITA",628.353623060338,3474.09729122532,4734.26029540927,4734.26029540927,4702.14771444644,4747.39982035138,17.8930795024074,-29.9622017069625,4194.39828443252,4099.0909230884,702.325986395584
"DEU",1972,"CURRENT_LCU_MILLIONS",64871.4167,358666.8474,488766.4543,488766.4543,485451.1418,490122.9828,1847.2869,-3093.3067,433030.9382,423191.3776,72508.3457
"DEU",1972,"GDP_CONSTANT_PER_CAPITA",2616.66507667963,14467.2501618785,19714.971195,19714.971195,19581.2441565241,19769.6883714089,74.5124950822568,-124.772172785755,17466.8134403446,17069.9231625978,2924.70961191455
"DEU",1972,"GDP_CURRENT_PER_CAPITA",626.029913648639,3461.24976035018,4716.752566,4716.752566,4684.75874031108,4729.84349977202,17.8269092509469,-29.8513987330533,4178.8870143256,4083.93210835762,699.728720389987
"DEU",1973,"AIC_CONSTANT_PER_CAPITA",2868.13744390738,15990.5217773762,21729.0654321354,21729.0654321354,21577.631910453,21786.3057690475,89.867681444841,-141.560006356419,19259.4754040038,18824.525665434,3188.77949397982
"DEU",1973,"AIC_CURRENT_PER_CAPITA",678.771200112016,3784.30457728003,5142.38390214305,5142.38390214305,5106.5457614473,5155.93035622362,21.2680163271732,-33.5014821575315,4557.93262672027,4454.9977563344,754.654100911059
"DEU",1973,"CURRENT_LCU_MILLIONS",71855.4243,400610.4134,544378.1014,544378.1014,540584.2386,545812.1431,2251.4543,-3546.5017,482507.4823,471610.69,79888.467
"DEU",1973,"GDP_CONSTANT_PER_CAPITA",2718.28755978266,15155.0744244177,20593.799776,20593.799776,20450.2781121419,20648.0495108153,85.1724177364461,-134.164004259565,18253.2369604022,17841.011784096,3022.1772139227
"DEU",1973,"GDP_CURRENT_PER_CAPITA",685.980843551131,3824.49998725426,5197.004302,5197.004302,5160.78550252572,5210.69464124212,21.4939169168725,-33.8573218587413,4606.34521265901,4502.31700815287,762.669742980931
"DEU",1974,"AIC_CONSTANT_PER_CAPITA",2972.07254491588,16165.757005092,21626.6952129183,21626.6952129183,21472.4149662726,21683.7778194673,92.2280385408976,-146.971429103147,19049.212441547,18634.2137593462,2825.63826209841
"DEU",1974,"AIC_CURRENT_PER_CAPITA",774.401426940479,4212.13987987315,5635.03864047328,5635.03864047328,5594.83947260454,5649.91204995337,24.0308820093132,-38.2947867849505,4963.4512865647,4855.31948062191,736.246598667247
"DEU",1974,"CURRENT_LCU_MILLIONS",80968.857,440407.4421,589181.0397,589181.0397,584977.9474,590736.1543,2512.5897,-4003.9765,518962.0828,507656.1781,76979.5141
"DEU",1974,"GDP_CONSTANT_PER_CAPITA",2854.48429347146,15526.1686132286,20771.048106,20771.048106,20622.8718639374,20825.8722737692,88.579092015442,-141.156593462581,18295.5418805015,17896.9623699912,2713.84359442686
"DEU",1974,"GDP_CURRENT_PER_CAPITA",785.173299122191,4270.73046457383,5713.421652,5713.421652,5672.66331638825,5728.50194961363,24.3651499747543,-38.8274647141521,5032.49256280597,4922.85665065693,746.487739733318
