"location","year","multiplier_type","sna2_cfc","sna2_consumption","sna2_gdi","sna2_gdp","sna2_gndi","sna2_gni_mkt","sna2_net_primary","sna2_net_secondary","sna2_nndi","sna2_nni_mkt","sna2_saving_net"
"AUS",1973,"AIC_CONSTANT_PER_CAPITA",3412.25903744102,14621.3177569622,21497.1962689082,21497.1962689082,21435.1357407892,21418.0155951012,-232.191975893603,17.1201456880076,18022.8767033482,18005.7565576602,3401.20227668418
"AUS",1973,"AIC_CURRENT_PER_CAPITA",878.045171315904,3762.36895086486,5531.67540143746,5531.67540143746,5515.70593767568,5511.30056836208,-59.7478213156322,4.405369313595,4637.66076635977,4633.25539704618,875.20003696754
"AUS",1973,"CURRENT_LCU_MILLIONS",9567,40994,60272,60272,60098,60050,-651,48,50531,50483,9536
"AUS",1973,"GDP_CONSTANT_PER_CAPITA",3531.81330136869,15133.6003424593,22250.386882,22250.386882,22186.1519583627,22168.4319794283,-240.327214298215,17.7199789344306,18654.338656994,18636.6186780596,3520.36914830688
"AUS",1973,"GDP_CURRENT_PER_CAPITA",917.514574985798,3931.49289087152,5780.332232,5780.332232,5763.64491768543,5759.04152063313,-62.433572521768,4.60339705229626,4846.13034269963,4841.52694564733,914.541547722856
"AUS",1974,"AIC_CONSTANT_PER_CAPITA",3199.60061837565,15322.5022489573,21063.9634011466,21063.9634011466,21121.0938405347,21105.7011832902,-203.656695849982,15.3926572444753,17921.4932221591,17906.1005649146,2598.9909732018
"AUS",1974,"AIC_CURRENT_PER_CAPITA",906.816639659373,4342.63574046518,5969.85523744299,5969.85523744299,5986.04689360492,5981.68437484627,-57.7194789606484,4.36251875865366,5079.23025394555,5074.86773518689,736.594513480368
"AUS",1974,"CURRENT_LCU_MILLIONS",10809,51763,71159,71159,71352,71300,-688,52,60543,60491,8780
"AUS",1974,"GDP_CONSTANT_PER_CAPITA",3371.5445459285,16145.9210223792,22195.923614,22195.923614,22256.1241966038,22239.9043505136,-214.601040577186,16.2198460901362,18884.5796506753,18868.3598045851,2738.65862829607
"AUS",1974,"GDP_CURRENT_PER_CAPITA",946.23109006477,4531.38679942851,6229.332791,6229.332791,6246.22821151832,6241.67607749266,-60.2282348010512,4.55213402566084,5299.99712145355,5295.44498742789,768.610322025043
"AUS",1975,"AIC_CONSTANT_PER_CAPITA",3235.89659684166,15552.0195983692,21093.0078582128,21093.0078582128,21077.0425135811,21089.4600038502,-303.59496616934,-12.4174902690298,17841.1459167395,17853.5634070085,2289.12631837033
"AUS",1975,"AIC_CURRENT_PER_CAPITA",993.931444884725,4776.92684165798,6478.88557314866,6478.88557314866,6473.98169022691,6477.79582138827,-93.2516149245752,-3.81413116135575,5480.05024534219,5483.86437650354,703.123403684213
"AUS",1975,"CURRENT_LCU_MILLIONS",12769,61369,83234,83234,83171,83220,-1198,-49,70402,70451,9033
"AUS",1975,"GDP_CONSTANT_PER_CAPITA",3458.97422818697,16624.151414332,22547.126706,22547.126706,22530.0607355735,22543.3342681274,-324.524326522671,-13.2735325539323,19071.0865073865,19084.3600399405,2446.9350930545
"AUS",1975,"GDP_CURRENT_PER_CAPITA",1061.7025929605,5102.64127397547,6920.647946,6920.647946,6915.40969215424,6919.48388958983,-99.6099699558834,-4.07419743559122,5853.70709919374,5857.78129662933,751.065825218276
"AUS",1976,"AIC_CONSTANT_PER_CAPITA",3237.56687360093,16043.4126105803,21612.4235557487,21612.4235557487,21430.6591009218,21456.0791298765,-313.13876376129,-25.4200289547599,18193.0922273208,18218.5122562756,2149.67961674058
"AUS",1976,"AIC_CURRENT_PER_CAPITA",1049.5131120701,5200.7487581028,7006.03965599103,7006.03965599103,6947.11757465747,6955.35791524001,-101.50932823802,-8.24034058254041,5897.60446258737,5905.84480316991,696.855704484567
"AUS",1976,"CURRENT_LCU_MILLIONS",14392,71318,96074,96074,95266,95379,-1392,-113,80874,80987,9556
"AUS",1976,"GDP_CONSTANT_PER_CAPITA",3464.0705426393,17165.8270539153,23124.452009,23124.452009,22929.9711169452,22957.1695585321,-335.046289282511,-27.1984415868705,19465.9005743059,19493.0990158928,2300.07352039057
"AUS",1976,"GDP_CURRENT_PER_CAPITA",1105.10388265437,5476.22281150253,7377.136633,7377.136633,7315.09355787599,7323.77037407526,-106.886089817599,-8.67681619927348,6209.98967522162,6218.66649142089,733.766863719092
"AUS",1977,"AIC_CONSTANT_PER_CAPITA",3298.09754137542,16188.2350821997,21369.5049738226,21369.5049738226,21083.7499654517,21107.1725071215,-314.473081200744,-23.4225416697446,17785.6524240763,17809.074965746,1597.21366760119
"AUS",1977,"AIC_CURRENT_PER_CAPITA",1138.78169534127,5589.54535462355,7378.55712191722,7378.55712191722,7279.89036970554,7287.97780841141,-108.582655320627,-8.08743870587572,6141.10867436427,6149.19611307015,551.49299418676
"AUS",1977,"CURRENT_LCU_MILLIONS",16193,79481,104920,104920,103517,103632,-1544,-115,87324,87439,7842
"AUS",1977,"GDP_CONSTANT_PER_CAPITA",3557.7392080386,17462.6486749902,23051.81237,23051.81237,22743.5613906337,22768.8278643523,-339.229873229889,-25.2664737185475,19185.8221825951,19211.0886563137,1722.95379913782
"AUS",1977,"GDP_CURRENT_PER_CAPITA",1189.52019256848,5838.58793463444,7707.309245,7707.309245,7604.24638881686,7612.69416391384,-113.420563041174,-8.44777509697865,6414.72619624838,6423.17397134536,576.064802700057
"AUS",1978,"AIC_CONSTANT_PER_CAPITA",3317.73819973234,16294.5639564719,21992.2090492822,21992.2090492822,21685.8421680101,21718.6671910035,-341.417329553227,-32.825022993439,18368.1039682778,18400.9289912712,2073.54001180588
"AUS",1978,"AIC_CURRENT_PER_CAPITA",1224.24610398081,6012.69757854501,8115.12983414046,8115.12983414046,8002.08038954703,8014.19283003919,-125.983067491821,-12.1124404921523,6777.83428556622,6789.94672605837,765.136707021212
"AUS",1978,"CURRENT_LCU_MILLIONS",17890,87864,118587,118587,116935,117112,-1841,-177,99045,99222,11181
"AUS",1978,"GDP_CONSTANT_PER_CAPITA",3580.76790012219,17586.3941182972,23735.747511,23735.747511,23405.0919173163,23440.5193023538,-368.484835333983,-35.4273850375421,19824.3240171941,19859.7514022316,2237.92989889694
