"location","year","labor_health_FTE","labor_health_HRS","labor_health_JOB","labor_health_PER","labor_total_FTE","labor_total_HRS","labor_total_JOB","labor_total_PER","labor_health_per_capita","labor_total_per_capita","labor_health_share_PER","labor_health_share_FTE","labor_health_share_JOB"
"ISL",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ISL",2008,NA,18.5867,12.5,10.8,NA,289.4901,205.8,178.9,33.8134001252348,560.112711333751,0.0603689211850196,NA,0.0607385811467444
"ISL",2009,NA,17.8044,12.3,10.6,NA,251.4859,188.3,164.4,33.2080200501253,515.037593984962,0.0644768856447688,NA,0.0653212958045672
"ISL",2010,NA,16.8336,11.9,10.2,NA,246.9091,186.1,162.3,32.0754716981132,510.377358490566,0.0628465804066543,NA,0.0639441160666308
"ISL",2011,NA,16.5363,11.7,10,NA,251.1774,188,164.2,31.3479623824451,514.733542319749,0.0609013398294763,NA,0.0622340425531915
"ISL",2012,NA,16.3852,11.6,10,NA,253.5476,191.5,167.2,31.1817898347365,521.359526036794,0.0598086124401914,NA,0.0605744125326371
"ISL",2013,NA,16.7674,11.7,10.1,NA,259.9198,195.9,171.3,31.1920938851143,529.030265596047,0.0589608873321658,NA,0.0597243491577335
"ISL",2014,NA,16.9964,12,10.3,NA,264.482,201.3,175.4,31.459987782529,535.736102626756,0.0587229190421893,NA,0.0596125186289121
"ISL",2015,NA,17.2503,12.2,10.5,NA,271.7655,208.2,180.4,31.7412333736397,545.3446191052,0.0582039911308204,NA,0.058597502401537
"ISL",2016,NA,17.7422,12.6,10.8,NA,281.628,216.8,188.7,32.2003577817531,562.611806797853,0.0572337042925278,NA,0.0581180811808118
"ISL",2017,NA,18.2348,13,11.1,NA,291.0843,225.2,196.7,32.3238206173559,572.801397786837,0.0564311133706152,NA,0.0577264653641208
"ISL",2018,NA,18.9809,13.6,11.6,NA,296.5422,231.7,202.5,32.8891409129572,574.142330592572,0.0572839506172839,NA,0.0586965904186448
"ISR",1995,NA,NA,NA,NA,NA,4641.3837,2475.395955,2300.435296,NA,414.80862386231,NA,NA,NA
"ISR",1996,NA,NA,NA,NA,NA,4873.8915,2606.546672,2394.3984,NA,420.9209673946,NA,NA,NA
"ISR",1997,NA,NA,NA,NA,NA,5010.1649,2680.57708,2455.364167,NA,420.808357848283,NA,NA,NA
"ISR",1998,NA,NA,NA,NA,NA,5077.2395,2756.3,2519.1,NA,421.298212605833,NA,NA,NA
"ISR",1999,NA,NA,NA,NA,NA,5263.9942,2846.078835,2601.63796,NA,423.935302576637,NA,NA,NA
"ISR",2000,NA,NA,NA,NA,NA,5506.2217,2933.236241,2706.103014,NA,429.281229417177,NA,NA,NA
"ISR",2001,NA,NA,NA,NA,NA,5461.9441,2945.1369,2733.685596,NA,423.385787066973,NA,NA,NA
"ISR",2002,NA,NA,NA,NA,NA,5552.8889,2946.230214,2755.018249,NA,418.004930908263,NA,NA,NA
"ISR",2003,NA,NA,NA,NA,NA,5565.19,2933.654819,2786.945299,NA,415.100805642026,NA,NA,NA
"ISR",2004,NA,NA,NA,NA,NA,5582.6823,2948.581049,2829.124838,NA,413.821955877029,NA,NA,NA
"ISR",2005,NA,NA,NA,NA,NA,5746.3211,3068.694004,2924.193984,NA,420.071896482993,NA,NA,NA
"ISR",2006,NA,NA,NA,NA,NA,5862.6531,3204.349203,3003.840389,NA,423.769959828593,NA,NA,NA
"ISR",2007,NA,NA,NA,NA,NA,6151.8546,3346.324606,3131.041687,NA,433.750896062561,NA,NA,NA
"ISR",2008,NA,NA,NA,NA,NA,6356.1427,3472.21043,3241.854236,NA,441.004102937326,NA,NA,NA
"ISR",2009,NA,NA,NA,NA,NA,6485.8963,3493.165961,3305.71089,NA,441.818871833254,NA,NA,NA
"ISR",2010,NA,NA,NA,NA,NA,6660.6024,3616.36617,3404.750869,NA,446.769328648801,NA,NA,NA
"ISR",2011,NA,NA,NA,NA,NA,6823.1774,3755.756121,3504.793362,NA,451.469728425914,NA,NA,NA
"ISR",2012,NA,NA,NA,NA,NA,6994.3658,3907.948055,3644.967298,NA,460.966685278337,NA,NA,NA
"ISR",2013,NA,NA,NA,NA,NA,7142.8659,3984.791154,3742.468597,NA,464.555236236233,NA,NA,NA
"ISR",2014,NA,NA,NA,NA,NA,7287.6304,4087.879194,3847.38938,NA,468.505352500289,NA,NA,NA
"ISR",2015,NA,NA,NA,NA,NA,7458.6609,4198.192243,3934.080819,NA,469.623237039071,NA,NA,NA
"ISR",2016,NA,NA,NA,NA,NA,7735.0183,4326.248332,4026.157929,NA,471.260822450144,NA,NA,NA
"ISR",2017,NA,NA,NA,NA,NA,7919.8348,4430.019823,4123.770239,NA,473.467329795143,NA,NA,NA
"ISR",2018,NA,NA,NA,NA,NA,8025.5378,4512.394499,4195.498989,NA,472.412902713658,NA,NA,NA
"ITA",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITA",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITA",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITA",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITA",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITA",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITA",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITA",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITA",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITA",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITA",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITA",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITA",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITA",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITA",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITA",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITA",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITA",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITA",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITA",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITA",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITA",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITA",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITA",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITA",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITA",1995,NA,1880.6967,1214.4,1144.2,NA,40670.3667,25841.5,21910.4,20.1286672542366,385.445858247881,0.0522217759602746,NA,0.0469941760346729
"ITA",1996,NA,1903.1041,1222.4,1153.1,NA,41138.5685,26105.1,22044.6,20.279527192083,387.697567547129,0.0523075946036671,NA,0.0468260991147324
"ITA",1997,NA,1903.5448,1232,1163.5,NA,41132.3782,26191.8,22115.8,20.4516051917371,388.743970863274,0.0526094466399588,NA,0.0470376224619919
"ITA",1998,NA,1954.7601,1260.2,1185.4,NA,41848.4117,26507.1,22341.4,20.8305876109492,392.597005273544,0.0530584475458118,NA,0.0475419793187486
"ITA",1999,NA,1912.1104,1261,1187,NA,42231.7561,26734,22585.3,20.8551855970961,396.816026340433,0.0525563087494964,NA,0.0471683997905289
"ITA",2000,NA,1964.8308,1284.6,1209.3,NA,42607.4688,27215.8,23028.6,21.2373621626178,404.421333249037,0.0525129621427269,NA,0.0472005232254793
"ITA",2001,NA,1981.4581,1310.8,1232.4,NA,43149.5356,27757.7,23481,21.6287175455161,412.093408541273,0.0524849878625272,NA,0.0472229327357814
"ITA",2002,NA,1965.4123,1316.1,1242.4,NA,43601.0189,28081.6,23875.4,21.7585092689078,418.136761267612,0.0520368245139348,NA,0.0468669876360321
"ITA",2003,NA,1988.0256,1329.5,1256.6,NA,43973.068,28577.8,24226.2,21.8871815594486,421.966606633387,0.0518694636385401,NA,0.0465221255659988
"ITA",2004,NA,2007.8892,1337.5,1263.6,NA,44228.1686,28706.9,24373.3,21.8446601941748,421.35680303156,0.0518436157598684,NA,0.0465915859950047
"ITA",2005,NA,2010.8246,1346.7,1275.2,NA,44391.5515,28747.6,24510.8,21.9141923265957,421.215797740529,0.0520260456615043,NA,0.046845649723803
"ITA",2006,NA,2030.9027,1342.9,1272.4,NA,45286.1442,29240.4,24994.4,21.7770810085506,427.77827221009,0.0509074032583299,NA,0.0459261843203239
"ITA",2007,NA,2015.7426,1338.9,1269.8,NA,45994.5421,29469,25303.6,21.5998666380891,430.425567383487,0.0501825827155029,NA,0.0454341850758424
"ITA",2008,NA,2083.9429,1368.8,1294.9,NA,45813.2973,29428.1,25359.7,21.8578404811459,428.070335353863,0.0510613295898611,NA,0.0465133664762591
"ITA",2009,NA,2114.1868,1392.7,1306.5,NA,44275.9256,28889.9,24941.8,21.9291252016254,418.639001112821,0.0523819451683519,NA,0.0482071589032845
"ITA",2010,NA,2106.0991,1407.6,1315.5,NA,44033.4157,28707.9,24782.8,21.9874443419311,414.223060157514,0.0530811691979922,NA,0.0490317996091668
"ITA",2011,NA,2140.008,1434.4,1337,NA,44047.5189,28671.6,24849.7,22.2610722610723,413.747918747919,0.0538034664402387,NA,0.0500285997293489
"ITA",2012,NA,2132.8862,1461.2,1358.2,NA,42964.1626,28524.4,24782.6,22.5094507541544,410.722069106102,0.0548045806331862,NA,0.0512263185202844
"ITA",2013,NA,2125.198,1466.4,1365.4,NA,41840.5954,27972.9,24338.8,22.5141146053187,401.323079358379,0.0560997255411113,NA,0.0524221657389831
"ITA",2014,NA,2182.9615,1484.7,1386.6,NA,41805.4367,27902.3,24357.3,22.8100103472498,400.685320230107,0.056927491963395,NA,0.0532106672209818
"ITA",2015,NA,2180.0198,1492,1394.1,NA,42105.8134,28036.7,24516.2,22.9554787866413,403.68776201783,0.0568644406555665,NA,0.0532159633623073
"ITA",2016,NA,2188.8204,1501,1402.3,NA,42782.0328,28374.9,24848.6,23.129767844625,409.856913116985,0.0564337628679282,NA,0.0528988648418144
"ITA",2017,NA,2184.0987,1504.4,1403.3,NA,43221.2531,28653.7,25138.1,23.1809794719567,415.253887311333,0.0558236302664084,NA,0.0525028181351797
"ITA",2018,NA,2211.7941,1524.7,1419.8,NA,43691.5113,28898.7,25358.8,23.4981413992963,419.696202364047,0.0559884537123208,NA,0.0527601587614668
"JPN",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN",1994,NA,NA,NA,NA,NA,NA,66983,66983,NA,535.367179257649,NA,NA,NA
"JPN",1995,NA,NA,NA,NA,NA,NA,67214,67214,NA,535.842979686852,NA,NA,NA
"JPN",1996,NA,NA,NA,NA,NA,NA,67281,67281,NA,535.20376100739,NA,NA,NA
"JPN",1997,NA,NA,NA,NA,NA,NA,67765,67765,NA,537.77051209815,NA,NA,NA
"JPN",1998,NA,NA,NA,NA,NA,NA,66989,66989,NA,530.190187496537,NA,NA,NA
"JPN",1999,NA,NA,NA,NA,NA,NA,66091,66091,NA,522.099425691422,NA,NA,NA
"JPN",2000,NA,NA,NA,NA,NA,NA,65610,65610,NA,517.302552215152,NA,NA,NA
"JPN",2001,NA,NA,NA,NA,NA,NA,65370,65370,NA,514.189975773212,NA,NA,NA
"JPN",2002,NA,NA,NA,NA,NA,NA,64607,64607,NA,507.119309262166,NA,NA,NA
"JPN",2003,NA,NA,NA,NA,NA,NA,64641,64641,NA,506.455960010656,NA,NA,NA
"JPN",2004,NA,NA,NA,NA,NA,NA,65010,65010,NA,508.948283150923,NA,NA,NA
"JPN",2005,NA,NA,NA,NA,NA,NA,65531,65531,NA,512.942741967046,NA,NA,NA
"JPN",2006,NA,NA,NA,NA,NA,NA,65989,65989,NA,516.19236846634,NA,NA,NA
"JPN",2007,NA,NA,NA,NA,NA,NA,66512,66512,NA,519.70620409439,NA,NA,NA
"JPN",2008,NA,NA,NA,NA,NA,NA,66411,66411,NA,518.653598344332,NA,NA,NA
"JPN",2009,NA,NA,NA,NA,NA,NA,65632,65632,NA,512.61383694956,NA,NA,NA
"JPN",2010,NA,NA,NA,NA,NA,NA,65494,65494,NA,511.50004295432,NA,NA,NA
"JPN",2011,NA,NA,NA,NA,NA,NA,65455,65455,NA,512.043244596381,NA,NA,NA
"JPN",2012,NA,NA,NA,NA,NA,NA,65177,65177,NA,510.983755644757,NA,NA,NA
"JPN",2013,NA,NA,NA,NA,NA,NA,65549,65549,NA,514.784070115367,NA,NA,NA
"JPN",2014,NA,NA,NA,NA,NA,NA,65934,65934,NA,518.096525278559,NA,NA,NA
"JPN",2015,NA,NA,NA,NA,NA,NA,66220,66165,NA,520.533396270946,NA,NA,NA
"JPN",2016,NA,NA,NA,NA,NA,NA,66852,NA,NA,NA,NA,NA,NA
"JPN",2017,NA,NA,NA,NA,NA,NA,67501,NA,NA,NA,NA,NA,NA
"JPN",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",2008,NA,NA,NA,NA,NA,52374.6444,NA,23774.8,NA,484.655998369177,NA,NA,NA
"KOR",2009,NA,NA,NA,NA,NA,51025.0364,NA,23687.6,NA,480.400746329196,NA,NA,NA
"KOR",2010,NA,NA,NA,NA,NA,51433.0908,NA,24032.8,NA,484.982039794971,NA,NA,NA
"KOR",2011,NA,NA,NA,NA,NA,51829.2632,NA,24526.5,NA,491.14884754791,NA,NA,NA
"KOR",2012,NA,NA,NA,NA,NA,52336.1644,NA,24954.8,NA,497.107569721116,NA,NA,NA
"KOR",2013,NA,NA,NA,NA,NA,52806.572,NA,25299.4,NA,501.683555097265,NA,NA,NA
"KOR",2014,NA,NA,NA,NA,NA,53382.8568,NA,25897.2,NA,510.319821861391,NA,NA,NA
"KOR",2015,NA,NA,NA,NA,NA,54404.8648,NA,26177.7,NA,513.137312555131,NA,NA,NA
"KOR",2016,NA,NA,NA,NA,NA,54543.4032,NA,26409.1,NA,515.339733832884,NA,NA,NA
"KOR",2017,NA,NA,NA,NA,NA,53942.8032,NA,26724.8,NA,519.472845313533,NA,NA,NA
"KOR",2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LTU",1995,NA,150.8758,NA,86.958213,NA,2564.9465,NA,1483.175,23.9613714144003,408.689482240776,0.0586297726161781,NA,NA
"LTU",1996,NA,149.2081,NA,86.106874,NA,2585.4312,NA,1497.025,23.9079503553976,415.655541981342,0.0575186613450009,NA,NA
"LTU",1997,NA,150.6084,NA,86.631732,NA,2609.6969,NA,1506.15,24.2312967106735,421.277131349295,0.0575186614878996,NA,NA
"LTU",1998,NA,156.4332,NA,87.616332,NA,2659.4246,NA,1494.4,24.6855244696137,421.04076860226,0.05862977248394,NA,NA
"LTU",1999,NA,148.382,NA,85.686762,NA,2522.5516,NA,1461.4889,24.3138193065093,414.700896657397,0.0586297726927656,NA,NA
"LTU",2000,NA,151.9509,NA,82.034395,NA,2583.2234,NA,1399.19347,23.4417473924846,399.826680954422,0.0586297726217948,NA,NA
"LTU",2001,NA,152.2132,NA,84.721802,NA,2464.8028,NA,1345.99442,24.4097506697268,387.803226789765,0.0629436502418784,NA,NA
"LTU",2002,NA,145.384,NA,80.344049,NA,2513.4518,NA,1394.679915,23.3350233962917,405.069060520751,0.0576075184964573,NA,NA
"LTU",2003,NA,151.249,NA,83.846336,NA,2546.1562,NA,1425.714053,24.5508365071227,417.459775715307,0.0588100649099795,NA,NA
"LTU",2004,NA,151.3595,NA,83.101124,NA,2648.9519,NA,1410.104383,24.6074262490469,417.551988925327,0.0589326045659132,NA,NA
"LTU",2005,NA,151.2903,NA,80.426187,NA,2669.493,NA,1420.71767,24.2065273137698,427.605017306245,0.0566095493132003,NA,NA
"LTU",2006,NA,150.6737,NA,83.22206,NA,2654.3691,NA,1416.259205,25.4508795198888,433.118843674243,0.0587618846226669,NA,NA
"LTU",2007,NA,153.4475,NA,80.218841,NA,2751.1946,NA,1445.135283,24.8256088737206,447.231134957079,0.0555095719713322,NA,NA
"LTU",2008,NA,144.1997,NA,74.617108,NA,2757.4466,NA,1426.094365,23.3307437767941,445.900988702817,0.0523227002583381,NA,NA
"LTU",2009,NA,141.1909,NA,74.976148,NA,2452.584,NA,1316.508148,23.7047547263348,416.232409586597,0.0569507663996623,NA,NA
"LTU",2010,NA,144.1767,NA,74.221738,NA,2398.4028,NA,1248.202294,23.9635067133054,402.999240624522,0.0594629078609913,NA,NA
"LTU",2011,NA,136.8794,NA,72.001202,NA,2379.7091,NA,1255.091771,23.7775652509895,414.479559395862,0.0573672807548031,NA,NA
"LTU",2012,NA,129.7199,NA,70.107732,NA,2421.8181,NA,1278.800711,23.4648790252807,428.011335198491,0.0548230317647986,NA,NA
"LTU",2013,NA,129.1004,NA,69.853132,NA,2433.219,NA,1296.271688,23.6174702614102,438.271802072496,0.0538877248085048,NA,NA
"LTU",2014,NA,128.211,NA,68.616432,NA,2471.6171,NA,1322.785503,23.3996740517132,451.098209398755,0.0518726821879904,NA,NA
"LTU",2015,NA,136.5684,NA,70.955645,NA,2541.6799,NA,1341.331807,24.4261078656482,461.746424846209,0.0528993979190713,NA,NA
"LTU",2016,NA,137.2524,NA,72.798965,NA,2632.1771,NA,1371.767474,25.3811373630645,478.262550680193,0.0530694643077679,NA,NA
"LTU",2017,NA,133.4999,NA,72.168006,NA,2555.4918,NA,1361.890983,25.5154608448655,481.505281602374,0.0529910300463455,NA,NA
"LTU",2018,NA,NA,NA,NA,NA,2601.7399,NA,1380.604076,NA,492.801315560746,NA,NA,NA
"LUX",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUX",1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUX",1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUX",1973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUX",1974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUX",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUX",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUX",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUX",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUX",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUX",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUX",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUX",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LUX",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
