"location","year","hospital_employment","hospital_hc_assistants","hospital_hc_other","hospital_non_hc_staff","pa_caring","pa_dentists","pa_midwives","pa_nurses_all","pa_nurses_assoc","pa_nurses_pro","pa_pharmacists","pa_physicians","prac_physiotherapists","total_hns","pa_usually_mentioned"
"ISR",1996,72.1,6.5,3.6,27.7,NA,5.93,NA,NA,NA,NA,3.042,20.459,NA,182.98657,NA
"ISR",1997,75,6.3,4.5,29.1,NA,6.181,NA,NA,NA,NA,3.287,21.121,NA,187.21535,NA
"ISR",1998,78,6.8,2.5,31.5,NA,6.476,NA,NA,NA,NA,3.393,21.573,NA,205.64218,NA
"ISR",1999,82.4,9.3,3.7,30.1,NA,6.614,NA,NA,NA,NA,3.576,22.148,NA,216.83207,NA
"ISR",2000,79.8,7.8,5.3,31,NA,6.879,1.421,39.813,15.143,24.67,3.77,22.725,NA,220.56472,62.538
"ISR",2001,84.7,9.7,4.7,32.6,NA,7.105,1.429,40.894,14.985,25.909,4.04,23.272,NA,236.36471,64.166
"ISR",2002,83.6,7.7,4.8,32.8,NA,7.234,1.493,42.183,14.766,27.417,4.27,23.758,NA,245.30188,65.941
"ISR",2003,83.5,8.7,4.8,34.3,NA,7.345,1.533,42.857,14.303,28.554,4.417,24.18,NA,261.82866,67.037
"ISR",2004,86.1,9,5.3,32.1,NA,7.409,1.495,43.477,13.615,29.862,4.555,24.387,NA,268.34957,67.864
"ISR",2005,85.3,8.3,6.5,31,NA,7.437,1.452,44.151,12.963,31.188,4.707,24.512,NA,279.18347,68.663
"ISR",2006,81.4,8.7,5.4,28,NA,7.549,1.491,44.612,12.176,32.436,4.973,24.675,NA,276.29827,69.287
"ISR",2007,90.2,10.8,5.3,32.9,NA,7.612,1.495,45.123,11.658,33.465,5.25,24.85,NA,280.32967,69.973
"ISR",2008,91.1,10.3,6.7,31.2,NA,7.71,1.537,45.5,10.949,34.551,5.397,25.02,NA,290.20127,70.52
"ISR",2009,87.7,9.9,7.2,31.3,NA,7.869,1.554,45.924,10.505,35.419,5.911,25.474,NA,300.67826,71.398
"ISR",2010,89.4,10.1,6.1,32.1,NA,8.049,1.597,46.151,10.132,36.019,6.097,25.853,NA,315.58321,72.004
"ISR",2011,88.1,8.3,5.8,34.1,NA,8.175,1.702,46.352,9.646,36.706,6.429,26.337,NA,321.4884,72.689
"ISR",2012,89.7,9.3,5.3,35.7,NA,8.345,1.741,46.715,9.147,37.568,6.669,26.709,NA,354.50748,73.424
"ISR",2013,87.8,3.8,10.8,33.9,NA,8.469,1.792,46.988,8.667,38.321,6.73,26.968,9.267,368.74775,73.956
"ISR",2014,92.2,4.1,14.9,30.6,NA,8.558,1.832,47.842,8.246,39.596,7.062,27.23,9.267,394.79964,75.072
"ISR",2015,89.6,3.8,13.9,28.8,NA,8.769,1.964,48.515,7.843,40.672,7.21,27.62,9.4,410.43393,76.135
"ISR",2016,90.8,4.6,13.6,28.3,NA,9.007,2.008,49.494,7.557,41.937,7.592,28.083,10.133,417.46199,77.577
"ISR",2017,95,3.7,12.2,32.2,NA,9.354,2.041,50.915,7.348,43.567,8.009,28.674,10.833,428.71829,79.589
"ISR",2018,98.7,3,13.1,34.1,NA,9.56,2.093,52.268,7.088,45.18,8.14,29.58,NA,NA,81.848
"ITA",1993,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITA",1994,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ITA",1995,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,216,NA,1342.6,NA
"ITA",1996,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,221.66667,NA,1366.8,NA
"ITA",1997,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,227.33333,NA,1392.1,NA
"ITA",1998,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,231.66667,NA,1433.7,NA
"ITA",1999,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,234.33333,NA,1455.4,NA
"ITA",2000,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,237.33333,NA,1497.8,NA
"ITA",2001,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,242.33333,NA,1531.1,NA
"ITA",2002,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,246.33333,NA,1554.8,NA
"ITA",2003,647.024,NA,67.468,191.791,NA,31,NA,NA,NA,NA,NA,246.33333,NA,1582.9,NA
"ITA",2004,637.951,NA,67.951,187.039,NA,33,NA,NA,NA,NA,53,243.725,NA,1610.9,NA
"ITA",2005,639.772,NA,74.001,186.353,NA,35,NA,NA,NA,NA,50,233.46367,NA,1633.8,NA
"ITA",2006,634.827,NA,66.654,180.41,NA,37,NA,NA,NA,NA,44,226.256,NA,1643.2,NA
"ITA",2007,649.724,NA,68.68,181.674,NA,33.568,NA,NA,NA,NA,55.077,221.841,NA,1650.9,NA
"ITA",2008,651.095,NA,68.936,180.574,NA,28.566,NA,NA,NA,NA,59.58,230.047,NA,1696.6,NA
"ITA",2009,654.478,NA,69.658,180.798,NA,31.085,NA,NA,NA,NA,53.11,240.484,NA,1711.6,NA
"ITA",2010,656.523,NA,72.98,178.864,NA,34.023,NA,NA,NA,NA,51.832,243.449,NA,1727.4,NA
"ITA",2011,650.239,NA,71.651,176.278,469.963,35.183,NA,384.853,0,384.853,57.586,242.128,50.513,1762.7,626.981
"ITA",2012,638.753,NA,70.942,170.773,532.774,39.511,NA,381.356,0,381.356,57.684,242.09633,56.972,1780.4,623.45233
"ITA",2013,639.677,NA,72.046,170.434,590.812,47.038,15.82395,369.706,0,369.706,69.166,248.677,56.548,1799.2,618.383
"ITA",2014,630.281,NA,72.089,166.219,625.464,47.61,16.55304,374.1,0,374.1,70.987,252.796,60.651,1834.5,626.896
"ITA",2015,625.196,NA,71.664,164.741,644.787,47.604,17.63,370.949,0,370.949,70.645,252.465,59.566,1865.8,623.414
"ITA",2016,627.011,NA,73.251,163.745,669.763,48.559,18.154,396.539,0,396.539,70.782,251.161,61.033,1897.3,647.7
"ITA",2017,625.107,NA,72.002,161.396,672.761,49.552,17.919,406.291,0,406.291,72.724,248.136,61.297,1951.3,654.427
"ITA",2018,NA,NA,NA,NA,NA,49.933,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.01,NA,NA,NA
"JPN",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.416,NA,NA,NA
"JPN",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136.667,NA,NA,NA
"JPN",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.347,NA,NA,NA
"JPN",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.58,NA,NA,NA
"JPN",1980,985.768,NA,NA,NA,NA,52.369,NA,NA,NA,NA,NA,154.578,NA,NA,NA
"JPN",1981,1030.092,NA,NA,NA,NA,55.68,NA,NA,NA,NA,NA,161.26,NA,NA,NA
"JPN",1982,1072.386,NA,NA,NA,NA,57.148,NA,NA,NA,NA,NA,166.212,NA,NA,NA
"JPN",1983,1111.129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN",1984,1149.505,NA,NA,NA,NA,61.911,NA,NA,NA,NA,NA,179.358,NA,NA,NA
"JPN",1985,1183.383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JPN",1986,1229.386,NA,NA,NA,NA,65.605,NA,NA,NA,NA,NA,189.531,NA,NA,NA
"JPN",1988,NA,NA,NA,NA,NA,69.499,NA,NA,NA,NA,NA,199.958,NA,NA,NA
"JPN",1990,NA,NA,NA,NA,NA,73.041,NA,NA,NA,NA,NA,210.197,NA,NA,NA
"JPN",1992,NA,NA,NA,NA,NA,76.343,NA,NA,NA,NA,NA,218.066,NA,NA,NA
"JPN",1994,NA,NA,NA,NA,NA,79.896,NA,NA,NA,NA,NA,228.643,NA,3503,NA
"JPN",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3637,NA
"JPN",1996,NA,NA,NA,NA,NA,84.366,NA,NA,NA,NA,NA,239.002,NA,3770,NA
"JPN",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3929,NA
"JPN",1998,NA,NA,NA,NA,NA,86.847,NA,NA,NA,NA,NA,246.548,NA,4097,NA
"JPN",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4246,NA
"JPN",2000,NA,NA,NA,NA,NA,89.668,NA,NA,NA,NA,NA,253.469,NA,4515,NA
"JPN",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4769,NA
"JPN",2002,NA,NA,NA,NA,NA,91.783,24.34,1135.692,393.413,742.279,NA,260.5,NA,4959,1396.192
"JPN",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5176,NA
"JPN",2004,NA,NA,NA,NA,NA,94.022,25.257,1185.376,385.96,799.416,NA,267.943,NA,5406,1453.319
"JPN",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5710,NA
"JPN",2006,NA,NA,NA,NA,NA,95.944,25.775,1234.312,382.149,852.163,NA,275.127,NA,5924,1509.439
"JPN",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6068,NA
"JPN",2008,NA,NA,NA,NA,NA,98.063,27.789,1295.67,375.042,920.628,NA,283.915,NA,6301,1579.585
"JPN",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6567,NA
"JPN",2010,NA,NA,NA,NA,NA,100.161,29.672,1365.899,368.148,997.751,NA,292.338,NA,6931,1658.237
"JPN",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7162,NA
"JPN",2012,NA,NA,NA,NA,NA,101.11,31.835,1420.8,357.777,1063.023,NA,300.664,NA,7464,1721.464
"JPN",2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7706,NA
"JPN",2014,NA,NA,NA,NA,NA,102.534,33.956,1475.384,340.153,1135.231,NA,308.651,NA,7922,1784.035
"JPN",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8214,NA
"JPN",2016,NA,NA,NA,NA,NA,103.127,35.774,1523.788,323.111,1200.677,NA,317.162,NA,NA,1840.95
"KOR",2000,182.262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",2001,183.741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",2002,196.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",2003,208.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"KOR",2004,211.073,0,32.361,56.735,NA,NA,NA,NA,NA,NA,NA,NA,14.224,NA,NA
"KOR",2005,216.907,0,34.414,56.096,NA,NA,NA,NA,NA,NA,NA,NA,15.681,NA,NA
"KOR",2006,236.585,0,37.466,65.849,NA,NA,NA,NA,NA,NA,NA,NA,17.185,NA,NA
"KOR",2007,252.872,0,41.492,69.472,NA,NA,NA,NA,NA,NA,NA,NA,18.781,NA,NA
"KOR",2008,272.56,0,45.633,71.62,NA,NA,NA,NA,NA,NA,NA,NA,20.218,850.5,NA
"KOR",2009,285.303,0,48.896,72.386,NA,NA,NA,NA,NA,NA,NA,NA,21.335,1006.4,NA
"KOR",2010,299.413,0,52.305,72.565,NA,NA,NA,NA,NA,NA,NA,NA,22.827,1162,NA
"KOR",2011,311.823,0,58.157,72.171,NA,NA,NA,NA,NA,NA,NA,NA,24.017,1328.2,NA
"KOR",2012,253.907,0,57.828,9.247,NA,NA,NA,NA,NA,NA,NA,NA,25.475,1415.3,NA
"KOR",2013,281.525,0,61.586,10.12,NA,NA,NA,NA,NA,NA,NA,NA,27.111,1565.5,NA
"KOR",2014,305.867,0,66.307,10.788,NA,NA,NA,NA,NA,NA,NA,NA,29.356,1708.5,NA
"KOR",2015,328.708,0,69.813,11.123,NA,NA,NA,NA,NA,NA,NA,NA,31.194,1781,NA
"KOR",2016,370.84,0,78.553,11.366,NA,NA,NA,NA,NA,NA,NA,NA,33.345,1860.8,NA
"KOR",2017,384.063,0,82.866,11.525,NA,NA,NA,NA,NA,NA,NA,NA,35.587,1921.3,NA
"LTU",1970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.263,NA,NA,NA
"LTU",1980,NA,NA,NA,NA,NA,1.924,NA,NA,NA,NA,1.372,11.347,NA,NA,NA
"LTU",1981,NA,NA,NA,NA,NA,1.964,4.163,27.439,0,27.439,1.484,11.718,NA,NA,39.157
"LTU",1982,NA,NA,NA,NA,NA,2.031,4.067,29.175,0,29.175,1.573,12.109,NA,NA,41.284
"LTU",1983,NA,NA,NA,NA,NA,2.113,4.102,30.45,0,30.45,1.654,12.54,NA,NA,42.99
"LTU",1984,NA,NA,NA,NA,NA,2.134,4.188,31.521,0,31.521,1.747,12.879,NA,NA,44.4
"LTU",1985,NA,NA,NA,NA,NA,2.156,4.158,31.949,0,31.949,1.78,13.09,NA,NA,45.039
"LTU",1986,NA,NA,NA,NA,NA,2.178,4.232,32.959,0,32.959,1.886,13.555,NA,NA,46.514
"LTU",1987,NA,NA,NA,NA,NA,2.224,4.206,34.465,0,34.465,1.832,13.947,NA,NA,48.412
"LTU",1988,NA,NA,NA,NA,NA,2.23,4.238,35.022,0,35.022,1.873,14.293,NA,NA,49.315
"LTU",1989,NA,NA,NA,NA,NA,2.259,3.971,36.611,0,36.611,1.959,14.579,NA,NA,51.19
"LTU",1990,NA,NA,NA,NA,NA,2.236,3.965,36.644,0,36.644,2,14.795,NA,NA,51.439
"LTU",1991,NA,NA,NA,NA,NA,2.12,1.972,33.069,0,33.069,1.988,14.464,NA,NA,47.533
"LTU",1992,NA,NA,NA,NA,NA,2.088,1.842,33.108,0,33.108,NA,14.534,2.437,NA,47.642
"LTU",1993,NA,NA,NA,NA,NA,1.974,1.83,32.618,0,32.618,NA,14.648,2.574,NA,47.266
"LTU",1994,NA,NA,NA,NA,NA,1.875,1.761,32.889,0,32.889,2.003,14.962,2.856,NA,47.851
"LTU",1995,NA,NA,NA,NA,NA,1.76,1.829,32.485,0,32.485,2.235,14.719,2.872,99.45007,47.204
"LTU",1996,NA,NA,NA,NA,NA,1.727,1.793,32.403,0,32.403,2.171,14.745,3.03,98.71538,47.148
"LTU",1997,NA,NA,NA,NA,NA,2.167,1.645,31.61,0,31.61,2.146,14.743,3.037,99.3171,46.353
"LTU",1998,NA,NA,NA,NA,NA,2.274,1.611,31.102,0,31.102,2.14,14.607,2.887,100.20273,45.709
"LTU",1999,NA,NA,NA,NA,NA,2.341,1.474,27.976,0,27.976,2.159,14.543,3.044,97.99597,42.519
"LTU",2000,49.586,4.988,5.064,15.288,6.948,2.461,1.38,26.755,0,26.755,2.195,14.019,2.998,93.81893,40.774
"LTU",2001,47.414,4.704,4.916,13.948,6.346,2.49,1.35,26.437,0,26.437,2.266,14.031,2.895,97.21352,40.468
"LTU",2002,46.421,4.431,3.989,14.772,5.928,2.309,1.239,25.679,0,25.679,2.238,13.856,2.772,92.49526,39.535
"LTU",2003,45.046,4.282,3.944,14.182,5.383,2.372,1.132,25.097,0,25.097,2.39,13.682,2.853,96.84595,38.779
"LTU",2004,44.02,4.273,3.843,13.575,5.298,2.272,1.081,24.539,0,24.539,NA,13.397,2.743,97.61761,37.936
"LTU",2005,43.44,4.772,3.701,12.694,5.876,2.453,1.022,24.342,0,24.342,NA,13.65,2.808,94.74585,37.992
"LTU",2006,43.244,4.831,3.626,12.396,6.066,2.249,0.971,24.198,0,24.198,NA,13.51,2.711,98.03952,37.708
"LTU",2007,42.953,4.883,3.546,12.15,6.089,2.395,0.947,23.857,0,23.857,NA,13.729,2.725,94.50159,37.586
"LTU",2008,44.615,5.279,3.55,12.485,6.475,2.287,0.932,23.976,0,23.976,NA,13.403,2.821,88.92678,37.379
"LTU",2009,43.73,5.219,3.442,11.972,6.29,2.408,0.907,23.383,0,23.383,NA,13.228,2.712,87.14018,36.611
"LTU",2010,43.179,5.324,3.348,11.56,6.387,2.529,0.89,22.953,0,22.953,NA,13.203,2.824,87.61926,36.156
"LTU",2011,43.916,5.383,3.369,11.944,6.455,2.562,0.897,22.936,0,22.936,NA,13.327,2.883,87.36311,36.263
"LTU",2012,43.99,5.502,3.306,11.858,6.6,2.765,0.897,22.796,0,22.796,NA,13.552,3.037,85.47887,36.348
"LTU",2013,43.446,5.597,3.24,11.515,6.854,2.763,0.903,22.427,0,22.427,NA,13.57,3.01,84.77083,35.997
"LTU",2014,43.752,5.684,3.205,11.607,7.02,2.756,0.907,22.374,0,22.374,NA,13.51,3.061,84.6828,35.884
"LTU",2015,43.599,5.773,3.175,11.473,7.24,2.723,0.912,22.342,0,22.342,NA,13.49,3.186,89.79399,35.832
"LTU",2016,43.678,6.048,3.148,11.259,7.515,2.877,0.922,22.187,0,22.187,NA,13.681,3.326,92.15056,35.868
"LTU",2017,43.624,6.172,3.061,11.239,7.685,2.921,0.904,21.903,0,21.903,2.953,13.731,3.358,92.56669,35.634
"LUX",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255,13.029,NA
"LUX",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.329,13.607,NA
"LUX",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.305,14.299,NA
"LUX",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.304,14.934,NA
"LUX",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301,16.109,NA
"LUX",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.301,17.624,NA
"LUX",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.306,18.595,NA
"LUX",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,20.064,NA
"LUX",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.408,21.538,NA
"LUX",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.244,0.436,22.909,NA
"LUX",2005,6.443,NA,NA,NA,NA,NA,0.159,NA,NA,NA,0.385,1.308,0.445,24.282,NA
"LUX",2006,6.624,NA,NA,NA,NA,NA,0.159,NA,NA,NA,0.401,1.36,0.489,25.615,NA
"LUX",2007,NA,NA,NA,NA,2.342,NA,0.164,5.197,0,5.197,0.405,1.436,0.555,27.02,6.633
"LUX",2008,NA,NA,NA,NA,2.48,NA,0.177,5.425,0,5.425,0.408,1.476,0.714,28.466,6.901
"LUX",2009,NA,NA,NA,NA,2.65,NA,0.186,5.749,0,5.749,0.423,1.484,0.765,29.789,7.233
"LUX",2010,NA,0.609,NA,NA,2.755,NA,0.186,5.82,0,5.82,0.44,1.549,0.8,32.115,7.369
"LUX",2011,NA,0.594,NA,NA,2.868,NA,0.19,6.048,0,6.048,0.445,1.578,0.86,33.88,7.626
"LUX",2012,NA,0.601,NA,NA,3.151,0.444,0.198,6.521,0,6.521,0.452,1.632,0.949,36.024,8.153
"LUX",2013,NA,0.59,NA,NA,3.219,0.475,0.206,6.664,0,6.664,0.454,1.672,1.01,38.707,8.336
"LUX",2014,NA,0.569,NA,NA,3.349,0.478,0.198,6.833,0,6.833,0.468,1.744,1.073,40.619,8.577
"LUX",2015,NA,0.549,NA,NA,3.468,0.509,0.21,6.948,0,6.948,0.487,1.776,1.113,42.159,8.724
"LUX",2016,NA,NA,NA,NA,3.584,0.553,0.214,6.99,0,6.99,0.496,1.81,1.156,43.278,8.8
"LUX",2017,NA,NA,NA,NA,3.696,0.594,0.217,7.144,0,7.144,0.514,1.973,1.198,45.366,9.117
"LVA",1985,NA,NA,NA,NA,NA,1.483,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LVA",1986,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LVA",1987,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LVA",1988,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LVA",1989,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA,9.494,NA,NA,NA
"LVA",1990,NA,NA,NA,NA,NA,1.539,NA,NA,NA,NA,NA,9.838,NA,NA,NA
"LVA",1991,NA,NA,NA,NA,NA,1.478,NA,NA,NA,NA,NA,9.954,NA,NA,NA
"LVA",1992,NA,NA,NA,NA,NA,1.016,NA,NA,NA,NA,NA,8.789,NA,NA,NA
"LVA",1993,NA,NA,NA,NA,NA,0.913,NA,NA,NA,NA,NA,7.862,NA,NA,NA
"LVA",1994,NA,NA,NA,NA,NA,0.939,NA,NA,NA,NA,NA,7.714,NA,NA,NA
"LVA",1995,NA,NA,NA,NA,NA,0.931,NA,NA,NA,NA,NA,7.395,NA,NA,NA
"LVA",1996,NA,NA,NA,NA,NA,1.185,NA,NA,NA,NA,NA,7.356,NA,NA,NA
"LVA",1997,NA,NA,NA,NA,NA,1.111,NA,NA,NA,NA,1.629,7.833,NA,NA,NA
"LVA",1998,NA,NA,NA,NA,NA,1.064,NA,NA,NA,NA,1.537,7.554,0.056,NA,NA
"LVA",1999,NA,NA,NA,NA,NA,1.164,NA,NA,NA,NA,1.614,7.77,0.077,NA,NA
"LVA",2000,NA,NA,NA,NA,NA,1.278,0.582,13.246,NA,NA,1.434,7.748,0.117,52.52,20.994
"LVA",2001,NA,NA,NA,NA,NA,1.245,0.548,12.957,NA,NA,1.453,6.997,0.117,49.913,19.954
"LVA",2002,NA,NA,NA,NA,NA,1.268,0.527,12.987,NA,NA,1.476,7.11,0.128,48.45,20.097
"LVA",2003,NA,NA,NA,NA,NA,1.287,0.535,13.009,NA,NA,1.48,7.087,0.164,48.199,20.096
"LVA",2004,NA,NA,NA,NA,NA,1.39,0.536,13.162,NA,NA,1.439,7.198,0.197,47.295,20.36
"LVA",2005,NA,NA,NA,NA,NA,1.45,0.526,13.079,NA,NA,1.468,7.259,0.21,48.908,20.338
"LVA",2006,NA,NA,NA,NA,NA,1.453,0.54,12.828,NA,NA,1.521,6.777,0.266,49.221,19.605
"LVA",2007,NA,NA,NA,NA,NA,1.477,0.549,12.662,NA,NA,1.617,6.963,0.294,48.916,19.625
"LVA",2008,NA,NA,NA,NA,2.169,1.53,0.579,13.091,NA,NA,1.604,7.12,0.363,51.725,20.211
"LVA",2009,NA,NA,NA,NA,2.079,1.523,0.448,11.504,NA,NA,1.533,6.866,0.377,48.679,18.37
"LVA",2010,NA,NA,NA,NA,1.937,1.505,0.408,10.562,NA,NA,1.583,6.87,0.399,45.244,17.432
"LVA",2011,NA,NA,NA,NA,1.954,1.474,0.405,10.304,NA,NA,1.529,6.924,0.459,46.746,17.228
"LVA",2012,21.083,1.914,2.29,6.746,1.984,1.463,0.396,9.945,NA,NA,1.569,6.903,0.54,48.778,16.848
"LVA",2013,20.996,1.973,2.251,6.613,2.051,1.476,0.395,9.875,NA,NA,1.689,6.834,0.6,47.543,16.709
"LVA",2014,21.65,2.025,2.474,6.884,2.102,1.416,0.391,9.664,NA,NA,1.722,6.745,0.619,46.596,16.409
"LVA",2015,20.926,2.041,2.293,6.498,2.109,1.435,0.398,9.306,NA,NA,1.786,6.647,0.679,47.249,15.953
"LVA",2016,20.819,2.037,2.157,6.685,2.1,1.427,0.403,9.129,NA,NA,1.841,6.602,0.713,48.219,15.731
"LVA",2017,20.924,2.092,2.135,6.892,2.159,1.394,0.399,8.909,NA,NA,1.867,6.672,0.74,48.889,15.581
"MEX",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,788.427,NA
"MEX",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,809.438,NA
"MEX",1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,828.381,NA
"MEX",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,823.261,NA
"MEX",1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,815.568,NA
"MEX",1998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,865.526,NA
"MEX",1999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,884.524,NA
"MEX",2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,902.061,NA
"MEX",2001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,916.669,NA
"MEX",2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,921.646,NA
"MEX",2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,955.602,NA
"MEX",2004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,960.107,NA
"MEX",2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,964.409,NA
"MEX",2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,965.288,NA
"MEX",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,997.703,NA
"MEX",2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1008.547,NA
"MEX",2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1023.673,NA
"MEX",2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1049.101,NA
"MEX",2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1065.658,NA
"MEX",2012,733.913,NA,138.524,172.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,1079.566,NA
"MEX",2013,756.6,NA,143.287,175.856,NA,NA,NA,NA,NA,NA,NA,NA,NA,1101.244,NA
"MEX",2014,786.405,NA,147.476,183.211,NA,NA,NA,NA,NA,NA,NA,NA,NA,1106.505,NA
"MEX",2015,795.935,NA,148.875,182.172,NA,NA,NA,NA,NA,NA,NA,NA,NA,1117.027,NA
"MEX",2016,833.015,NA,167.102,180.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,1129.435,NA
"MEX",2017,855.326,NA,173.061,181.224,NA,NA,NA,NA,NA,NA,NA,NA,NA,1147,NA
"NLD",1980,177.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1981,181.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1982,184.959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1983,184.941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1984,186.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1985,188.957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1986,192.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1987,197.444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1988,201.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NLD",1989,205.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
