"location","year","multiplier_type","nfa_agdi_fin","nfa_agdi_gov","nfa_agdi_hh","nfa_agdi_nfc","nfa_agdi_tot","nfa_andi_fin","nfa_andi_gov","nfa_andi_hh","nfa_andi_nfc","nfa_andi_tot","nfa_cfc_fin","nfa_cfc_gov","nfa_cfc_hh","nfa_cfc_nfc","nfa_cfc_tot","nfa_gcf_fin","nfa_gcf_gov","nfa_gcf_hh","nfa_gcf_nfc","nfa_gcf_tot","nfa_gdi_fin","nfa_gdi_gov","nfa_gdi_hh","nfa_gdi_nfc","nfa_gdi_tot","nfa_gpi_fin","nfa_gpi_gov","nfa_gpi_hh","nfa_gpi_nfc","nfa_gpi_tot","nfa_gs_fin","nfa_gs_gov","nfa_gs_hh","nfa_gs_nfc","nfa_gs_tot","nfa_gva_fin","nfa_gva_gov","nfa_gva_hh","nfa_gva_nfc","nfa_gva_tot","nfa_ndi_fin","nfa_ndi_gov","nfa_ndi_hh","nfa_ndi_nfc","nfa_ndi_tot","nfa_nl_fin","nfa_nl_gov","nfa_nl_hh","nfa_nl_nfc","nfa_nl_tot"
"DNK",2017,"AIC_CURRENT_PER_CAPITA",2939.48855368524,6055.32972448583,33734.5744490727,8211.399893342,50940.7926205858,2654.98227368678,4689.07811433431,32123.3770539653,3206.85813624145,42674.2955782278,284.506279998455,1366.25161015152,1611.1973951074,5004.54175710055,8266.49704235793,343.244107632011,1717.28723380598,2355.1712300728,6499.42294872989,10915.1023312049,2939.48855368524,14892.6248825958,24897.2792909627,8211.399893342,50940.7926205858,1400.08441335616,8516.10382350581,31610.5283386302,10100.4251261429,51627.1185125993,1079.95977439792,2471.76570198022,3169.70930092011,8211.399893342,14932.8346706403,2546.78223273212,9050.70385440355,5602.21596532291,26695.5194486806,50507.2735966579,2654.98227368678,13526.3732724443,23286.0818958553,3206.85813624145,42674.2955782278,721.967440009121,732.240182860154,846.933153833531,1740.05886694303,4041.19964364584
"DNK",2017,"CURRENT_LCU_MILLIONS",126762,261129,1454764,354107,2196762,114493,202211,1385283,138292,1840279,12269,58918,69481,215815,356483,14802,74056,101564,280280,470701,126762,642227,1073666,354107,2196762,60377,367247,1363167,435569,2226359,46572,106592,136690,354107,643961,109827,390301,241589,1151213,2178067,114493,583309,1004185,138292,1840279,31134,31577,36523,75038,174272
"DNK",2017,"GDP_CONSTANT_PER_CAPITA",2968.34765599841,6114.77931133313,34065.7713623237,8292.01719302812,51440.9155226833,2681.04817041563,4735.11421299045,32438.7556676642,3238.34220068579,43093.2602517561,287.299485582781,1379.66509834268,1627.01569465949,5053.67499234232,8347.65527092727,346.613985295976,1734.1470946547,2378.2936631942,6563.23252254804,11022.2638489935,2968.34765599841,15038.8366392838,25141.714034373,8292.01719302812,51440.9155226833,1413.83006284388,8599.71262383403,31920.8719425726,10199.5883638281,52133.9795763791,1090.56252690205,2496.03282804139,3200.82864816288,8292.01719302812,15079.4411961344,2571.78585077024,9139.56121301208,5657.21700403118,26957.6088268164,51003.1403264188,2681.04817041563,13659.1715409411,23514.6983397135,3238.34220068579,43093.2602517561,729.055520754284,739.429118611744,855.248114103833,1757.14229351705,4080.87504698692
"DNK",2017,"GDP_CURRENT_PER_CAPITA",3207.97869661659,6608.41789391769,36815.8590161463,8961.42150110294,55593.6771077835,2897.48587835253,5117.37413595192,35057.4963536795,3499.76956747686,46572.1259354608,310.492818264061,1491.04375796577,1758.36266246681,5461.65193362608,9021.55117232272,374.595704290866,1874.14264808569,2570.29037363853,7093.07417907337,11912.0775979878,3207.97869661659,16252.903349521,27171.373560543,8961.42150110294,55593.6771077835,1527.9668178604,9293.95680406079,34497.8045150025,11022.9885368375,56342.6913666605,1178.60229294921,2697.53447586624,3459.22759218474,8961.42150110294,16296.7858621031,2779.40294657161,9877.38670317723,6113.91714659682,29133.8632971086,55120.5608605387,2897.48587835253,14761.8595915553,25413.0108980762,3499.76956747686,46572.1259354608,787.911272624769,799.122318226772,924.291238198575,1898.99422095514,4410.31905000526
"DNK",2018,"AIC_CONSTANT_PER_CAPITA",2860.01777939717,5536.91199495975,31874.0603969562,7716.20878534074,47987.1989566539,2584.72195036429,4266.97824767968,30363.4462936994,2913.76172859134,40128.9082203347,275.295829032883,1269.93374728007,1510.61410325684,4802.4470567494,7858.2907363192,341.013818721093,1654.58105524331,2299.10145671937,6805.00358216382,11099.7213333136,2860.01777939717,13834.5364889404,23576.4573234416,7716.20878534074,47987.1989566539,1170.13579618575,8304.52188403263,29886.8195047318,9390.26104417811,48751.7810700603,887.942577100847,2134.91358482885,3090.41631169391,7716.20878534074,13829.5026794303,2417.08538344775,8548.11542338541,5104.15432036037,25190.5965388768,47620.1592717427,2584.72195036429,12564.6027416603,22065.8432201847,2913.76172859134,40128.9082203347,529.985169773699,266.320653778854,969.790177687109,964.542163517093,2730.63816475676
"DNK",2018,"AIC_CURRENT_PER_CAPITA",3114.65008379335,6029.87279774631,34711.8628427335,8403.19613149196,52259.5818557652,2814.84419337474,4646.87466365373,33066.7561664107,3173.17894926645,43701.6539727056,299.805890418611,1382.99813409258,1645.10667632285,5230.01718222551,8557.92788305955,371.374865815771,1801.89125378189,2503.79441568708,7410.86476108134,12087.948623933,3114.65008379335,15066.249078914,25675.5098891328,8403.19613149196,52259.5818557652,1274.31499968079,9043.88775772501,32547.6944742457,10226.2921436298,53092.2360304152,966.997632704847,2324.98861502892,3365.56139388848,8403.19613149196,15060.7671006812,2632.28265443792,9309.16884906025,5558.58596269128,27433.3586965165,51859.8639961073,2814.84419337474,13683.2509448214,24030.40321281,3173.17894926645,43701.6539727056,577.170661433028,290.031639867304,1056.13226601402,1050.41701211171,2973.75157942606
"DNK",2018,"CURRENT_LCU_MILLIONS",133518,258487,1488019,360226,2240250,120666,199201,1417497,136027,1873391,12852,59286,70522,224199,366859,15920,77243,107332,317687,518183,133518,645856,1100651,360226,2240250,54627,387691,1395246,438378,2275944,41453,99667,144274,360226,645621,112840,399063,238284,1176006,2223115,120666,586570,1030129,136027,1873391,24742,12433,45274,45029,127478
"DNK",2018,"GDP_CONSTANT_PER_CAPITA",3085.88438442373,5974.18323279659,34391.2775492878,8325.5874733251,51776.9326398332,2788.84738485353,4603.95793272511,32761.364439757,3143.87270001053,43298.0424573462,297.036999570198,1370.22530007149,1629.91310953077,5181.71477331457,8478.89018248703,367.944991686707,1785.24968548092,2480.67034219332,7342.42089032505,11976.3090218086,3085.88438442373,14927.103049674,25438.380844533,8325.5874733251,51776.9326398332,1262.5459209089,8960.36192035245,32247.0965999316,10131.8460782434,52601.8967436815,958.066817863634,2303.51592251501,3334.47837503819,8325.5874733251,14921.6717008645,2607.97191343769,9223.19297848444,5507.24902004241,27179.9948425576,51380.9064191955,2788.84738485353,13556.8777496025,23808.4677350022,3143.87270001053,43298.0424573462,571.840137205559,287.353020203569,1046.37823829296,1040.71576825758,2946.28716395967
"DNK",2018,"GDP_CURRENT_PER_CAPITA",3401.3191437502,6584.85583599632,37906.7055450503,9176.61730910108,57069.4978338979,3073.91944007371,5074.56803392938,36110.1850110732,3465.23494335526,47723.9074284315,327.399703676489,1510.28780206694,1796.52053397708,5711.38236574582,9345.59040546633,405.555810965586,1967.73539613158,2734.24097377879,8092.95282149649,13200.5104769837,3401.3191437502,16452.930518027,28038.6563376309,9176.61730910108,57069.4978338979,1391.60158829253,9876.27750685044,35543.3494363373,11167.5091268512,57978.788607554,1055.99905979626,2538.97807861225,3675.32406226438,9176.61730910108,16446.9439843852,2874.55513249728,10165.9747858894,6070.19226508315,29958.2956677384,56632.9903702738,3073.91944007371,14942.64271596,26242.1358036538,3465.23494335526,47723.9074284315,630.292831338601,316.725841566277,1153.33754935025,1147.09626959607,3247.45249185119
"EA19",1999,"CURRENT_LCU_MILLIONS",146136.5979,NA,5098129.5509,658206.5368,NA,117443.3553,NA,4837380.3192,85042.4743,NA,28693.2426,NA,260749.2317,573164.0625,NA,38337.3043,NA,465249.5246,827145.1474,NA,146136.5979,NA,4326935.7446,658206.5368,NA,150215.353,NA,4933261.5197,828133.0749,NA,109245.8579,NA,585357.5795,648855.1068,NA,296663.5471,NA,1436058.4064,3377090.6547,NA,117443.3553,NA,4066186.5129,85042.4743,NA,46423.1224,NA,160112.3255,-122647.8899,NA
"EA19",1999,"GDP_CONSTANT_PER_CAPITA",787.42665371809,NA,27470.2104070708,3546.60898211451,NA,632.819085665219,NA,26065.2174215519,458.233679476917,NA,154.607568052871,NA,1404.99298551889,3088.3753026376,NA,206.572588053394,NA,2506.9002670392,4456.89953725369,NA,787.42665371809,NA,23314.7930305251,3546.60898211451,NA,809.404176979761,NA,26581.8533221348,4462.22277904678,NA,588.64857643411,NA,3154.07753210194,3496.22074714672,NA,1598.50980199322,NA,7737.90194752635,18196.7503811245,NA,632.819085665219,NA,21909.8000450062,458.233679476917,NA,250.141336611596,NA,862.731954207391,-660.862637541542,NA
"EA19",1999,"GDP_CURRENT_PER_CAPITA",523.583348361468,NA,18265.7580578641,2358.24555520975,NA,420.780188497734,NA,17331.5365296636,304.693171230163,NA,102.803159863734,NA,934.221528200543,2053.55238397959,NA,137.356243685666,NA,1666.91237796805,2963.52475752162,NA,523.583348361468,NA,15502.6977352577,2358.24555520975,NA,538.196855744922,NA,17675.0630707499,2967.06433895311,NA,391.409906182736,NA,2097.23974601556,2324.74092254601,NA,1062.89660194291,NA,5145.1606214349,12099.559303536,NA,420.780188497734,NA,14568.4762070571,304.693171230163,NA,166.326397472445,NA,573.656077285971,-439.427178311989,NA
"EA19",2000,"AIC_CONSTANT_PER_CAPITA",808.824864288801,NA,27594.1549279847,3570.03936931473,NA,646.067078279109,NA,26167.678275953,379.188116498953,NA,162.757786009692,NA,1426.47665203169,3190.85125281578,NA,220.4883968581,NA,2540.25940125457,4733.63013203834,NA,808.824864288801,NA,23394.6739924314,3570.03936931473,NA,828.235775100276,NA,26812.8817787867,4485.14531693611,NA,597.286718641484,NA,3004.71496627708,3474.14370222414,NA,1580.54321859276,NA,7811.29198234928,18544.2908977541,NA,646.067078279109,NA,21968.1973403997,379.188116498953,NA,275.438043151381,NA,675.755092358933,-1251.53609582495,NA
"EA19",2000,"AIC_CURRENT_PER_CAPITA",590.6603433662,NA,20151.1770276685,2607.09181036918,NA,471.803253266061,NA,19109.4642585714,276.90961663078,NA,118.85709010014,NA,1041.71276909714,2330.1821937384,NA,161.016009703143,NA,1855.07463535208,3456.82696292584,NA,590.6603433662,NA,17084.4230727999,2607.09181036918,NA,604.835544638033,NA,19580.6368688001,3275.36601545778,NA,436.180431509189,NA,2194.25249155679,2537.06210412262,NA,1154.22292441517,NA,5704.3503583251,13542.3349513141,NA,471.803253266061,NA,16042.7103037028,276.90961663078,NA,201.144074974701,NA,493.483512323957,-913.958970271226,NA
"EA19",2000,"CURRENT_LCU_MILLIONS",156139.0135,NA,5326893.7678,689175.6793,NA,124719.5539,NA,5051520.6097,73200.0969,NA,31419.4596,NA,275373.1581,615975.5824,NA,42564.0238,NA,490382.5469,913800.2202,NA,156139.0135,NA,4516207.9946,689175.6793,NA,159886.1788,NA,5176073.4553,865831.648,NA,115302.7845,NA,580043.037,670663.5693,NA,305114.8275,NA,1507925.2359,3579869.2828,NA,124719.5539,NA,4240834.8365,73200.0969,NA,53171.7387,NA,130450.6552,-241601.8844,NA
"EA19",2000,"GDP_CONSTANT_PER_CAPITA",827.231173660544,NA,28222.1110837378,3651.28223412044,NA,660.769532472526,NA,26763.1723107598,387.817245115696,NA,166.461641188018,NA,1458.93877297792,3263.46498900474,NA,225.506019120515,NA,2598.06771364502,4841.35266198098,NA,827.231173660544,NA,23927.063173536,3651.28223412044,NA,847.083815735928,NA,27423.0586155266,4587.21311421301,NA,610.87908531114,NA,3073.09282616376,3553.20428333184,NA,1616.51140990499,NA,7989.05241377043,18966.3006187878,NA,660.769532472526,NA,22468.1244005581,387.817245115696,NA,281.706146493443,NA,691.133152355179,-1280.01712006981,NA
"EA19",2000,"GDP_CURRENT_PER_CAPITA",564.617842804612,NA,19262.7018744714,2492.14386998653,NA,451.001219362588,NA,18266.9187258049,264.70053754225,NA,113.616623442024,NA,995.783148666527,2227.44333244428,NA,153.916735864609,NA,1773.28349637427,3304.41378818948,NA,564.617842804612,NA,16331.1625865242,2492.14386998653,NA,578.168052588141,NA,18717.317107487,3130.95354176631,NA,416.949025067044,NA,2097.50683665473,2425.20180739971,NA,1103.33267675443,NA,5452.84278874026,12945.2468455427,NA,451.001219362588,NA,15335.3794378577,264.70053754225,NA,192.275535306648,NA,471.725585300129,-873.662076694607,NA
"EA19",2001,"AIC_CONSTANT_PER_CAPITA",764.447173765225,NA,28295.5205097812,3845.69104224281,NA,596.755179810376,NA,26842.8226958972,561.143411131748,NA,167.69199395485,NA,1452.69781388402,3284.54763111106,NA,211.919641164415,NA,2496.11288096878,4675.53764967713,NA,764.447173765225,NA,23980.2010139231,3845.69104224281,NA,801.441260154856,NA,27240.9046481144,4755.79092763578,NA,590.711892122819,NA,3234.26842621199,3769.93496486255,NA,1601.52438934636,NA,7889.45095602362,19120.3161003797,NA,596.755179810376,NA,22527.5032000391,561.143411131748,NA,327.022758682671,NA,889.318368818391,-594.470943550652,NA
"EA19",2001,"AIC_CURRENT_PER_CAPITA",574.619200044135,NA,21269.1601436365,2890.72677112039,NA,448.56858107784,NA,20177.197108953,421.799947832092,NA,126.050618966295,NA,1091.9630346835,2468.9268232883,NA,159.295630697086,NA,1876.27665600167,3514.5053788358,NA,574.619200044135,NA,18025.4233338953,2890.72677112039,NA,602.426893050404,NA,20476.4271156628,3574.83011540901,NA,444.025966158412,NA,2431.1329802479,2833.78248762162,NA,1203.83290702047,NA,5930.33783460624,14372.3479126439,NA,448.56858107784,NA,16933.4602992118,421.799947832092,NA,245.816274085898,NA,668.482306184732,-446.851567715348,NA
"EA19",2001,"CURRENT_LCU_MILLIONS",151844.8702,NA,5620440.2168,763883.3358,NA,118535.611,NA,5331885.6658,111461.9183,NA,33309.2592,NA,288554.551,652421.4175,NA,42094.3546,NA,495811.8094,928718.7289,NA,151844.8702,NA,4763272.9053,763883.3358,NA,159193.1376,NA,5410958.1046,944659.7239,NA,117335.2112,NA,642434.2796,748835.6358,NA,318116.5048,NA,1567109.7984,3797936.6215,NA,118535.611,NA,4474718.3543,111461.9183,NA,64957.6976,NA,176648.4813,-118081.885,NA
"EA19",2001,"GDP_CONSTANT_PER_CAPITA",782.564469464504,NA,28966.1205585926,3936.83340520977,NA,610.898197697994,NA,27478.9940009588,574.44243486821,NA,171.66627176651,NA,1487.12655763384,3362.39097034156,NA,216.942108295205,NA,2555.27042215053,4786.34726616781,NA,782.564469464504,NA,24548.5285682752,3936.83340520977,NA,820.435310750022,NA,27886.5104421615,4868.50253607242,NA,604.711684901118,NA,3310.92015501611,3859.28191893532,NA,1639.48030301464,NA,8076.42988770207,19573.4650327618,NA,610.898197697994,NA,23061.4020106414,574.44243486821,NA,334.773154292437,NA,910.395095126795,-608.559825344653,NA
"EA19",2001,"GDP_CURRENT_PER_CAPITA",549.253565957519,NA,20330.2675109301,2763.12031885602,NA,428.767247447674,NA,19286.5074161618,403.180272169252,NA,120.486318509845,NA,1043.76009476822,2359.94004668677,NA,152.263783032496,NA,1793.45146133754,3359.36323003857,NA,549.253565957519,NA,17229.7202099677,2763.12031885602,NA,575.833733385917,NA,19572.5283987782,3417.02502880154,NA,424.425158907862,NA,2323.8145516466,2708.68974854059,NA,1150.69165274536,NA,5668.55267408414,13737.903887645,NA,428.767247447674,NA,16185.9601151994,403.180272169252,NA,234.965112724567,NA,638.973237273083,-427.126028859654,NA
"EA19",2002,"AIC_CONSTANT_PER_CAPITA",622.585632411866,3373.67143320761,28536.6971501556,4256.64088133938,36789.579947389,452.011151442188,2468.60040651071,27057.5429323901,900.103290999311,30878.2426311265,170.574480969679,905.0710266969,1479.15421776558,3356.53759034007,5911.33731626251,214.047682652064,1162.38813349567,2486.87909452185,4388.80639664362,8252.1115502036,622.585632411866,7828.26376785506,24082.1048155082,4256.64088133938,36789.579947389,622.03869300209,4189.79847061003,27213.8351886118,5128.70038458792,37154.3575870863,431.549967012132,473.740201689616,3332.37361590795,4189.98993372322,8427.64396171359,1625.18041106792,4795.15630047828,7947.47033888479,19218.2039542872,37281.146919798,452.011151442188,6923.19274115816,22602.9505977426,900.103290999311,30878.2426311265,203.786191125577,-1015.02753815442,961.365932810507,97.7905170525183,247.919466837628
"EA19",2002,"AIC_CURRENT_PER_CAPITA",494.41988562381,2679.16597701914,22662.1203679295,3380.36695376418,29216.0611533402,358.959940869451,1960.41326220404,21487.4654753415,714.807639330631,24521.6342863598,135.459944754359,718.752714815101,1174.65489258807,2665.55931443355,4694.42686698043,169.983734389914,923.098411036267,1974.92909161825,3485.32481908946,6553.32830762707,494.41988562381,6216.73401254376,19124.5523324049,3380.36695376418,29216.0611533402,493.985539396806,3327.28475053441,21611.5833402939,4072.90391158474,29505.7455108134,342.71090469037,376.215839461952,2646.36974619912,3327.43679896855,6692.72554120253,1290.62007076111,3808.02335647599,6311.40066745162,15261.9362001079,29606.4339368132,358.959940869451,5497.98129772866,17949.8974398169,714.807639330631,24521.6342863598,161.834677934497,-806.073531403519,763.458727278106,77.6593190384035,196.882658475303
"EA19",2002,"CURRENT_LCU_MILLIONS",126985.1131,688107.83,5820461.518,868201.8916,7503753.2627,92194.044,503505.84,5518767.1713,183588.7503,6298052.7155,34791.0691,184601.99,301694.3467,684613.1413,1205700.5472,43658.0412,237085.44,507234.036,895158.9109,1683134.438,126985.1131,1596684.71,4911884.638,868201.8916,7503753.2627,126873.5571,854568.44,5550645.1794,1046070.7162,7578154.8027,88020.6971,96625.99,679684.5582,854607.4916,1718936.7469,331478.4466,978039.7,1620998.57,3919823.5161,7604015.2738,92194.044,1412082.72,4610190.2913,183588.7503,6298052.7155,41565.0654,-207029.17,196084.1294,19945.754,50566.6689
"EA19",2002,"GDP_CONSTANT_PER_CAPITA",635.559733564791,3443.97558439979,29131.3751769553,4345.34528839777,37556.2403178861,461.430640257473,2520.04372565083,27621.3967714105,918.860600094712,31521.7162714815,174.129093307318,923.931858748962,1509.97840554473,3426.48468830306,6034.52404640457,218.50823577392,1186.61121292092,2538.70332439113,4480.26500918833,8424.07782183567,635.559733564791,7991.39744889179,24583.9533124633,4345.34528839777,37556.2403178861,635.001396450253,4277.10994446702,27780.9460117901,5235.5776944849,37928.6195817607,440.543063918121,483.612503549711,3401.8171592879,4277.30539749206,8603.26816430967,1659.04764787398,4895.0828642274,8113.08817315301,19618.693315268,38058.0510853514,461.430640257473,7067.46559014283,23073.9749069185,918.860600094712,31521.7162714815,208.032904380089,-1036.17976086474,981.39989795188,99.8283797881569,253.085876200578
"EA19",2002,"GDP_CURRENT_PER_CAPITA",461.457949610483,2500.55160475908,21151.2843695928,3155.00498416833,27268.2876792155,335.028835049631,1829.71662481674,20054.941253155,667.152914359919,22886.8283981027,126.429114560852,670.834979942344,1096.34311643777,2487.85206980841,4381.45928111276,158.651275605014,861.557377507263,1843.26471435186,3252.96552891338,6116.43166444738,461.457949610483,5802.27740452364,17849.5585698282,3155.00498416833,27268.2876792155,461.052560334763,3105.46166001114,20170.7844405679,3801.37195660947,27538.6593886081,319.863088006742,351.134319102189,2469.94182981028,3105.60357169532,6246.53557704779,1204.5771395868,3554.15043213953,5890.6328322491,14244.4549476442,27632.6351285861,335.028835049631,5131.44242458129,16753.2154533904,667.152914359919,22886.8283981027,151.045499639041,-752.334300970592,712.560536389998,72.4819352409199,183.756904881051
"EA19",2003,"AIC_CONSTANT_PER_CAPITA",792.50705483533,3171.19479655434,28770.5268132379,4108.77146291903,36843.0147252659,623.194394555665,2254.5970859753,27268.2205759349,733.078615255472,30879.1052694406,169.312660279666,916.597710579036,1502.30623730306,3375.69284766355,5963.90945582532,161.405126314955,1214.29038322468,2528.2240659582,4348.92195697784,8252.84673279392,792.50705483533,7712.32171794668,24229.3998918456,4108.77146291903,36843.0147252659,775.482195196289,4268.8600886735,27269.1800954721,4908.90786927987,37222.444846341,585.516099206887,242.601786491211,3369.35941391434,4051.13413344025,8248.62087863574,1644.63210540582,4858.53457720008,7969.78363155262,19155.6598407406,37345.4455204405,623.194394555665,6795.72400736764,22727.0936545425,733.078615255472,30879.1052694406,430.354135967114,-1201.53178575733,939.54775584935,-65.6921863933177,102.682164930643
"EA19",2003,"AIC_CURRENT_PER_CAPITA",624.907231689066,2500.54879558556,22686.1201492172,3239.84623842783,29051.4339255053,491.4009049255,1777.79366754509,21501.5224523584,578.046750845566,24348.7752862602,133.506326763566,722.755128040465,1184.59769685879,2661.79948758226,4702.65863924508,127.271082384068,957.491592305461,1993.5538649254,3429.20957534126,6507.53021550829,624.907231689066,6081.31572489147,19105.3532199113,3239.84623842783,29051.4339255053,611.482798629427,3366.07923450623,21502.2790521818,3870.7693622308,29350.621958134,461.690835977205,191.29622868852,2656.80545184824,3194.39808274672,6504.1980472867,1296.82441293807,3831.04904136729,6284.32945292736,15104.6104753501,29447.6103827523,491.4009049255,5358.560596851,17920.7555230525,578.046750845566,24348.7752862602,339.34260914438,-947.431189972244,740.851685250282,-51.799567072851,80.9668848234811
"EA19",2003,"CURRENT_LCU_MILLIONS",166126.745,664751.52,6030929.2419,861288.0162,7723098.5831,130635.1226,472612.67,5716013.1239,153669.2493,6472933.2258,35491.6224,192138.85,314916.118,707618.7669,1250165.3573,33834.031,254541.72,529970.8465,911628.7919,1729976.4795,166126.745,1616670.66,5079010.1019,861288.0162,7723098.5831,162557.9635,894846.08,5716214.2601,1029014.0395,7802635.4031,122736.931,50854.62,706291.1412,849205.9762,1729090.6484,344750.7208,1018454.7,1670640.2864,4015443.6459,7828419.0242,130635.1226,1424531.81,4764093.9839,153669.2493,6472933.2258,90211.603,-251867.24,196949.6795,-13770.5135,21524.4189
"EA19",2003,"GDP_CONSTANT_PER_CAPITA",808.88910922995,3236.74712865803,29365.2474940706,4193.70460917927,37604.6032406091,636.076556812447,2301.2022636517,27831.8868171297,748.232213797435,31517.4127508627,172.812552417504,935.544865006336,1533.36067694081,3445.47239538183,6087.19048974648,164.741560410688,1239.39119587673,2580.48543564269,4438.81929684691,8423.44279659196,808.88910922995,7871.74449295082,24730.2501297778,4193.70460917927,37604.6032406091,791.512325686931,4357.10245541206,27832.8661710661,5010.38077761812,37991.8766292546,597.619406713879,247.616651202235,3439.00804209625,4134.87584820354,8419.12958905029,1678.62858839674,4958.96621025143,8134.52844760044,19551.6298949643,38117.4198721821,636.076556812447,6936.19962794449,23196.889452837,748.232213797435,31517.4127508627,439.250062913566,-1226.36886317014,958.969314747479,-67.050121271286,104.804726239073
"EA19",2003,"GDP_CURRENT_PER_CAPITA",595.683468474485,2383.61072509599,21625.2045926692,3088.3349507963,27692.8447093296,468.420560066699,1694.65521346721,20496.0045626033,551.014416257264,23210.105724688,127.262908407787,688.95551162878,1129.20003006596,2537.32053453904,4482.73898464157,121.319254997461,912.714533960569,1900.3253933223,3268.84271837263,6203.2058094429,595.683468474485,5796.92322346853,18211.8920942967,3088.3349507963,27692.8447093296,582.886828522576,3208.66466555519,20496.7257800644,3689.75297841597,27978.0412248517,440.099881376678,182.350267740164,2532.56004469851,3045.0121764083,6200.02946994302,1236.17846798372,3651.89017686551,5990.44302213927,14398.2439338924,28070.4939894362,468.420560066699,5107.96771183975,17082.6920642307,551.014416257264,23210.105724688,323.473264775538,-903.124605964534,706.205784020497,-49.3771622645994,77.1804714963251
"EA19",2004,"AIC_CONSTANT_PER_CAPITA",934.615559729643,3338.87327463039,29112.5760557446,4182.21465727608,37568.2776866263,764.812128099533,2404.25707480123,27567.353200754,752.8821508758,31489.3026933109,169.80343163011,934.616199829167,1545.22285499065,3429.33250640028,6078.97499331539,192.348990549782,1202.39620692542,2623.56185742494,4453.6819130224,8471.98952614887,934.615559729643,7918.53942385592,24532.9099065191,4182.21465727608,37568.2776866263,928.618471940882,4414.63881600727,27504.8044471691,5100.48233194608,37948.5422063089,722.10854659568,372.919703276328,3387.54117929381,4129.17841108808,8611.74500260339,1724.92948406531,4902.31361746351,8070.610447716,19446.6661298091,37943.238983613,764.812128099533,6983.92322402675,22987.6870515284,752.8821508758,31489.3026933109,498.305448285235,-1127.91160264541,882.244544880198,3.63948261865969,256.270150542606
"EA19",2004,"AIC_CURRENT_PER_CAPITA",754.350153220241,2694.88298164968,23497.4433922752,3375.56360438591,30322.2386296725,617.297818349475,1940.53231179009,22250.2577604002,607.668853741567,25415.7552420473,137.052334870767,754.35066985959,1247.18563187499,2767.89475064434,4906.48338762516,155.249384607891,970.482198250585,2117.53834881989,3594.67119770027,6837.94157993621,754.350153220241,6391.23901317687,19801.087360748,3375.56360438591,30322.2386296725,749.509762917264,3563.15859777729,22199.7731933937,4116.71899589778,30629.1590481275,582.830755485891,300.992244754325,2734.16398971505,3332.75680535325,6950.74150497419,1392.23106982638,3956.77237551772,6513.97910556566,15695.8606369531,30624.8786926256,617.297818349475,5636.88834331728,18553.901728873,607.668853741567,25415.7552420473,402.194022292101,-910.36392601957,712.080278013578,2.93751183836755,206.841653035939
"EA19",2004,"CURRENT_LCU_MILLIONS",200911.1024,717746.14,6258230.6577,899036.3455,8075923.8456,164409.0409,516834.9,5926059.3986,161844.4946,6769147.434,36502.0615,200911.24,332171.2591,737191.8509,1306776.4116,41348.603,258474.99,563978.0972,957392.7307,1821194.5409,200911.1024,1702221.27,5273755.5277,899036.3455,8075923.8456,199621.929,948999.77,5912613.5075,1096433.1991,8157668.0056,155229.1984,80165.27,728208.1126,887635.3255,1851237.2965,370802.177,1053833.55,1734911.4566,4180383.142,8156527.99,164409.0409,1501310.03,4941584.2686,161844.4946,6769147.434,107119.0137,-242463.29,189653.0849,782.3671,55089.5156
"EA19",2004,"GDP_CONSTANT_PER_CAPITA",954.697166098103,3410.61393646433,29738.1030830204,4272.07576393272,38375.48804878,781.24525500656,2455.91611651321,28159.6788151039,769.058944465778,32165.8972298788,173.451911091543,954.697819951118,1578.42426791646,3503.01681946694,6209.59081890125,196.481894901073,1228.23147905954,2679.93298880152,4549.37589771651,8654.02283069931,954.697166098103,8088.68102921183,25060.0359902729,4272.07576393272,38375.48804878,948.571221952226,4509.49390165086,28095.7861084516,5210.07378632873,38763.9231176479,737.624123494731,380.932438149268,3460.32754349602,4217.89995505703,8796.78116157539,1761.99216138942,5007.64712206419,8244.01952535975,19864.5066957319,38758.5059473192,781.24525500656,7133.98320926071,23481.6117223564,769.058944465778,32165.8972298788,509.012282511939,-1152.14646219483,901.200882046392,3.7176823196725,261.776496155631
"EA19",2004,"GDP_CURRENT_PER_CAPITA",718.331950055432,2566.20952367518,22375.5032874795,3214.38946638185,28874.4327974431,587.823497784164,1847.87708164855,21187.8674353472,578.65429049457,24202.2208747681,130.508452271268,718.332442026633,1187.63585213234,2635.73517588728,4672.21192267505,147.836641530756,924.144267734894,2016.43155361148,3423.03525786948,6511.44814979127,718.331950055432,6086.07443639677,18855.6383747579,3214.38946638185,28874.4327974431,713.722675449304,3393.02730034822,21139.7933714517,3920.1566693261,29166.6985864264,555.002145029361,286.620669728704,2603.6149686178,3173.6265775649,6618.86217996379,1325.75575818059,3767.84707247387,6202.95401750276,14946.4252522648,29162.6226064569,587.823497784164,5367.74199437014,17668.0025226256,578.65429049457,24202.2208747681,382.990332938094,-866.896482284972,678.080348387185,2.79725350111967,196.965517066204
