"location","year","pop"
"EST",2016,1315.9
"EST",2017,1315.6
"EST",2018,1319.1
"IND",2004,1097111.430412
"IND",2005,1114238.055129
"IND",2006,1130357.231333
"IND",2007,1146476.407538
"IND",2008,1162595.583742
"IND",2009,1178714.759946
"IND",2010,1203521.164677
"IND",2011,1220000
"IND",2012,1235000
"IND",2013,1251000
"IND",2014,1267000
"IND",2015,1283000
"IND",2016,1299000
"IDN",1970,117469
"IDN",1971,119208
"IDN",1972,123115
"IDN",1973,126088
"IDN",1974,129083
"IDN",1975,132110
"IDN",1976,135190
"IDN",1977,138342
"IDN",1978,141579
"IDN",1979,144893
"IDN",1980,147490
"IDN",1981,151315
"IDN",1982,154662
"IDN",1983,158083
"IDN",1984,161850
"IDN",1985,165154
"IDN",1986,164908.126
"IDN",1987,168167.806
"IDN",1988,171491.918
"IDN",1989,174881.738
"IDN",1990,177325.69
"IDN",1991,179803.796
"IDN",1992,182316.534
"IDN",1993,184864.386
"IDN",1994,187447.845
"IDN",1995,190067.407
"IDN",1996,192723.577
"IDN",1997,195416.867
"IDN",1998,198147.795
"IDN",1999,200916.888
"IDN",2000,205132.483
"IDN",2001,208250.492
"IDN",2002,211415.902
"IDN",2003,214629.366
"IDN",2004,217891.804
"IDN",2005,221203.704
"IDN",2006,224566.029
"IDN",2007,227979.424
"IDN",2008,231444.727
"IDN",2009,234962.716
"IDN",2010,238518.8
"IDN",2011,241990.7
"IDN",2012,245425.2
"IDN",2013,248818.1
"IDN",2014,252164.8
"IDN",2015,255461.7
"IDN",2016,258705
"IDN",2017,261890.9
"ISR",1995,5545.775
"ISR",1996,5688.475
"ISR",1997,5834.875
"ISR",1998,5979.375
"ISR",1999,6136.875
"ISR",2000,6303.8
"ISR",2001,6456.725
"ISR",2002,6590.875
"ISR",2003,6713.9
"ISR",2004,6836.575
"ISR",2005,6961.175
"ISR",2006,7088.375
"ISR",2007,7218.525
"ISR",2008,7351.075
"ISR",2009,7482.05
"ISR",2010,7620.825
"ISR",2011,7763.075
"ISR",2012,7907.225
"ISR",2013,8056.025
"ISR",2014,8212.05
"ISR",2015,8377.1
"ISR",2016,8543.375
"ISR",2017,8709.725
"ISR",2018,8881
"LVA",1995,2485.056
"LVA",1996,2457.222
"LVA",1997,2432.851
"LVA",1998,2410.019
"LVA",1999,2390.5
"LVA",2000,2367.613
"LVA",2001,2337.7
"LVA",2002,2310.375
"LVA",2003,2288.088
"LVA",2004,2263
"LVA",2005,2238.75
"LVA",2006,2218.663
"LVA",2007,2201.025
"LVA",2008,2177.725
"LVA",2009,2141.988
"LVA",2010,2097.288
"LVA",2011,2058.825
"LVA",2012,2033.65
"LVA",2013,2012.813
"LVA",2014,1994.25
"LVA",2015,1977.313
"LVA",2016,1959.338
"LVA",2017,1941.163
"LVA",2018,1926.25
"RUS",1970,130252.3
"RUS",1971,130933.95
"RUS",1972,131686.75
"RUS",1973,132434.2
"RUS",1974,133216.65
"RUS",1975,134091.5
"RUS",1976,135026.45
"RUS",1977,135979.45
"RUS",1978,136922.15
"RUS",1979,137757.9
"RUS",1980,138482.9
"RUS",1981,139221.5
"RUS",1982,140066.8
"RUS",1983,141056.25
"RUS",1984,142060.85
"RUS",1985,143033.45
"RUS",1986,144155.8
"RUS",1987,145386
"RUS",1988,146493.7
"RUS",1989,147332.1
"RUS",1990,147969.41
"RUS",1991,148394.22
"RUS",1992,148538.19
"RUS",1993,148458.78
"RUS",1994,148407.9
"RUS",1995,148375.79
"RUS",1996,148160.13
"RUS",1997,147915.37
"RUS",1998,147670.78
"RUS",1999,147214.78
"RUS",2000,146596.87
"RUS",2001,145976.47
"RUS",2002,145306.49
"RUS",2003,144648.62
"RUS",2004,144067.32
"RUS",2005,143518.81
"RUS",2006,143049.64
"RUS",2007,142805.11
"RUS",2008,142742.37
"RUS",2009,142785.35
"RUS",2010,142849.47
"RUS",2011,142960.91
"RUS",2012,143201.72
"RUS",2013,143507
"RUS",2014,146090.613
"RUS",2015,146406
"RUS",2016,146674.54
"RUS",2017,146842.4
"SVN",1995,1988.688625
"SVN",1996,1989.856125
"SVN",1997,1986.32675
"SVN",1998,1982.353125
"SVN",1999,1983.713625
"SVN",2000,1989.395125
"SVN",2001,1991.951
"SVN",2002,1995.031875
"SVN",2003,1996.2775
"SVN",2004,1997.270625
"SVN",2005,2000.81275
"SVN",2006,2007.847875
"SVN",2007,2018.864875
"SVN",2008,2021.972375
"SVN",2009,2041.6595
"SVN",2010,2048.820625
"SVN",2011,2052.839125
"SVN",2012,2056.767625
"SVN",2013,2059.54675
"SVN",2014,2061.800375
"SVN",2015,2063.298
"SVN",2016,2064.633125
"SVN",2017,2065.818625
"SVN",2018,2071.95575
"ZAF",1985,32313.0847
"ZAF",1986,33066.3116
"ZAF",1987,33825.9014
"ZAF",1988,34592.5858
"ZAF",1989,35366.1876
"ZAF",1990,36146.1228
"ZAF",1991,36939.7789
"ZAF",1992,37745.4998
"ZAF",1993,38560.9994
"ZAF",1994,39382.4028
"ZAF",1995,40203.5469
"ZAF",1996,41015.6872
"ZAF",1997,41824.4291
"ZAF",1998,42615.2393
"ZAF",1999,43378.8574
"ZAF",2000,44107.8586
"ZAF",2001,44819.777
"ZAF",2002,45920.830606
"ZAF",2003,46460.58146
"ZAF",2004,47020.712718
"ZAF",2005,47601.908748
"ZAF",2006,48204.889342
"ZAF",2007,48830.411277
"ZAF",2008,49479.269957
"ZAF",2009,50152.301159
"ZAF",2010,50850.382886
"ZAF",2011,51770.56
"ZAF",2012,52325.432882
"ZAF",2013,53104.386458
"ZAF",2014,53912.365691
"ZAF",2015,54750.491457
"ZAF",2016,55619.94047
"ZAF",2017,56521.948042
"DEW",1970,60651
"DEW",1971,61302
"DEW",1972,61672
"DEW",1973,61976
"DEW",1974,62054
"DEW",1975,61829
"DEW",1976,61531
"DEW",1977,61400
"DEW",1978,61327
"DEW",1979,61359
"DEW",1980,61566
"DEW",1981,61682
"DEW",1982,61638
"DEW",1983,61423
"DEW",1984,61175
"DEW",1985,61024
"DEW",1986,61066
"DEW",1987,61077
"DEW",1988,61450
"DEW",1989,62063
"DEW",1990,63254
"DEW",1991,64074
"OTF",1970,817889.643013
"OTF",1971,828103.117402
"OTF",1972,837725.34234
"OTF",1973,848040.289141
"OTF",1974,857069.509371
"OTF",1975,865814.486298
"OTF",1976,874012.278858
"OTF",1977,882244.115376
"OTF",1978,890500.692413
"OTF",1979,898966.428579
"OTF",1980,908235.825512
"OTF",1981,916355.0183
"OTF",1982,924148.932716
"OTF",1983,931570.884387
"OTF",1984,938731.373407
"OTF",1985,945977.424356
"OTF",1986,953274.018301
"OTF",1987,960386.397768
"OTF",1988,967933.820377
"OTF",1989,976009.57677
"OTF",1990,984613.195221
"OTF",1991,993833.603046
"OTF",1992,1002752.125383
"OTF",1993,1011262.569495
"OTF",1994,1019042.828073
"OTF",1995,1026817.229
"OTF",1996,1034563.533
"OTF",1997,1042261.7295
"OTF",1998,1049630.8665
"OTF",1999,1057027.2945
"OTF",2000,1064657.4085
"OTF",2001,1072360.108
"OTF",2002,1080432.591
"OTF",2003,1088463.1355
"OTF",2004,1096191.819
"OTF",2005,1103942.563
"OTF",2006,1111973.0585
"OTF",2007,1120695.0665
"OTF",2008,1129632.4195
"OTF",2009,1137768.829
"OTF",2010,1145465.7895
"OTF",2011,1152725.628
"OTF",2012,1159656.397
"OTF",2013,1166422.7915
"OTF",2014,1173686.9045
"OTF",2015,1180905.705
"OTF",2016,1188419.513
"OTF",2017,1195177.201
"OTF",2018,1201885.1825
"EU15",1970,342099.088476
"EU15",1971,344405.402808
"EU15",1972,346423.713191
"EU15",1973,348249.064305
"EU15",1974,349765.924394
"EU15",1975,351083.043825
"EU15",1976,352245.557712
"EU15",1977,353429.27624
"EU15",1978,354597.588109
"EU15",1979,355828.750306
"EU15",1980,357322.184331
"EU15",1981,358456.988313
"EU15",1982,359147.540963
"EU15",1983,359667.187907
"EU15",1984,360123.373161
"EU15",1985,360710.753305
"EU15",1986,361439.111366
"EU15",1987,362181.299949
"EU15",1988,363332.199752
"EU15",1989,364755.72534
"EU15",1990,366345.890221
"EU15",1991,367993.130046
"EU15",1992,369514.063383
"EU15",1993,370864.364495
"EU15",1994,371857.807073
"EU15",1995,372734.149
"EU15",1996,373703.046
"EU15",1997,374604.477
"EU15",1998,375431.583
"EU15",1999,376419.681
"EU15",2000,377654.472
"EU15",2001,379070.26
"EU15",2002,381028.639
"EU15",2003,383146.513
"EU15",2004,385267.115
"EU15",2005,387606.129
"EU15",2006,389629.113
"EU15",2007,392009.476
"EU15",2008,394298.935
"EU15",2009,395922.82
"EU15",2010,397369.042
"EU15",2011,398929.45
"EU15",2012,400349.791
"EU15",2013,401629.176
"EU15",2014,403030.808
"EU15",2015,404732.701
"EU15",2016,406549.188
"EU15",2017,407891.893
"EU15",2018,409206.3985
"EU28",1995,483151.6965
"EU28",1996,483784.9803
"EU28",1997,484444.9645
"EU28",1998,485050.8983
"EU28",1999,486050.3113
"EU28",2000,487039.319
"EU28",2001,488022.8688
"EU28",2002,489086.5203
"EU28",2003,490947.0751
"EU28",2004,492817.529
"EU28",2005,494910.3282
"EU28",2006,496699.1632
"EU28",2007,498724.2613
"EU28",2008,500693.1351
"EU28",2009,502498.8598
"EU28",2010,503731.7232
"EU28",2011,504837.9054
"EU28",2012,506042.4073
"EU28",2013,507094.5218
"EU28",2014,508292.866
"EU28",2015,509753.022
"EU28",2016,511308.418
"EU28",2017,512401.2062
"EU28",2018,513691.2745
"OECD",1970,892595.886064
"OECD",1971,903742.261739
"OECD",1972,914243.383092
"OECD",1973,925500.499694
"OECD",1974,935354.451142
"OECD",1975,944898.196432
"OECD",1976,953844.777401
"OECD",1977,962828.51191
"OECD",1978,971839.246743
"OECD",1979,981078.245352
"OECD",1980,991194.311302
"OECD",1981,1000055.113175
"OECD",1982,1008560.925669
"OECD",1983,1016660.800248
"OECD",1984,1024475.330113
"OECD",1985,1032383.237155
"OECD",1986,1040346.303803
"OECD",1987,1048108.329775
"OECD",1988,1056345.135839
"OECD",1989,1065158.533826
"OECD",1990,1074548.008922
"OECD",1991,1084610.611087
"OECD",1992,1094343.753469
"OECD",1993,1103631.543659
"OECD",1994,1112122.452987
"OECD",1995,1120606.969625
"OECD",1996,1128610.629125
"OECD",1997,1136562.65825
"OECD",1998,1144178.011625
"OECD",1999,1151824.918125
"OECD",2000,1159756.978625
"OECD",2001,1167623.977
"OECD",2002,1175871.065875
"OECD",2003,1184076.827
"OECD",2004,1191998.527095
"OECD",2005,1199977.2522
"OECD",2006,1208195.670685
"OECD",2007,1217197.064125
"OECD",2008,1226473.158125
"OECD",2009,1235275.8275
"OECD",2010,1243220.875375
"OECD",2011,1250618.033375
"OECD",2012,1257786.880875
"OECD",2013,1264787.56925
"OECD",2014,1272333.215625
"OECD",2015,1279849.64025
"OECD",2016,1287685.733375
"OECD",2017,1294798.225875
"OECD",2018,1301916.036
"OECDE",1995,518061.043625
"OECDE",1996,519917.632125
"OECDE",1997,521682.75925
"OECDE",1998,523342.216625
"OECDE",1999,525196.244125
"OECDE",2000,527342.864625
"OECDE",2001,529551.277
"OECDE",2002,532292.989875
"OECDE",2003,535164.118
"OECDE",2004,538069.193625
"OECDE",2005,541232.61775
"OECDE",2006,544122.609375
"OECDE",2007,547461.659375
"OECDE",2008,550844.514875
"OECDE",2009,553981.7215
"OECDE",2010,556614.649125
"OECDE",2011,559199.834125
"OECDE",2012,561635.634625
"OECDE",2013,563939.37425
"OECDE",2014,566463.883625
"OECDE",2015,569277.031
"OECDE",2016,572217.139125
"OECDE",2017,574665.998625
"OECDE",2018,577174.28
"BRA",2000,173765.726
"BRA",2001,176208.646
"BRA",2002,178499.255
"BRA",2003,180708.344
"BRA",2004,182865.043
"BRA",2005,184991.143
"BRA",2006,187061.61
"BRA",2007,189038.268
"BRA",2008,191010.274
"BRA",2009,192980.905
"BRA",2010,194890.682
"BRA",2011,196603.732
"BRA",2012,198314.934
"BRA",2013,200004.188
"BRA",2014,201717.541
"BRA",2015,203475.683
"BRA",2016,205156.587
"BRA",2017,206851.4
"LTU",1995,3629.1
"LTU",1996,3601.6
"LTU",1997,3575.2
"LTU",1998,3549.3
"LTU",1999,3524.2
"LTU",2000,3499.5
"LTU",2001,3470.818
"LTU",2002,3443.067
"LTU",2003,3415.213
"LTU",2004,3377.075
"LTU",2005,3322.5
"LTU",2006,3269.909
"LTU",2007,3231.294
"LTU",2008,3198.231
"LTU",2009,3162.916
"LTU",2010,3097.282
"LTU",2011,3028.115
"LTU",2012,2987.773
"LTU",2013,2957.689
"LTU",2014,2932.367
"LTU",2015,2904.91
"LTU",2016,2868.231
"LTU",2017,2828.403
"LTU",2018,2801.543
"SAU",1970,5836.389
"SAU",1971,6100.994
"SAU",1972,6393.894
"SAU",1973,6714.095
"SAU",1974,7059.334
"SAU",1975,7428.703
"SAU",1976,7818.613
"SAU",1977,8231.604
"SAU",1978,8679.84
"SAU",1979,9179.621
"SAU",1980,9740.599
"SAU",1981,10366.661
"SAU",1982,11048.08
"SAU",1983,11763.837
"SAU",1984,12484.967
"SAU",1985,13189.115
"SAU",1986,13869.012
"SAU",1987,14525.66
"SAU",1988,15155.223
"SAU",1989,15755.944
"SAU",1990,16326.815
"SAU",1991,16867.829
"SAU",1992,17378.833
"SAU",1993,17859.75
"SAU",1994,18311.09
"SAU",1995,18735.841
"SAU",1996,19131.578
"SAU",1997,19505.576
"SAU",1998,19882.458
"SAU",1999,20294.406
"SAU",2000,20764.312
"SAU",2001,21303.592
"SAU",2002,21906.308
"SAU",2003,22556.425
"SAU",2004,23228.89
"SAU",2005,23905.654
"SAU",2006,24578.301
"SAU",2007,25252.569
"SAU",2008,25940.77
"SAU",2009,26661.492
"SAU",2010,27425.676
"SAU",2011,28238.02
"SAU",2012,29086.357
"SAU",2013,29944.476
"SAU",2014,30776.722
"SAU",2015,31557.144
"SAU",2016,32275.687
"EA19",1995,316595.3895
"EA19",1996,317325.2743
"EA19",1997,317997.0565
"EA19",1998,318593.1223
"EA19",1999,319303.7973
"EA19",2000,320300.649
"EA19",2001,321371.9578
"EA19",2002,322978.0213
"EA19",2003,324732.1931
"EA19",2004,326435.655
"EA19",2005,328195.3242
"EA19",2006,329678.8642
"EA19",2007,331447.1983
"EA19",2008,333100.5281
"EA19",2009,334160.3268
"EA19",2010,334934.9122
"EA19",2011,335760.3994
"EA19",2012,336628.2253
"EA19",2013,337361.0398
"EA19",2014,338105.067
"EA19",2015,339115.17
"EA19",2016,340195.222
"EA19",2017,340939.5402
"EA19",2018,341743.4855
"ARG",2000,36784
"ARG",2001,37156
"ARG",2002,37516
"ARG",2003,37870
"ARG",2004,38226
"ARG",2005,38592
"ARG",2006,38971
"ARG",2007,39356
"ARG",2008,39746
"ARG",2009,40134
"ARG",2010,40788.453
"ARG",2011,41261.49
"ARG",2012,41733.271
"ARG",2013,42202.935
"ARG",2014,42669.5
"ARG",2015,43131.966
"ARG",2016,43590.368
"ARG",2017,44044.817
"CRI",1987,2799.751
"CRI",1988,2876.683
"CRI",1989,2960.255
"CRI",1990,3029.093
"CRI",1991,3099.339
"CRI",1992,3168.612
"CRI",1993,3238.595
"CRI",1994,3333.719
"CRI",1995,3430.694
"CRI",1996,3517.828
"CRI",1997,3609.802
"CRI",1998,3697.323
"CRI",1999,3787.072
"CRI",2000,3869.832
"CRI",2001,3953.042
"CRI",2002,4023.422
"CRI",2003,4081.883
"CRI",2004,4147.673
"CRI",2005,4214.242
"CRI",2006,4280.966
"CRI",2007,4340.634
"CRI",2008,4402.775
"CRI",2009,4470.132
"CRI",2010,4546.674
"CRI",2011,4589.63925
"CRI",2012,4650.5165
"CRI",2013,4710.3535
"CRI",2014,4770.658
"CRI",2015,4829.65375
"CRI",2016,4887.97625
"CRI",2017,4944.8035
"CRI",2018,5000.92775
"PER",2007,28481.901
"PER",2008,28807.034
"PER",2009,29132.013
"PER",2010,29461.933
"PER",2011,29797.694
"PER",2012,30135.875
"PER",2013,30475.144
"PER",2014,30814.175
"ROU",1995,22680.95
"ROU",1996,22607.62
"ROU",1997,22545.93
"ROU",1998,22502.8
"ROU",1999,22458.02
"ROU",2000,22435.21
"ROU",2001,22408.39
"ROU",2002,21675.78
"ROU",2003,21574.37
"ROU",2004,21451.85
"ROU",2005,21319.67
"ROU",2006,21193.75
"ROU",2007,20882.98
"ROU",2008,20537.85
"ROU",2009,20367.44
"ROU",2010,20246.8
"ROU",2011,20147.66
"ROU",2012,20060.18
"ROU",2013,19988.69
"ROU",2014,19916.45
"ROU",2015,19819.7
"ROU",2016,19706.53
"ROU",2017,19591.67
"ROU",2018,19472.07
"HRV",1995,4658.893
"HRV",1996,4581.167
"HRV",1997,4533.028
"HRV",1998,4536.812
"HRV",1999,4527.46
"HRV",2000,4497.735
"HRV",2001,4295.406
"HRV",2002,4305.494
"HRV",2003,4305.384
"HRV",2004,4305.725
"HRV",2005,4310.861
"HRV",2006,4312.487
"HRV",2007,4313.53
"HRV",2008,4311.967
"HRV",2009,4309.796
"HRV",2010,4302.847
"HRV",2011,4289.857
"HRV",2012,4275.984
"HRV",2013,4262.14
"HRV",2014,4246.809
"HRV",2015,4225.316
"HRV",2016,4190.669
"HRV",2017,4154.213
"HRV",2018,4105.493
"BGR",1995,8406.067
"BGR",1996,8362.826
"BGR",1997,8312.068
"BGR",1998,8256.786
"BGR",1999,8210.624
"BGR",2000,8170.172
"BGR",2001,7913.301
"BGR",2002,7868.9
"BGR",2003,7823.557
"BGR",2004,7781.161
"BGR",2005,7739.9
"BGR",2006,7699.02
"BGR",2007,7659.764
"BGR",2008,7623.395
"BGR",2009,7585.131
"BGR",2010,7534.289
"BGR",2011,7348.328
"BGR",2012,7305.888
"BGR",2013,7265.115
"BGR",2014,7223.938
"BGR",2015,7177.991
"BGR",2016,7127.8215
"BGR",2017,7075.9465
"BGR",2018,7025.0365
"ZMB",2006,12383
"ZMB",2007,12726
"ZMB",2008,13083
"ZMB",2009,13456
"ZMB",2010,13850
"ZMB",2011,14265
"ZMB",2012,14700
"ZMB",2013,15153
"ZMB",2014,15621
"ZMB",2015,16101
"ZMB",2016,16591
"ZMB",2017,17094
"ZMB",2018,17609
"CPV",2007,486.438
"CPV",2008,491.723
"CPV",2009,496.963
"CPV",2010,502.384
"CPV",2011,508.067
"CPV",2012,513.979
"CPV",2013,520.106
"CPV",2014,526.437
"CPV",2015,532.913
"CPV",2016,539.56
"CPV",2017,546.388
"MDG",2007,19433.523
"MDG",2008,19996.469
"MDG",2009,20569.121
"MDG",2010,21151.64
"MDG",2011,21743.949
"MDG",2012,22346.573
"MDG",2013,22961.146
"MDG",2014,23589.801
"MDG",2015,24234.088
"MDG",2016,24894.551
"MDG",2017,25570.895
"MAR",2007,30841
"MAR",2008,31178
"MAR",2009,31514
"MAR",2010,31851
"MAR",2011,32186
"MAR",2012,32522
"MAR",2013,32950
"MAR",2014,33769
"MAR",2015,34125
"MAR",2016,34487
"MAR",2017,34852
"SRB",1995,9742.215
"SRB",1996,9770.284
"SRB",1997,9777.437
"SRB",1998,9775.581
"SRB",1999,7540.401
"SRB",2000,7516.346
"SRB",2001,7503.433
"SRB",2002,7500.031
"SRB",2003,7480.591
"SRB",2004,7463.157
"SRB",2005,7440.769
"SRB",2006,7411.569
"SRB",2007,7381.579
"SRB",2008,7350.222
"SRB",2009,7320.807
"SRB",2010,7291.436
"SRB",2011,7236.519
"SRB",2012,7201.497
"SRB",2013,7166.553
"SRB",2014,7131.787
"SRB",2015,7095.383
"SRB",2016,7058.322
"SRB",2017,7020.858
"SRB",2018,6982.604
