"location","year","multiplier_type","vaact_health_cfc","vaact_health_coe","vaact_health_coewage","vaact_health_gosmi","vaact_health_gva","vaact_health_interc","vaact_health_nosmi","vaact_health_out","vaact_health_taxsub","vaact_total_cfc","vaact_total_coe","vaact_total_coewage","vaact_total_gosmi","vaact_total_gva","vaact_total_interc","vaact_total_nosmi","vaact_total_out","vaact_total_taxsub"
"BGR",1997,"CURRENT_LCU_MILLIONS",2.24,159.189,122.065,58.468,217.679,133.104,56.228,350.783,0.022,1157.509,5969.211,4384.756,11243.361,17196.288,22669.329,10085.852,39865.617,-16.284
"BGR",1997,"GDP_CONSTANT_PER_CAPITA",1.10121851571405,78.2597653116092,60.009034875284,28.743769721772,107.014350572375,65.4359773730373,27.642551206058,172.450327945412,0.0108155389936202,569.049260225741,2934.55610598393,2155.61361343228,5527.40951431129,8453.96015497831,11144.5914435775,4958.36025408555,19598.5515985558,-8.00546531691414
"BGR",1997,"GDP_CURRENT_PER_CAPITA",0.676564571831014,48.081088225539,36.868238598461,17.6595434758106,65.7472765319658,40.2024333790158,16.9829789039796,105.949709910981,0.00664483061619746,349.611420078368,1802.92709124285,1324.36185969798,3395.91951826184,5193.92822669768,6846.9932449024,3046.30809818347,12040.9214716001,-4.91838280700725
"BGR",1998,"AIC_CONSTANT_PER_CAPITA",14.099900749843,111.40334313487,83.5953272989091,41.0343222185823,156.832947549941,89.7007100861149,26.9344214687393,246.533657636056,4.39528219648852,893.99352060093,3113.19227096847,2285.99078840392,4834.21194836362,7936.27979920391,9792.42136197666,3940.21842776269,17728.7011611806,-11.1244201281791
"BGR",1998,"AIC_CURRENT_PER_CAPITA",9.85739242422467,77.8832766367661,58.4423933640825,28.6875364690174,109.643602212223,62.7107322057062,18.8301440447927,172.354334417929,3.07278910643948,625.000495650698,2176.46623557553,1598.16077284878,3379.64962181925,5548.33865550939,6845.98720664323,2754.64912616855,12394.3258621526,-7.77720188538388
"BGR",1998,"CURRENT_LCU_MILLIONS",41.819,330.412,247.936,121.704,465.152,266.044,79.885,731.196,13.036,2651.502,9233.44,6780.037,14337.825,23538.271,29043.415,11686.323,52581.686,-32.994
"BGR",1998,"GDP_CONSTANT_PER_CAPITA",15.5246691293631,122.660440861119,92.0424774685616,45.180763091418,172.68062112584,98.7647976721654,29.6560939620549,271.445418798006,4.83941717330347,984.329879859504,3427.77447872562,2516.98584638178,5322.69994882018,8738.2259057434,10781.9270729042,4338.37006896067,19520.1529786476,-12.2485218023914
"BGR",1998,"GDP_CURRENT_PER_CAPITA",9.76338536250578,77.1405266600411,57.8850453917653,28.4139518438605,108.597963321464,62.112678337179,18.6505664813548,170.710641658643,3.043484817562,619.040049151218,2155.70991514803,1582.91958208105,3347.41889416699,5495.42577632402,6780.69903364932,2728.37884501577,12276.1248099733,-7.70303299099729
"BGR",1999,"AIC_CONSTANT_PER_CAPITA",19.1075240638703,116.551974356302,84.5709582563691,81.7636167039534,216.676534330863,115.150116469438,62.6560926400831,331.826650800301,18.3609432706073,972.594037329007,3082.12514559949,2267.78744831633,4177.72800989373,7273.74054709664,8716.3917403514,3205.13397256472,15990.132287448,13.8873916034257
"BGR",1999,"AIC_CURRENT_PER_CAPITA",13.6459494839334,83.2374905823693,60.3977271108822,58.3928184225373,154.743075656963,82.2363309426452,44.7468689386039,236.979406599608,13.1127666520559,694.593870843891,2201.14986637847,1619.57733804652,2983.59249424784,5194.66026750166,6224.95311131991,2288.99862340395,11419.6133788216,9.91790687534858
"BGR",1999,"CURRENT_LCU_MILLIONS",57.969,353.599,256.574,248.057,657.36,349.346,190.088,1006.706,55.704,2950.686,9350.647,6880.084,12674.521,22067.3,26444.06,9723.835,48511.36,42.132
"BGR",1999,"GDP_CONSTANT_PER_CAPITA",20.9721943178996,127.926080122393,92.8240919270779,89.7427867638778,237.821622881445,126.387417346874,68.7705924459781,364.20904022832,20.1527559951747,1067.50780870993,3382.9044123943,2489.0969064754,4585.42526692369,7983.57231746945,9567.00934765473,3517.91745821376,17550.5816651242,15.2426381514559
"BGR",1999,"GDP_CURRENT_PER_CAPITA",13.4438498164635,82.0047240982541,59.5032228054532,57.528007278416,152.451294922294,81.0183918643115,44.0841574619525,233.469686786606,12.9185635456241,684.306774992523,2168.5503278436,1595.59102314433,2939.40479945511,5117.72614767972,6132.76011622679,2255.09802446259,11250.4862639065,9.77102038101816
"BGR",2000,"AIC_CONSTANT_PER_CAPITA",45.8657491792177,122.004729635772,91.2392685951183,71.6394028245964,211.735542036086,140.905094451906,25.7736536453787,352.640636487992,18.0914095757176,1159.04854856365,3135.67437875882,2362.19490796812,4547.03550066546,7709.53309902506,9976.76886529215,3387.98695210181,17686.3019643172,26.8232196007711
"BGR",2000,"AIC_CURRENT_PER_CAPITA",34.3556089955479,91.3872957922457,68.3425146866231,53.6612909668025,158.599905655705,105.544560311333,19.3056819712546,264.144465967039,13.5513188966571,868.18201934774,2348.76797657997,1769.39537850608,3405.94401149609,5774.80384444158,7473.07034788916,2537.76199214835,13247.8741923307,20.09185636552
"BGR",2000,"CURRENT_LCU_MILLIONS",145.826,387.903,290.087,227.771,673.194,447.995,81.945,1121.189,57.52,3685.09,9969.593,7510.385,14456.888,24511.763,31720.234,10771.798,56231.997,85.282
"BGR",2000,"GDP_CONSTANT_PER_CAPITA",49.4662927356962,131.582319689594,98.4017147889945,77.263224409243,228.357161767547,151.966397035702,27.7969316735468,380.323558803249,19.5116176687096,1250.03593801782,3381.83044034499,2547.63144410312,4903.98594115709,8314.74527194059,10759.9631114396,3653.95000313927,19074.7083833801,28.9288904385065
"BGR",2000,"GDP_CURRENT_PER_CAPITA",33.3099323174463,88.60575395152,66.2623834993145,52.0280100522338,153.772623376565,102.332115867913,18.7180777347876,256.104739244478,13.1388593728108,841.757289397625,2277.27886702293,1715.54054851648,3302.27778860355,5599.03697907975,7245.61359177073,2460.52049920592,12844.6505708505,19.4803234532693
"BGR",2001,"AIC_CONSTANT_PER_CAPITA",58.5197820791641,124.543050761132,95.0103641463156,54.0781615903075,197.305488291597,151.673114471328,-4.44162048885667,348.978602762925,18.6842759401577,1241.61780269345,3384.24094474431,2584.66562598982,4878.35410438595,8287.676618723,11103.3625703133,3636.7363016925,19391.0391890363,25.0815695927402
"BGR",2001,"AIC_CURRENT_PER_CAPITA",43.9280675005144,93.4886519767634,71.3198433278824,40.5939504256726,148.108015784652,113.853923814969,-3.33411707484182,261.961939599621,14.0254133822162,932.02450024122,2540.39163128846,1940.18778011078,3661.95260431733,6221.17179857583,8334.77574833745,2729.92810407611,14555.9475469133,18.8275629700444
"BGR",2001,"CURRENT_LCU_MILLIONS",191.029,406.552,310.147,176.53,644.074,495.114,-14.499,1139.188,60.992,4053.074,11047.344,8437.251,15924.651,27053.87,36245.252,11871.577,63299.122,81.875
"BGR",2001,"GDP_CONSTANT_PER_CAPITA",63.0423216787884,134.1680161816,102.352977514991,58.2574428278247,212.553697569186,163.394751873651,-4.78487885096374,375.948449442836,20.1282385597614,1337.57280253749,3645.78265155674,2784.41436445084,5255.3642167652,8928.16679769105,11961.455255028,3917.79141422771,20889.6220527191,27.0199293691052
"BGR",2001,"GDP_CURRENT_PER_CAPITA",43.4394908484896,92.4488527052706,70.5266099293118,40.1424564829626,146.460729149763,112.58761796355,-3.29703436552696,259.048347113313,13.8694199615298,921.658339473332,2512.13689328906,1918.60862801412,3621.22364342529,6151.97869580654,8242.07472454548,2699.56530395196,14394.053420352,18.6181590921802
"BGR",2002,"AIC_CONSTANT_PER_CAPITA",59.1561373270173,129.989591104484,99.0793265603822,107.050565374166,261.704752351587,163.875804568317,47.894428047149,425.580556919904,24.664595872937,1376.41328200399,3482.70538304964,2680.48838697953,5385.93336203102,8915.90620510657,11317.3096340204,4009.52008002704,20233.215839127,47.2674600259087
"BGR",2002,"AIC_CURRENT_PER_CAPITA",47.0277232533858,103.338635558453,78.7657098680352,85.1026552782637,208.049058369898,130.277369912809,38.0749320248779,338.326428282707,19.6077675331809,1094.21584696345,2768.6680085573,2130.92456239898,4281.68901918978,7087.93353509578,8996.99218864506,3187.47317222634,16084.9257237408,37.5765073486922
"BGR",2002,"CURRENT_LCU_MILLIONS",199.556,438.504,334.232,361.122,882.829,552.815,161.566,1435.644,83.203,4643.162,11748.481,9042.3,18168.788,30076.72,38177.561,13525.626,68254.281,159.451
"BGR",2002,"GDP_CONSTANT_PER_CAPITA",63.8225551082407,140.243569249654,106.895008112698,115.495042723837,282.348826914014,176.802831296288,51.6724876155967,459.151658210302,26.6102149405227,1484.98898866228,3757.43187907464,2891.93354274111,5810.79232586313,9619.22026736918,12210.0537734807,4325.80333720085,21829.2740408499,50.9960624314182
"BGR",2002,"GDP_CURRENT_PER_CAPITA",45.4244428217937,99.8155899854067,76.0804103771059,82.201315123032,200.956199923436,125.83592254069,36.7768723012383,326.792122464126,18.9392948149978,1056.91157760892,2674.27791410646,2058.27657062431,4135.71664919767,6846.29000334291,8690.26457094771,3078.80507158876,15536.5545742906,36.2954400387752
"BGR",2003,"AIC_CONSTANT_PER_CAPITA",53.932420020908,107.351010053847,83.8287860257933,76.6887576313635,212.156721301959,199.575984203971,22.7563376104555,411.73270550593,28.1169536167486,1575.49137510613,3735.85054377905,2908.39669311846,5542.02243209727,9323.72957856196,12523.9693375923,3966.53105699114,21847.6989161542,45.8566026856378
"BGR",2003,"AIC_CURRENT_PER_CAPITA",43.1998729628944,85.9881680623035,67.1468646417873,61.4277012986395,169.937551567606,159.860380096309,18.2278283357451,329.797931663915,22.5216822066625,1261.96872367929,2992.41659908919,2329.625995268,4439.16043321066,7468.30817489944,10031.7004904551,3177.19170953137,17500.0086653545,36.7311425995997
"BGR",2003,"CURRENT_LCU_MILLIONS",183.158,364.571,284.688,260.44,720.498,677.773,77.282,1398.271,95.487,5350.471,12687.191,9877.104,18821.068,31663.991,42532.213,13470.597,74196.204,155.732
"BGR",2003,"GDP_CONSTANT_PER_CAPITA",57.6085488241457,114.668244102729,89.5427038275609,81.9159985136359,226.617697347096,213.179435035258,24.3074496894901,439.797132382353,30.0334547307309,1682.87964399958,3990.49270119112,3106.63813770168,5919.77644875226,9959.25141948925,13377.6251608418,4236.89680475268,23336.8765803311,48.9822695458668
"BGR",2003,"GDP_CURRENT_PER_CAPITA",41.772896511583,83.1478103829716,64.9288721327462,59.3986239611519,164.324181257726,154.57987850569,17.625727449569,318.904059763415,21.777746913602,1220.28342399036,2893.57121537518,2252.67388389337,4292.52626585498,7221.6153222174,9700.33376678935,3072.24284186462,16921.9490890067,35.5178409872451
"BGR",2004,"AIC_CONSTANT_PER_CAPITA",61.351006746395,149.051751741408,122.987445418778,53.6177730038676,235.061619721411,209.115886220887,-7.73323374252734,444.177505942298,32.3920949761349,1668.94275722666,3957.51508240856,3193.23552872969,5977.1228179934,9984.04190959756,14899.6119659017,4308.18006076674,24883.6538754992,49.4040091955918
"BGR",2004,"AIC_CURRENT_PER_CAPITA",49.1662795258301,119.44906006556,98.561302255773,42.9689186023923,188.376783266012,167.584048909385,-6.19736092343786,355.960832175396,25.9588045980593,1337.47937427673,3171.52566988351,2559.0372338358,4790.02557275801,8001.143279588,11940.4476893115,3452.54619848128,19941.5909688995,39.5920369464822
"BGR",2004,"CURRENT_LCU_MILLIONS",214.726,521.675,430.451,187.66,822.706,731.897,-27.066,1554.603,113.371,5841.231,13851.14,11176.193,20919.684,34943.736,52148.029,15078.453,87091.765,172.912
"BGR",2004,"GDP_CONSTANT_PER_CAPITA",64.2743639826016,156.154023409479,128.847760637626,56.1726439507792,246.262236034156,219.080196044141,-8.10172003182239,465.342432078297,33.9355686738985,1748.46738355139,4146.08949979962,3345.39225255351,6261.93094370038,10459.7785390495,15609.5740474897,4513.46356014899,26069.3525865391,51.7580955494892
"BGR",2004,"GDP_CURRENT_PER_CAPITA",47.515292909846,115.438002052588,95.251647906337,41.5260372170194,182.05115621158,161.956634663886,-5.98925569282663,344.007790875466,25.0871169419733,1292.56728071623,3065.0269377499,2473.10565097832,4629.17817516937,7732.46766299531,11539.4915967612,3336.61089445315,19271.9592597565,38.2625500760378
"BGR",2005,"AIC_CONSTANT_PER_CAPITA",72.4905986197645,240.290654458189,212.686240084605,57.7046372140956,300.707625341623,220.928954760216,-14.7859614056688,521.636580101839,2.7123336693385,1794.55363323111,4215.16319250317,3525.41505004494,6366.25065837417,10641.575660091,16560.7967568054,4571.69702514306,27202.3724168964,60.1618092136804
"BGR",2005,"AIC_CURRENT_PER_CAPITA",58.701954561136,194.58428193507,172.230582157468,46.7284731565883,243.509168017523,178.905426503645,-11.9734814045477,422.414594521168,2.19641292586508,1453.20645492273,3413.38494791558,2854.83577204809,5155.30791562247,8617.41112298162,13410.7202481998,3702.10146069974,22028.1313711814,48.7182594435675
"BGR",2005,"CURRENT_LCU_MILLIONS",270.176,895.575,792.692,215.068,1120.752,823.413,-55.108,1944.165,10.109,6688.389,15710.119,13139.394,23727.327,39661.672,61722.898,17038.938,101384.57,224.226
"BGR",2005,"GDP_CONSTANT_PER_CAPITA",76.3430138367412,253.060577611777,223.989163820154,60.7712724292323,316.688327029623,232.669926464055,-15.5717414075089,549.358253493678,2.85647698861341,1889.92276876002,4439.17236243727,3712.7684840563,6704.57647411274,11207.1078640749,17440.8979926336,4814.65370535272,28648.0058567084,63.3590275248621
"BGR",2005,"GDP_CURRENT_PER_CAPITA",58.5195659115259,193.979703012906,171.695456819034,46.5832864557179,242.752578076789,178.349562233164,-11.9362794558079,421.102140309952,2.1895886081651,1448.69130095724,3402.77946338096,2845.96571575753,5139.29022667012,8590.63658047095,13369.0527573189,3690.59892571288,21959.6893377898,48.5668904198663
"BGR",2006,"AIC_CONSTANT_PER_CAPITA",63.9766853938177,188.508361721559,155.108330601688,46.0948613362877,265.776882845733,288.678276780467,-17.88182405753,554.455159626199,31.1736597878865,1972.42171881488,4570.22390199202,3760.52907244613,7151.48417766292,11772.0635922107,19450.8290754453,5179.06245884804,31222.892667656,50.3555125557714
"BGR",2006,"AIC_CURRENT_PER_CAPITA",49.9272287422564,147.111405312188,121.046113191233,35.9723025913721,207.411545980547,225.283730612457,-13.9549261508843,432.695276593004,24.3278380769863,1539.27246660674,3566.59012190921,2934.70651122645,5580.99851824001,9186.88594319531,15179.3733373085,4041.72605163327,24366.2592805038,39.2973030460954
"BGR",2006,"CURRENT_LCU_MILLIONS",243.795,718.346,591.069,175.653,1012.792,1100.062,-68.142,2112.854,118.793,7516.278,17415.684,14330.192,27252.054,44859.627,74120.984,19735.776,118980.611,191.889
"BGR",2006,"GDP_CONSTANT_PER_CAPITA",64.8711019325043,191.143774846928,157.276799557593,46.7392836922422,269.49253704311,292.714100510981,-18.1318182402621,562.206637554091,31.6094785039397,1999.99686741336,4634.11723779522,3813.10259006279,7251.46443899224,11936.6411771001,19722.7584995653,5251.46757157888,31659.3996766654,51.0595003126657
"BGR",2006,"GDP_CURRENT_PER_CAPITA",51.1587252076842,150.740030017183,124.031815868991,36.8595892405724,212.527523618372,230.840540492691,-14.2991359671118,443.368064111062,24.9279043606162,1577.23989739971,3654.56302245683,3007.09347895303,5718.65847097345,9413.4880970168,15553.7851579366,4141.41857357374,24967.2732549534,40.2666035865268
"BGR",2007,"AIC_CONSTANT_PER_CAPITA",59.5667252325782,195.866120915535,166.174845581192,51.1024807441253,273.347411092588,295.400916170363,-8.46424448845293,568.748327262951,26.378809432927,2099.70389056831,4973.88858478336,4208.64570477062,8207.79685748845,13102.4482897069,21797.0377398896,6108.09296692013,34899.4860295965,-79.2371525648984
"BGR",2007,"AIC_CURRENT_PER_CAPITA",48.1725804656842,158.400120763138,134.388303014423,41.3274081465885,221.060501555697,238.895530151973,-6.84517231909568,459.956031707669,21.3329726459704,1698.06472032128,4022.46467540874,3403.60029988245,6637.77894486476,10596.1632449817,17627.6192847363,4939.71422454348,28223.7825297181,-64.0803752917516
"BGR",2007,"CURRENT_LCU_MILLIONS",244.833,805.055,683.017,210.043,1123.521,1214.166,-34.79,2337.687,108.423,8630.268,20443.831,17298.506,33735.941,53854.089,89590.86,25105.673,143444.949,-325.683
"BGR",2007,"GDP_CONSTANT_PER_CAPITA",58.9476987596733,193.83065038197,164.447931299031,50.5714159879512,270.506743201149,292.331064898267,-8.37628277172209,562.837808099416,26.104676831228,2077.8834482249,4922.19917773205,4164.90881817566,8122.50018356231,12966.2856532765,21570.5196068343,6044.6167353374,34536.8052601107,-78.4137080179006
"BGR",2007,"GDP_CURRENT_PER_CAPITA",48.642413278903,159.945015672917,135.699007856443,41.7304791933302,223.216530490279,241.225506207058,-6.91193408557276,464.442036697336,21.5410356240315,1714.62614420316,4061.69624399508,3436.79601181043,6702.51797949904,10699.5088648051,17799.5435179585,4987.89183529588,28499.0523827636,-64.7053586890369
"BGR",2008,"AIC_CONSTANT_PER_CAPITA",81.8473268436095,225.762354331483,184.007545177778,92.1009372655601,319.828481395631,286.665219286171,10.2536104219507,606.493700681803,1.96518979858807,2043.03991660853,5577.0300569802,4586.51099055727,8503.05328857941,13957.4248017393,23068.9527187397,6460.01337197088,37026.3775204789,-122.658543820346
"BGR",2008,"AIC_CURRENT_PER_CAPITA",67.2555601947575,185.513372238336,151.202623326236,75.6811537912933,262.809361185401,235.558455663232,8.42559359653588,498.367816848633,1.61483515577251,1678.80613076475,4582.75542000172,3768.82639794394,6987.12632829174,11469.0908074595,18956.2127199314,5308.32019752699,30425.3035273909,-100.790940833943
"BGR",2008,"CURRENT_LCU_MILLIONS",358.844,989.812,806.746,403.799,1402.227,1256.829,44.955,2659.056,8.616,8957.319,24451.425,20108.683,37280.016,61193.668,101141.425,28322.697,162335.093,-537.773
"BGR",2008,"GDP_CONSTANT_PER_CAPITA",80.2818626423833,221.444279480172,180.488099450715,90.3393559684201,313.711237773075,281.182277376699,10.0574933260368,594.893515149774,1.92760232448299,2003.96343146886,5470.3602213233,4498.78645462995,8340.41846545533,13690.4661885377,22627.7212083939,6336.45503398648,36318.1873969316,-120.312498240969
"BGR",2008,"GDP_CURRENT_PER_CAPITA",69.4597627997181,191.593301647275,156.158068128829,78.1614929015488,271.42255356467,243.278539476226,8.70173010183068,514.701093040896,1.66775901584636,1733.82654596819,4732.94852530653,3892.34417015395,7216.11917303814,11844.9734818604,19577.4748629641,5482.29262706995,31422.4483448244,-104.094216484302
"BGR",2009,"AIC_CONSTANT_PER_CAPITA",74.9181988309056,221.556832650896,190.565156344828,106.888150316807,330.467776596999,341.72800200296,31.9699514859011,672.195778599959,2.0227936292969,2335.198471478,5848.75076221519,4921.54077807605,8597.83424322331,14324.7704151754,20362.3377827206,6262.63577174531,34687.108197896,-121.814590263136
"BGR",2009,"AIC_CURRENT_PER_CAPITA",60.5730387847837,179.133652792254,154.076189583215,86.421459349111,267.190586016512,276.29473001469,25.8484205643273,543.485316031203,1.635473875147,1888.06017483502,4728.84575831588,3979.17575546833,6951.54121704625,11581.8971555893,16463.4053608987,5063.48104221124,28045.302516488,-98.4898197728374
"BGR",2009,"CURRENT_LCU_MILLIONS",331.37,979.966,842.887,472.776,1461.689,1511.494,141.406,2973.183,8.947,10328.795,25869.556,21768.422,38029.002,63359.761,90064.47,27700.207,153424.231,-538.797
"BGR",2009,"GDP_CONSTANT_PER_CAPITA",71.607281796582,211.765402761473,182.14336521615,102.164360861457,315.863162392384,326.625756078833,30.5570790648745,642.488918471217,1.93339876945414,2231.99726645178,5590.2724641472,4704.03937719442,8217.86360460144,13691.7049234725,19462.4494768682,5985.86633814966,33154.1544003407,-116.431145276135
"BGR",2009,"GDP_CURRENT_PER_CAPITA",63.0828265176218,186.555889703859,160.460193725922,90.0022524359332,278.261380359466,287.742746127973,26.9194259183113,566.004126487438,1.70323821967336,1966.29019863319,4924.781100389,4144.0492156453,7239.57188582036,12061.7823320185,17145.5513064295,5273.28168718717,29207.3336384481,-102.570654190829
"BGR",2010,"AIC_CONSTANT_PER_CAPITA",74.6705649134975,279.036455291349,241.268658871379,162.475878502845,441.821699115545,335.847258409179,87.8053135893472,777.668957524725,0.309365321351831,2524.16122617424,6017.70983515003,5161.09938946282,8503.36370917901,14388.9128118224,19792.2197993973,5979.20248300477,34181.1326112196,-132.160732506686
"BGR",2010,"AIC_CURRENT_PER_CAPITA",64.3532929977232,240.481838930943,207.932439154629,140.02649941739,380.77495849767,289.443062978371,75.6732064196668,670.218021476041,0.266620149336656,2175.3965186906,5186.23964671103,4447.98752473927,7328.44939471038,12400.789028054,17057.5181974513,5153.05287601978,29458.3072255053,-113.900013367371
"BGR",2010,"CURRENT_LCU_MILLIONS",337.431,1260.946,1090.276,734.217,1996.561,1517.67,396.786,3514.231,1.398,11406.506,27193.605,23322.643,38426.099,65022.479,89439.641,27019.593,154462.12,-597.225
"BGR",2010,"GDP_CONSTANT_PER_CAPITA",72.5777249452758,271.215721018062,234.506466929344,157.922062513953,429.43847807245,326.434251203051,85.3443375686768,755.872729275501,0.30069454043492,2453.41493536349,5849.04760961641,5016.44593606059,8265.03446317006,13985.6254941661,19237.4905201425,5811.61952780657,33223.1160143086,-128.456578620347
"BGR",2010,"GDP_CURRENT_PER_CAPITA",66.2039096553052,247.397408845715,213.911981422417,144.05326106786,391.724957295879,297.7666176687,77.8493514125553,689.491574964579,0.274287382303691,2237.95470098093,5335.38106641671,4575.89892480222,7539.19464009476,12757.4002545112,17548.0436366751,5301.23993911383,30305.4438911864,-117.17545200023
"BGR",2011,"AIC_CONSTANT_PER_CAPITA",71.8798802376936,282.367159601643,242.12054515258,160.822287265293,444.187436667585,378.106710111837,88.9424070275997,822.294146779422,0.997989800648701,2544.51510212667,6283.30620367834,5376.89103288093,9361.72343229242,15521.4283464213,21967.2345854685,6817.20833016575,37488.6629318898,-123.601289549446
"BGR",2011,"AIC_CURRENT_PER_CAPITA",64.5650770954068,253.632273295452,217.481325963041,144.456325492015,398.985028890108,339.62895886768,79.891248396608,738.613987757788,0.896430102641202,2285.57439433634,5643.8901694469,4829.71567180643,8409.03453307187,13941.9016072874,19731.7551155281,6123.46013873553,33673.6567228155,-111.023095231408
"BGR",2011,"CURRENT_LCU_MILLIONS",327.064,1284.812,1101.684,731.765,2021.118,1720.441,404.701,3741.559,4.541,11577.917,28589.965,24465.643,42597.215,70624.776,99954.14,31019.298,170578.916,-562.404
"BGR",2011,"GDP_CONSTANT_PER_CAPITA",68.0820728415447,267.448157460591,229.327991880379,152.325165817372,420.718583816492,358.129263635191,84.2430929758273,778.847847451683,0.945260538529017,2410.07444581904,5951.32475499356,5092.80045752889,8867.09235647133,14701.3463543826,20806.5853786842,6457.01791065229,35507.9317330667,-117.070757082333
"BGR",2011,"GDP_CURRENT_PER_CAPITA",63.4864945742564,249.395256179034,213.848223248493,142.043131320264,392.319842419013,333.955336606378,78.5566367460073,726.27517902539,0.881454919715096,2247.39306313654,5549.60698166316,4749.03355788223,8268.55862759562,13708.9971942252,19402.1291453185,6021.16556445907,33111.1263395437,-109.168415033572
"BGR",2012,"AIC_CONSTANT_PER_CAPITA",59.1039933365523,298.768510237972,255.694960372791,178.599919685418,477.956397746215,324.904063976377,119.495926348865,802.860461722593,0.587967822825361,2437.54754742333,6451.3962930496,5531.73248186198,8841.46501209775,15144.8092579636,21886.903797535,6403.91746467443,37031.7130554987,-148.052047183706
"BGR",2012,"AIC_CURRENT_PER_CAPITA",55.8575055363752,282.357633936577,241.650045256985,168.789711818926,451.703017446444,307.05760351945,112.932206282551,758.760620965894,0.555671690940839,2303.65696020022,6097.03141553225,5227.88326622697,8355.81748344394,14312.9291138926,20684.6911863204,6052.16052324372,34997.620300213,-139.919785083644
"BGR",2012,"CURRENT_LCU_MILLIONS",277.04,1400.427,1198.527,837.157,2240.34,1522.933,560.117,3763.273,2.756,11425.593,30239.832,25929.063,41442.876,70988.739,102591.17,30017.283,173579.909,-693.969
"BGR",2012,"GDP_CONSTANT_PER_CAPITA",57.1318038123923,288.799164805,247.162898598957,172.640374978959,462.007888222116,314.062624081064,115.508571166567,776.07051230318,0.568348438156775,2356.21115259978,6236.12528567608,5347.14893284421,8546.44188945026,14639.4553473763,21156.5788237214,6190.23073685048,35796.0341710977,-143.11182775008
"BGR",2012,"GDP_CURRENT_PER_CAPITA",54.7333465317517,276.675051557253,236.786722562304,165.392738169512,442.612278259257,300.877922443114,110.659391637761,743.490200702371,0.544488532491726,2257.29476248829,5974.32574327878,5122.66961602159,8187.65266163881,14024.874572405,20268.4018867595,5930.35789915052,34293.2764591645,-137.103832512609
"BGR",2013,"AIC_CONSTANT_PER_CAPITA",60.5495616170537,336.162064826347,296.570354955382,98.9429315819,435.722283339851,414.461026772359,38.3933699648463,850.18331011221,0.617286931603789,2449.52834831284,7100.06179018987,6060.3591685717,8577.31258099756,15382.1182611455,21753.0343103856,6127.78423268472,37135.1525715311,-295.25611004195
"BGR",2013,"AIC_CURRENT_PER_CAPITA",58.5303760049314,324.951849813866,286.680430442052,95.643417290865,421.191968967549,400.639725350939,37.1130412859336,821.831694318487,0.59670186281785,2367.84233333093,6863.29141185747,5858.26042977544,8291.27935975376,14869.1607591027,21027.6217272635,5923.43702642283,35896.7824863663,-285.41001250852
"BGR",2013,"CURRENT_LCU_MILLIONS",277.398,1540.072,1358.689,453.291,1996.191,1898.786,175.893,3894.977,2.828,11222.117,32527.782,27764.553,39295.567,70470.681,99658,28073.45,170128.681,-1352.668
"BGR",2013,"GDP_CONSTANT_PER_CAPITA",57.9140719488744,321.530222331981,283.661787403457,94.6363261010434,416.756967237311,396.421131441162,36.722254152169,813.178098678473,0.590418804286321,2342.90979515601,6791.02339268957,5796.57502963373,8203.97513503996,14712.5937812103,20806.2083442596,5861.06533988395,35518.8021254699,-282.404746519225
"BGR",2013,"GDP_CURRENT_PER_CAPITA",56.1497406076706,311.734919924212,275.020133225529,91.753264514494,404.060616346789,384.344304463177,35.6035239068234,788.404920809966,0.572431908083304,2271.53389216552,6584.13731116611,5619.98445928926,7954.04398763272,14264.3799111598,20172.3547014731,5682.5100954672,34436.7346126329,-273.801387639048
"BGR",2014,"AIC_CONSTANT_PER_CAPITA",63.1779079236697,358.085493297124,309.603125181103,98.6528540570113,457.164200530535,398.751084919716,35.4749461333415,855.915285450251,0.425853176399578,2700.30636827311,7490.65467867006,6396.76328652071,8700.5059563025,15891.7596321683,23593.9997565052,6000.19958802938,39485.7593886735,-299.401002804269
"BGR",2014,"AIC_CURRENT_PER_CAPITA",62.9792613306085,356.959586067748,308.629658220268,98.3426656699905,455.726765928955,397.497315253989,35.363404339382,853.224081182944,0.42451419121605,2691.81595322286,7467.10225218715,6376.65031862975,8673.14946535607,15841.7921037643,23519.8145259024,5981.33351213321,39361.6066296668,-298.459613778883
"BGR",2014,"CURRENT_LCU_MILLIONS",289.146,1638.848,1416.959,451.504,2092.301,1824.962,162.358,3917.263,1.949,12358.478,34282.44,29276.033,39819.56,72731.733,107982.535,27461.082,180714.268,-1370.267
"BGR",2014,"GDP_CONSTANT_PER_CAPITA",60.4315738275862,342.519571096235,296.144724184885,94.3644294212975,437.291341920803,381.417435605332,33.9328555937113,818.708777526135,0.407341403270201,2582.92445910924,7165.03705342559,6118.69695454321,8322.2962791185,15200.9472460203,22568.372157811,5739.37182000926,37769.3194038313,-286.386086523781
"BGR",2014,"GDP_CURRENT_PER_CAPITA",60.5327726844396,343.093155182325,296.640648842353,94.5224523186045,438.02363103908,382.05615814758,33.9896796341649,820.07978918666,0.408023538150183,2587.24983053422,7177.03564146812,6128.94333897461,8336.23281620498,15226.4027883296,22606.1652073504,5748.98298567076,37832.56799568,-286.865669343477
